time,Golden State,pts.away,score,pts.home,Memphis
6:32.0,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green),2,81-94,,
6:05.0,,,81-96,2,D. Brooks makes 2-pt shot from 15 ft
5:54.0,Shooting foul by D. Brooks (drawn by K. Thompson),,81-96,,
5:54.0,K. Thompson makes free throw 1 of 2,1,82-96,,
5:54.0,K. Thompson makes free throw 2 of 2,1,83-96,,
5:41.0,,,83-98,2,M. Gasol makes 2-pt shot from 10 ft (assist by M. Conley)
5:31.0,,,83-98,,Personal foul by D. Brooks (drawn by S. Curry)
5:31.0,S. Curry makes free throw 1 of 2,1,84-98,,
5:31.0,S. Curry makes free throw 2 of 2,1,85-98,,
5:21.0,Personal foul by K. Thompson (drawn by M. Conley),,85-98,,
5:06.0,,,85-98,,M. Gasol misses 2-pt shot from 23 ft
5:01.0,Defensive rebound by K. Durant,,85-98,,
4:56.0,Turnover by D. Green (bad pass),,85-98,,
4:38.0,,,85-98,,M. Conley misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by S. Livingston,,85-98,,
4:31.0,K. Durant makes 3-pt shot from 23 ft (assist by K. Thompson),3,88-98,,
4:14.0,,,88-98,,Shooting foul by K. Durant (drawn by M. Conley)
4:14.0,,,88-99,1,M. Conley makes free throw 1 of 2
4:14.0,,,88-99,,M. Chalmers enters the game for J. Martin
4:14.0,A. Iguodala enters the game for S. Livingston,,88-99,,
4:14.0,,,88-100,1,M. Conley makes free throw 2 of 2
4:02.0,K. Durant misses 3-pt shot from 27 ft,,88-100,,
4:00.0,,,88-100,,Defensive rebound by M. Conley
3:57.0,,,88-102,2,J. Ennis makes 2-pt shot at rim (assist by M. Conley)
3:45.0,K. Durant makes 2-pt shot from 13 ft (assist by S. Curry),2,90-102,,
3:21.0,,,90-102,,D. Brooks misses 3-pt shot from 27 ft
3:18.0,Defensive rebound by S. Curry,,90-102,,
3:15.0,S. Curry misses 3-pt shot from 28 ft,,90-102,,
3:12.0,,,90-102,,Defensive rebound by M. Gasol
2:52.0,,,90-102,,M. Conley misses 2-pt shot from 1 ft (block by K. Durant)
2:49.0,Defensive rebound by D. Green,,90-102,,
2:46.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,92-102,,
2:46.0,,,92-102,,Memphis full timeout
2:29.0,Personal foul by A. Iguodala (drawn by M. Gasol),,92-102,,
2:16.0,,,92-102,,D. Brooks misses 2-pt shot from 7 ft (block by K. Durant)
2:15.0,,,92-102,,Offensive rebound by Team
2:12.0,,,92-102,,M. Conley misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by K. Durant,,92-102,,
2:00.0,S. Curry makes 2-pt shot at rim,2,94-102,,
1:46.0,Personal foul by D. Green (drawn by M. Chalmers),,94-102,,
1:46.0,,,94-102,,M. Chalmers misses free throw 1 of 2
1:46.0,,,94-102,,Offensive rebound by Team
1:46.0,,,94-103,1,M. Chalmers makes free throw 2 of 2
1:37.0,Turnover by K. Durant (lost ball; steal by D. Brooks),,94-103,,
1:15.0,,,94-105,2,M. Gasol makes 2-pt shot from 12 ft
1:09.0,S. Curry makes 3-pt shot from 25 ft,3,97-105,,
0:49.0,Personal foul by K. Thompson (drawn by M. Gasol),,97-105,,
0:49.0,,,97-106,1,M. Gasol makes free throw 1 of 2
0:49.0,,,97-107,1,M. Gasol makes free throw 2 of 2
0:43.0,S. Curry makes 2-pt shot at rim,2,99-107,,
0:43.0,Technical foul by S. Curry,,99-107,,
0:43.0,,,99-108,1,M. Gasol makes technical free throw
0:43.0,Technical foul by K. Durant,,99-108,,
0:43.0,,,99-109,1,M. Gasol makes technical free throw
0:43.0,J. Bell enters the game for S. Curry,,99-109,,
0:43.0,Q. Cook enters the game for K. Durant,,99-109,,
0:43.0,,,99-109,,A. Harrison enters the game for M. Conley
0:22.0,,,99-109,,Shooting foul by Q. Cook (drawn by A. Harrison)
0:22.0,,,99-110,1,A. Harrison makes free throw 1 of 2
0:22.0,,,99-110,,J. Martin enters the game for M. Gasol
0:22.0,,,99-111,1,A. Harrison makes free throw 2 of 2
0:11.0,Q. Cook makes 2-pt shot from 11 ft,2,101-111,,
