time,San Antonio,pts.away,score,pts.home,Phoenix
3:19.0,,,94-94,,Defensive rebound by T. Chandler
3:17.0,,,94-94,,T. Warren misses 2-pt shot from 6 ft (block by B. Paul)
3:14.0,Defensive rebound by D. Bertans,,94-94,,
3:10.0,L. Aldridge makes 2-pt shot from 2 ft (assist by D. Bertans),2,96-94,,
3:09.0,,,96-94,,Phoenix full timeout
2:51.0,Personal block foul by B. Paul (drawn by T. Warren),,96-94,,
2:51.0,,,96-95,1,T. Warren makes free throw 1 of 2
2:51.0,R. Gay enters the game for B. Paul,,96-95,,
2:51.0,,,96-96,1,T. Warren makes free throw 2 of 2
2:35.0,P. Mills makes 3-pt shot from 25 ft (assist by L. Aldridge),3,99-96,,
2:17.0,,,99-98,2,M. James makes 2-pt shot from 2 ft (assist by T. Chandler)
1:56.0,L. Aldridge misses 2-pt shot from 11 ft,,99-98,,
1:54.0,,,99-98,,Defensive rebound by J. Jackson
1:32.0,,,99-98,,Turnover by Team (shot clock)
1:21.0,Turnover by P. Mills (bad pass; steal by M. James),,99-98,,
1:19.0,,,99-100,2,M. Chriss makes 2-pt shot at rim
0:56.0,L. Aldridge misses 2-pt shot from 19 ft,,99-100,,
0:53.0,,,99-100,,Defensive rebound by J. Jackson
0:30.0,,,99-100,,M. Chriss misses 2-pt shot from 19 ft
0:29.0,,,99-100,,Offensive rebound by Team
0:29.0,Loose ball foul by B. Forbes (drawn by J. Jackson),,99-100,,
0:29.0,,,99-100,,J. Jackson misses free throw 1 of 2
0:29.0,,,99-100,,Offensive rebound by Team
0:29.0,,,99-101,1,J. Jackson makes free throw 2 of 2
0:21.0,B. Forbes makes 3-pt shot from 24 ft (assist by P. Mills),3,102-101,,
0:21.0,,,102-101,,Phoenix full timeout
0:21.0,B. Paul enters the game for D. Bertans,,102-101,,
0:21.0,D. Murray enters the game for R. Gay,,102-101,,
0:03.0,,,102-101,,M. James misses 3-pt shot from 28 ft
0:03.0,Defensive rebound by D. Murray,,102-101,,
0:03.0,,,102-101,,Personal take foul by J. Jackson (drawn by D. Murray)
0:03.0,San Antonio full timeout,,102-101,,
0:03.0,D. Bertans enters the game for B. Paul,,102-101,,
0:03.0,R. Gay enters the game for D. Murray,,102-101,,
0:01.0,,,102-101,,Personal take foul by M. James (drawn by P. Mills)
0:01.0,P. Mills makes free throw 1 of 2,1,103-101,,
0:01.0,,,103-101,,G. Monroe enters the game for J. Jackson
0:01.0,P. Mills makes free throw 2 of 2,1,104-101,,
0:01.0,,,104-101,,Phoenix full timeout
0:01.0,,,104-101,,T. Daniels enters the game for M. Chriss
0:01.0,,,104-101,,J. Dudley enters the game for T. Warren
0:01.0,,,104-101,,J. Jackson enters the game for G. Monroe
0:01.0,B. Paul enters the game for D. Bertans,,104-101,,
0:01.0,D. Murray enters the game for R. Gay,,104-101,,
0:00.0,,,104-101,,J. Dudley misses 3-pt shot from 23 ft
0:00.0,,,104-101,,Offensive rebound by Team
