time,Oklahoma City,pts.away,score,pts.home,Denver
3:05.0,R. Westbrook makes 3-pt shot from 24 ft (assist by C. Anthony),3,109-114,,
2:45.0,,,109-116,2,J. Murray makes 2-pt shot from 17 ft (assist by G. Harris)
2:32.0,R. Westbrook makes 2-pt shot from 11 ft,2,111-116,,
2:15.0,,,111-116,,Offensive charge foul by G. Harris (drawn by J. Grant)
2:15.0,,,111-116,,Turnover by G. Harris (offensive foul)
2:09.0,Offensive charge foul by P. George (drawn by N. Jokic),,111-116,,
2:09.0,Turnover by P. George (offensive foul),,111-116,,
1:53.0,,,111-118,2,J. Murray makes 2-pt shot from 5 ft
1:44.0,R. Westbrook makes 3-pt shot from 22 ft (assist by P. George),3,114-118,,
1:31.0,,,114-120,2,J. Murray makes 2-pt shot from 1 ft (assist by N. Jokic)
1:25.0,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook),3,117-120,,
1:05.0,,,117-120,,Offensive foul by N. Jokic (drawn by J. Grant)
1:05.0,,,117-120,,Turnover by N. Jokic (offensive foul)
0:57.0,,,117-120,,Personal foul by W. Barton (drawn by P. George)
0:48.0,P. George makes 2-pt shot from 1 ft,2,119-120,,
0:32.0,Oklahoma City full timeout,,119-122,,
0:32.0,,,119-122,,T. Craig enters the game for N. Jokic
0:31.0,,,119-122,2,J. Murray makes 2-pt shot from 1 ft
0:31.0,Violation by J. Grant (def goaltending),,119-122,,
0:28.0,R. Westbrook makes 2-pt shot from 1 ft (assist by P. George),2,121-122,,
0:28.0,,,121-122,,Denver full timeout
0:28.0,,,121-122,,N. Jokic enters the game for T. Craig
0:28.0,J. Huestis enters the game for S. Adams,,121-122,,
0:10.0,,,121-122,,J. Murray misses 2-pt shot from 18 ft
0:07.0,,,121-122,,Offensive rebound by N. Jokic
0:07.0,Personal take foul by R. Westbrook (drawn by N. Jokic),,121-122,,
0:07.0,S. Adams enters the game for J. Huestis,,121-122,,
0:05.0,Personal take foul by J. Grant (drawn by N. Jokic),,121-122,,
0:05.0,,,121-123,1,N. Jokic makes free throw 1 of 2
0:05.0,,,121-124,1,N. Jokic makes free throw 2 of 2
0:05.0,Oklahoma City full timeout,,121-124,,
0:05.0,,,121-124,,T. Craig enters the game for N. Jokic
0:02.0,P. George makes 3-pt shot from 25 ft (assist by J. Grant),3,124-124,,
0:01.0,,,124-124,,Denver full timeout
0:01.0,,,124-124,,N. Jokic enters the game for T. Craig
0:01.0,J. Huestis enters the game for C. Anthony,,124-124,,
0:00.0,,,124-127,3,G. Harris makes 3-pt shot from 24 ft (assist by N. Jokic)
