time,San Antonio,pts.away,score,pts.home,Oklahoma City
3:41.0,D. Bertans makes free throw 3 of 3,1,83-93,,
3:28.0,,,83-95,2,R. Westbrook makes 2-pt shot from 1 ft
3:13.0,J. Lauvergne makes 2-pt shot from 2 ft (assist by M. Ginobili),2,85-95,,
2:55.0,,,85-95,,Turnover by R. Westbrook (bad pass; steal by D. Bertans)
2:49.0,B. Forbes makes 2-pt shot from 6 ft (assist by D. Murray),2,87-95,,
2:21.0,,,87-97,2,J. Grant makes 2-pt shot from 1 ft (assist by P. George)
2:06.0,B. Forbes makes 3-pt shot from 23 ft (assist by M. Ginobili),3,90-97,,
1:47.0,Personal foul by B. Forbes (drawn by C. Brewer),,90-97,,
1:47.0,,,90-98,1,C. Brewer makes free throw 1 of 2
1:47.0,,,90-99,1,C. Brewer makes free throw 2 of 2
1:37.0,B. Forbes misses 2-pt shot from 7 ft (block by P. George),,90-99,,
1:35.0,,,90-99,,Defensive rebound by R. Westbrook
1:20.0,,,90-102,3,J. Grant makes 3-pt shot from 23 ft (assist by R. Westbrook)
1:18.0,San Antonio full timeout,,90-102,,
1:18.0,B. Paul enters the game for M. Ginobili,,90-102,,
1:09.0,D. Murray misses 2-pt shot from 1 ft (block by P. George),,90-102,,
1:06.0,,,90-102,,Defensive rebound by J. Grant
0:50.0,,,90-104,2,R. Westbrook makes 2-pt shot at rim
0:38.0,J. Lauvergne makes 2-pt shot from 9 ft (assist by D. Murray),2,92-104,,
0:17.0,,,92-104,,P. George misses 3-pt shot from 24 ft
0:15.0,Defensive rebound by J. Lauvergne,,92-104,,
0:08.0,B. Paul makes 2-pt shot from 1 ft (assist by D. Murray),2,94-104,,
