time,Toronto,pts.away,score,pts.home,Charlotte
6:40.0,O. Anunoby makes 3-pt shot from 23 ft (assist by S. Ibaka),3,113-90,,
6:35.0,,,113-92,2,J. Lamb makes 2-pt shot from 1 ft
6:35.0,,,113-92,,Shooting foul by D. Wright (drawn by J. Lamb)
6:35.0,,,113-93,1,J. Lamb makes free throw 1 of 1
6:30.0,Shooting foul by M. Carter-Williams (drawn by D. Wright),,113-93,,
6:30.0,D. Wright makes free throw 1 of 2,1,114-93,,
6:30.0,P. Siakam enters the game for S. Ibaka,,114-93,,
6:30.0,D. Wright makes free throw 2 of 2,1,115-93,,
6:08.0,,,115-95,2,M. Carter-Williams makes 2-pt shot at rim (assist by M. Monk)
5:54.0,N. Powell misses 3-pt shot from 26 ft,,115-95,,
5:51.0,Offensive rebound by P. Siakam,,115-95,,
5:49.0,F. VanVleet makes 3-pt shot from 24 ft (assist by P. Siakam),3,118-95,,
5:41.0,Personal foul by F. VanVleet (drawn by M. Carter-Williams),,118-95,,
5:41.0,,,118-95,,D. Bacon enters the game for J. Lamb
5:29.0,,,118-95,,Turnover by M. Carter-Williams (lost ball; steal by O. Anunoby)
5:24.0,P. Siakam makes 2-pt shot from 1 ft (assist by F. VanVleet),2,120-95,,
5:12.0,,,120-97,2,J. O'Bryant makes 2-pt shot at rim
4:57.0,N. Powell misses 3-pt shot from 25 ft,,120-97,,
4:53.0,,,120-97,,Defensive rebound by D. Bacon
4:45.0,,,120-99,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
4:45.0,Toronto full timeout,,120-99,,
4:45.0,,,120-99,,J. Stone enters the game for M. Carter-Williams
4:45.0,,,120-99,,M. Mathiang enters the game for F. Kaminsky
4:45.0,M. Miller enters the game for O. Anunoby,,120-99,,
4:31.0,D. Wright makes 2-pt shot from 1 ft,2,122-99,,
4:12.0,,,122-99,,J. O'Bryant misses 2-pt shot from 9 ft
4:09.0,Defensive rebound by N. Powell,,122-99,,
3:49.0,N. Powell misses 2-pt shot from 2 ft (block by J. Stone),,122-99,,
3:49.0,Offensive rebound by Team,,122-99,,
3:47.0,M. Miller misses 3-pt shot from 26 ft,,122-99,,
3:44.0,,,122-99,,Defensive rebound by D. Bacon
3:29.0,,,122-101,2,J. O'Bryant makes 2-pt shot from 1 ft (assist by J. Stone)
3:16.0,Shooting foul by J. Stone (drawn by D. Wright),,122-101,,
3:16.0,D. Wright makes free throw 1 of 2,1,123-101,,
3:16.0,D. Wright makes free throw 2 of 2,1,124-101,,
3:05.0,,,124-103,2,D. Bacon makes 2-pt shot from 1 ft (assist by J. Stone)
2:37.0,P. Siakam misses 2-pt shot from 2 ft,,124-103,,
2:33.0,Offensive rebound by D. Wright,,124-103,,
2:33.0,D. Wright misses 2-pt shot at rim,,124-103,,
2:31.0,,,124-103,,Defensive rebound by J. O'Bryant
2:29.0,,,124-105,2,D. Bacon makes 2-pt shot from 1 ft (assist by M. Monk)
2:29.0,,,124-105,,Shooting foul by N. Powell (drawn by D. Bacon)
2:29.0,,,124-106,1,D. Bacon makes free throw 1 of 1
2:11.0,M. Miller misses 3-pt shot from 23 ft,,124-106,,
2:08.0,,,124-106,,Defensive rebound by D. Bacon
2:06.0,,,124-106,,D. Bacon misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by D. Wright,,124-106,,
1:56.0,D. Wright misses 3-pt shot from 26 ft,,124-106,,
1:51.0,,,124-106,,Defensive rebound by M. Mathiang
1:37.0,,,124-106,,Turnover by D. Bacon (bad pass)
1:26.0,P. Siakam misses 2-pt shot from 3 ft,,124-106,,
1:23.0,,,124-106,,Defensive rebound by M. Mathiang
1:21.0,,,124-109,3,M. Monk makes 3-pt shot from 23 ft (assist by J. Stone)
1:10.0,Shooting foul by M. Mathiang (drawn by D. Wright),,124-109,,
1:10.0,D. Wright makes free throw 1 of 2,1,125-109,,
1:10.0,D. Wright misses free throw 2 of 2,,125-109,,
1:07.0,,,125-109,,Defensive rebound by M. Mathiang
0:59.0,,,125-109,,Turnover by J. Stone (bad pass; steal by N. Powell)
0:58.0,D. Wright makes 2-pt shot from 2 ft (assist by P. Siakam),2,127-109,,
0:44.0,,,127-111,2,J. O'Bryant makes 2-pt shot from 2 ft (assist by M. Monk)
0:35.0,F. VanVleet makes 2-pt shot from 1 ft,2,129-111,,
0:30.0,,,129-111,,J. O'Bryant misses 3-pt shot from 24 ft
0:27.0,,,129-111,,Offensive rebound by Team
0:13.0,,,129-111,,M. Monk misses 3-pt shot from 23 ft
0:10.0,Defensive rebound by P. Siakam,,129-111,,
