time,Milwaukee,pts.away,score,pts.home,Miami
2:51.0,,,73-85,,Defensive rebound by H. Whiteside
2:41.0,,,73-85,,T. Johnson misses 3-pt shot from 23 ft
2:40.0,,,73-85,,Offensive rebound by H. Whiteside
2:37.0,,,73-85,,H. Whiteside misses 2-pt shot from 3 ft (block by G. Antetokounmpo)
2:36.0,Defensive rebound by Team,,73-85,,
2:35.0,Jump ball: H. Whiteside vs. G. Antetokounmpo (E. Bledsoe gains possession),,,,Jump ball: H. Whiteside vs. G. Antetokounmpo (E. Bledsoe gains possession)
2:20.0,K. Middleton misses 3-pt shot from 24 ft,,73-85,,
2:20.0,,,73-85,,Defensive rebound by Team
1:56.0,,,73-85,,H. Whiteside misses 2-pt shot from 6 ft
1:53.0,Defensive rebound by T. Snell,,73-85,,
1:50.0,G. Antetokounmpo makes 2-pt shot from 5 ft,2,75-85,,
1:50.0,Shooting foul by B. Adebayo (drawn by G. Antetokounmpo),,75-85,,
1:50.0,G. Antetokounmpo makes free throw 1 of 1,1,76-85,,
1:31.0,,,76-85,,Turnover by T. Johnson (lost ball; steal by K. Middleton)
1:28.0,K. Middleton makes 2-pt shot from 1 ft,2,78-85,,
1:09.0,,,78-85,,W. Ellington enters the game for H. Whiteside
1:09.0,,,78-85,,D. Wade enters the game for T. Johnson
1:03.0,,,78-85,,J. Richardson misses 2-pt shot from 4 ft
1:00.0,Defensive rebound by T. Zeller,,78-85,,
0:53.0,E. Bledsoe makes 3-pt shot from 24 ft,3,81-85,,
0:37.0,,,81-85,,Turnover by J. Richardson (lost ball; steal by E. Bledsoe)
0:31.0,E. Bledsoe misses 2-pt shot from 2 ft (block by D. Wade),,81-85,,
0:31.0,,,81-85,,Defensive rebound by G. Dragic
0:31.0,Personal foul by G. Antetokounmpo (drawn by D. Wade),,81-85,,
0:14.0,,,81-88,3,W. Ellington makes 3-pt shot from 26 ft (assist by B. Adebayo)
0:14.0,Milwaukee full timeout,,81-88,,
0:14.0,,,81-88,,T. Johnson enters the game for G. Dragic
0:14.0,,,81-88,,J. Johnson enters the game for W. Ellington
0:13.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,83-88,,
0:13.0,Shooting foul by D. Wade (drawn by G. Antetokounmpo),,83-88,,
0:13.0,G. Antetokounmpo makes free throw 1 of 1,1,84-88,,
0:13.0,Away from play foul by G. Antetokounmpo (drawn by J. Richardson),,84-88,,
0:13.0,,,84-88,,Technical foul by J. Richardson
0:13.0,K. Middleton makes technical free throw,1,85-88,,
0:13.0,,,85-89,1,J. Richardson makes free throw 1 of 1
0:13.0,,,85-89,,Miami full timeout
0:13.0,,,85-89,,W. Ellington enters the game for B. Adebayo
0:13.0,S. Brown enters the game for T. Zeller,,85-89,,
0:11.0,Personal foul by K. Middleton (drawn by J. Richardson),,85-89,,
0:11.0,,,85-90,1,J. Richardson makes free throw 1 of 2
0:11.0,,,85-90,,B. Adebayo enters the game for W. Ellington
0:11.0,T. Zeller enters the game for S. Brown,,85-90,,
0:11.0,,,85-91,1,J. Richardson makes free throw 2 of 2
0:04.0,G. Antetokounmpo misses 3-pt shot from 25 ft,,85-91,,
0:02.0,,,85-91,,Defensive rebound by D. Wade
