time,Memphis,pts.away,score,pts.home,Phoenix
2:13.0,M. Gasol misses 2-pt shot from 1 ft,,95-94,,
2:11.0,,,95-94,,Defensive rebound by T. Warren
1:54.0,,,95-94,,Turnover by T. Warren (out of bounds lost ball)
1:29.0,T. Evans misses 2-pt shot from 3 ft,,95-94,,
1:26.0,Offensive rebound by T. Evans,,95-94,,
1:12.0,,,95-94,,Personal foul by J. Jackson (drawn by M. Gasol)
1:05.0,T. Evans misses 2-pt shot from 1 ft,,95-94,,
1:03.0,,,95-94,,Defensive rebound by J. Jackson
0:47.0,,,95-94,,I. Canaan misses 2-pt shot from 1 ft
0:46.0,Defensive rebound by T. Evans,,95-94,,
0:41.0,B. Wright misses 2-pt shot from 1 ft,,95-94,,
0:40.0,,,95-94,,Defensive rebound by J. Jackson
0:36.0,,,95-94,,Phoenix full timeout
0:36.0,,,95-94,,T. Daniels enters the game for J. Jackson
0:23.0,,,95-94,,D. Bender misses 3-pt shot from 25 ft
0:19.0,,,95-94,,Offensive rebound by G. Monroe
0:17.0,,,95-97,3,T. Daniels makes 3-pt shot from 24 ft (assist by G. Monroe)
0:17.0,Memphis full timeout,,95-97,,
0:17.0,,,95-97,,J. Jackson enters the game for T. Daniels
0:17.0,J. Green enters the game for B. Wright,,95-97,,
0:13.0,T. Evans misses 2-pt shot from 2 ft,,95-97,,
0:11.0,Offensive rebound by J. Green,,95-97,,
0:08.0,J. Green misses 2-pt shot from 1 ft (block by T. Warren),,95-97,,
0:08.0,,,95-97,,Defensive rebound by I. Canaan
0:08.0,Personal take foul by T. Evans (drawn by I. Canaan),,95-97,,
0:08.0,,,95-97,,T. Daniels enters the game for J. Jackson
0:08.0,B. Wright enters the game for D. Brooks,,95-97,,
0:05.0,,,95-97,,Turnover by D. Bender (bad pass; steal by T. Evans)
0:01.0,T. Evans misses 3-pt shot from 25 ft,,95-97,,
0:01.0,Offensive rebound by Team,,95-97,,
