time,Dallas,pts.away,score,pts.home,Oklahoma City
3:27.0,,,88-104,,Personal foul by J. Huestis (drawn by W. Matthews)
3:27.0,,,88-104,,R. Felton enters the game for J. Huestis
3:27.0,W. Matthews misses free throw 1 of 2,,88-104,,
3:27.0,Offensive rebound by Team,,88-104,,
3:27.0,J. Withey enters the game for D. Smith,,88-104,,
3:27.0,G. Clavell enters the game for H. Barnes,,88-104,,
3:27.0,W. Matthews makes free throw 2 of 2,1,89-104,,
3:16.0,,,89-104,,J. Grant misses 2-pt shot from 1 ft (block by J. Withey)
3:13.0,Defensive rebound by J. Withey,,89-104,,
3:09.0,Turnover by W. Matthews (bad pass; steal by R. Westbrook),,89-104,,
2:51.0,,,89-107,3,P. George makes 3-pt shot from 24 ft
2:49.0,Dallas full timeout,,89-107,,
2:49.0,D. Powell enters the game for W. Matthews,,89-107,,
2:35.0,Turnover by G. Clavell (bad pass; steal by R. Westbrook),,89-107,,
2:26.0,,,89-107,,Oklahoma City full timeout
2:26.0,,,89-107,,K. Singler enters the game for R. Westbrook
2:26.0,,,89-107,,D. Johnson enters the game for J. Grant
2:26.0,,,89-107,,T. Ferguson enters the game for P. George
2:16.0,,,89-107,,R. Felton misses 2-pt shot from 17 ft
2:13.0,Defensive rebound by J. Withey,,89-107,,
2:00.0,Shooting foul by A. Roberson (drawn by G. Clavell),,89-107,,
2:00.0,G. Clavell makes free throw 1 of 2,1,90-107,,
2:00.0,N. Noel enters the game for D. Powell,,90-107,,
2:00.0,G. Clavell makes free throw 2 of 2,1,91-107,,
1:48.0,,,91-109,2,T. Ferguson makes 2-pt shot at rim (assist by R. Felton)
1:38.0,J. Withey misses 3-pt shot from 24 ft,,91-109,,
1:38.0,,,91-109,,Defensive rebound by Team
1:38.0,Loose ball foul by N. Noel (drawn by K. Singler),,91-109,,
1:18.0,,,91-109,,Turnover by T. Ferguson (lost ball; steal by Y. Ferrell)
1:12.0,G. Clavell misses 3-pt shot from 25 ft,,91-109,,
1:10.0,,,91-109,,Defensive rebound by D. Johnson
0:56.0,,,91-111,2,K. Singler makes 2-pt shot from 10 ft (assist by R. Felton)
0:45.0,G. Clavell makes 3-pt shot from 23 ft (assist by Y. Ferrell),3,94-111,,
0:38.0,Personal foul by G. Clavell (drawn by T. Ferguson),,94-111,,
0:38.0,,,94-111,,T. Ferguson misses free throw 1 of 2
0:38.0,,,94-111,,Offensive rebound by Team
0:38.0,,,94-112,1,T. Ferguson makes free throw 2 of 2
0:29.0,J. Withey makes 2-pt shot from 1 ft (assist by Y. Ferrell),2,96-112,,
0:05.0,,,96-112,,Turnover by Team (shot clock)
0:00.0,Y. Ferrell makes 3-pt shot from 25 ft,3,99-112,,
