time,Toronto,pts.away,score,pts.home,Washington
2:32.0,K. Lowry misses 3-pt shot from 26 ft (block by M. Morris),,94-88,,
2:28.0,,,94-88,,Defensive rebound by K. Oubre
2:24.0,Shooting block foul by K. Lowry (drawn by B. Beal),,94-88,,
2:24.0,,,94-89,1,B. Beal makes free throw 1 of 2
2:24.0,,,94-90,1,B. Beal makes free throw 2 of 2
2:02.0,K. Lowry misses 3-pt shot from 26 ft,,94-90,,
1:58.0,,,94-90,,Defensive rebound by T. Satoransky
1:47.0,,,94-90,,Turnover by B. Beal (bad pass; steal by C. Miles)
1:28.0,D. DeRozan makes 2-pt shot from 19 ft,2,96-90,,
1:16.0,,,96-90,,O. Porter misses 3-pt shot from 26 ft
1:12.0,Defensive rebound by D. DeRozan,,96-90,,
0:56.0,D. DeRozan makes 2-pt shot from 1 ft,2,98-90,,
0:56.0,,,98-90,,Washington full timeout
0:48.0,,,98-90,,K. Oubre misses 3-pt shot from 27 ft
0:45.0,,,98-90,,Offensive rebound by B. Beal
0:43.0,,,98-93,3,O. Porter makes 3-pt shot from 22 ft (assist by B. Beal)
0:40.0,,,98-93,,Personal foul by K. Oubre (drawn by F. VanVleet)
0:40.0,Toronto full timeout,,98-93,,
0:38.0,,,98-93,,Personal foul by B. Beal (drawn by F. VanVleet)
0:38.0,F. VanVleet makes free throw 1 of 2,1,99-93,,
0:38.0,P. Siakam enters the game for C. Miles,,99-93,,
0:38.0,F. VanVleet makes free throw 2 of 2,1,100-93,,
0:31.0,,,100-93,,B. Beal misses 3-pt shot from 28 ft
0:27.0,Defensive rebound by D. DeRozan,,100-93,,
0:25.0,Shooting foul by K. Oubre (drawn by D. DeRozan),,100-93,,
0:25.0,D. DeRozan misses free throw 1 of 2,,100-93,,
0:25.0,Offensive rebound by Team,,100-93,,
0:25.0,D. DeRozan makes free throw 2 of 2,1,101-93,,
0:18.0,,,101-93,,Shooting foul by J. Poeltl (drawn by M. Morris)
0:18.0,,,101-93,,M. Morris misses free throw 1 of 3
0:18.0,,,101-93,,Offensive rebound by Team
0:18.0,,,101-94,1,M. Morris makes free throw 2 of 3
0:18.0,C. Miles enters the game for P. Siakam,,101-94,,
0:18.0,,,101-95,1,M. Morris makes free throw 3 of 3
0:06.0,,,101-95,,Personal foul by K. Oubre (drawn by F. VanVleet)
0:06.0,F. VanVleet misses free throw 1 of 2,,101-95,,
0:06.0,Offensive rebound by Team,,101-95,,
0:06.0,F. VanVleet makes free throw 2 of 2,1,102-95,,
0:06.0,,,102-95,,Turnover by M. Morris (bad pass)
