time,LA Clippers,pts.away,score,pts.home,Utah
7:26.0,,,97-107,,R. Rubio misses free throw 1 of 2
7:26.0,,,97-107,,Offensive rebound by Team
7:26.0,,,97-108,1,R. Rubio makes free throw 2 of 2
7:13.0,M. Harrell makes 2-pt shot from 2 ft (assist by L. Williams),2,99-108,,
6:48.0,,,99-108,,Turnover by J. Ingles (bad pass; steal by L. Williams)
6:34.0,Shooting foul by D. Favors (drawn by B. Griffin),,99-108,,
6:34.0,,,99-108,,Utah full timeout
6:34.0,B. Griffin makes free throw 1 of 2,1,100-108,,
6:34.0,B. Griffin misses free throw 2 of 2,,100-108,,
6:32.0,,,100-108,,Defensive rebound by D. Favors
6:18.0,,,100-110,2,D. Mitchell makes 2-pt shot from 13 ft
5:59.0,M. Harrell misses 2-pt shot from 3 ft,,100-110,,
5:57.0,,,100-110,,Defensive rebound by D. Favors
5:48.0,,,100-110,,Turnover by D. Mitchell (lost ball; steal by L. Williams)
5:45.0,L. Williams misses 3-pt shot from 26 ft,,100-110,,
5:42.0,Offensive rebound by B. Griffin,,100-110,,
5:42.0,LA Clippers full timeout,,100-110,,
5:42.0,,,100-110,,R. Gobert enters the game for D. Favors
5:42.0,W. Johnson enters the game for M. Harrell,,100-110,,
5:40.0,,,100-110,,Personal foul by J. Ingles (drawn by L. Williams)
5:40.0,L. Williams makes free throw 1 of 2,1,101-110,,
5:40.0,L. Williams makes free throw 2 of 2,1,102-110,,
5:27.0,,,102-113,3,J. Jerebko makes 3-pt shot from 22 ft (assist by D. Mitchell)
5:07.0,W. Johnson misses 3-pt shot from 22 ft,,102-113,,
5:04.0,,,102-113,,Defensive rebound by R. Rubio
4:44.0,,,102-113,,D. Mitchell misses 3-pt shot from 26 ft
4:40.0,Defensive rebound by W. Johnson,,102-113,,
4:35.0,L. Williams misses 3-pt shot from 26 ft,,102-113,,
4:32.0,,,102-113,,Defensive rebound by J. Jerebko
4:17.0,,,102-113,,Utah full timeout
4:17.0,,,102-113,,J. Johnson enters the game for J. Jerebko
4:17.0,J. Evans enters the game for M. Teodosic,,102-113,,
4:14.0,Personal foul by T. Wallace (drawn by R. Gobert),,102-113,,
4:14.0,,,102-114,1,R. Gobert makes free throw 1 of 2
4:14.0,,,102-115,1,R. Gobert makes free throw 2 of 2
4:01.0,B. Griffin makes 2-pt shot from 2 ft (assist by L. Williams),2,104-115,,
3:34.0,,,104-115,,Turnover by J. Ingles (bad pass; steal by J. Evans)
3:31.0,Shooting foul by R. Rubio (drawn by L. Williams),,104-115,,
3:31.0,L. Williams makes free throw 1 of 2,1,105-115,,
3:31.0,L. Williams makes free throw 2 of 2,1,106-115,,
3:15.0,,,106-115,,J. Ingles misses 3-pt shot from 24 ft
3:13.0,Defensive rebound by J. Evans,,106-115,,
2:55.0,J. Evans misses 2-pt shot from 3 ft (block by R. Gobert),,106-115,,
2:53.0,,,106-115,,Defensive rebound by J. Johnson
2:50.0,Personal foul by L. Williams (drawn by R. Rubio),,106-115,,
2:50.0,,,106-116,1,R. Rubio makes free throw 1 of 2
2:50.0,,,106-117,1,R. Rubio makes free throw 2 of 2
2:39.0,Turnover by B. Griffin (out of bounds lost ball),,106-117,,
2:28.0,Personal foul by B. Griffin (drawn by R. Gobert),,106-117,,
2:28.0,,,106-117,,R. Gobert misses free throw 1 of 2
2:28.0,,,106-117,,Offensive rebound by Team
2:28.0,,,106-117,,R. Gobert misses free throw 2 of 2
2:27.0,Defensive rebound by W. Johnson,,106-117,,
2:27.0,LA Clippers full timeout,,106-117,,
2:27.0,M. Teodosic enters the game for J. Evans,,106-117,,
2:14.0,W. Johnson makes 2-pt shot from 2 ft (assist by B. Griffin),2,108-117,,
1:59.0,,,108-117,,Turnover by D. Mitchell (lost ball; steal by L. Williams)
1:55.0,T. Wallace makes 2-pt shot from 1 ft,2,110-117,,
1:38.0,,,110-117,,R. Gobert misses 2-pt shot from 3 ft
1:38.0,,,110-117,,Offensive rebound by Team
1:32.0,,,110-117,,D. Mitchell misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by M. Teodosic,,110-117,,
1:27.0,Turnover by M. Teodosic (bad pass; steal by D. Mitchell),,110-117,,
1:24.0,,,110-119,2,D. Mitchell makes 2-pt shot from 2 ft
1:19.0,M. Teodosic makes 3-pt shot from 25 ft (assist by T. Wallace),3,113-119,,
1:08.0,Personal foul by T. Wallace (drawn by D. Mitchell),,113-119,,
1:08.0,,,113-120,1,D. Mitchell makes free throw 1 of 2
1:08.0,,,113-120,,D. Mitchell misses free throw 2 of 2
1:06.0,Defensive rebound by W. Johnson,,113-120,,
0:59.0,L. Williams misses 3-pt shot from 25 ft (block by R. Gobert),,113-120,,
0:57.0,,,113-120,,Defensive rebound by J. Johnson
0:53.0,,,113-122,2,R. Gobert makes 2-pt shot from 2 ft (assist by R. Rubio)
0:53.0,LA Clippers full timeout,,113-122,,
0:53.0,,,113-122,,R. O'Neale enters the game for J. Johnson
0:53.0,M. Harrell enters the game for T. Wallace,,113-122,,
0:48.0,,,113-122,,J. Johnson enters the game for R. O'Neale
0:48.0,S. Thornwell enters the game for M. Teodosic,,113-122,,
0:48.0,Turnover by W. Johnson (out of bounds lost ball),,113-122,,
0:48.0,T. Wallace enters the game for L. Williams,,113-122,,
0:45.0,Personal foul by S. Thornwell (drawn by R. Rubio),,113-122,,
0:45.0,,,113-123,1,R. Rubio makes free throw 1 of 2
0:45.0,,,113-123,,R. O'Neale enters the game for J. Johnson
0:45.0,M. Teodosic enters the game for M. Harrell,,113-123,,
0:45.0,J. Evans enters the game for S. Thornwell,,113-123,,
0:45.0,,,113-124,1,R. Rubio makes free throw 2 of 2
0:37.0,W. Johnson misses 3-pt shot from 24 ft,,113-124,,
0:33.0,,,113-124,,Defensive rebound by J. Ingles
0:12.0,,,113-124,,Shooting foul by B. Griffin (drawn by D. Mitchell)
0:12.0,,,113-125,1,D. Mitchell makes free throw 1 of 2
0:12.0,S. Thornwell enters the game for B. Griffin,,113-125,,
0:12.0,S. Dekker enters the game for M. Teodosic,,113-125,,
0:12.0,,,113-125,,D. Mitchell misses free throw 2 of 2
0:10.0,,,113-125,,Offensive rebound by D. Mitchell
