time,Toronto,pts.away,score,pts.home,Atlanta
10:05.0,P. Siakam makes 2-pt shot from 3 ft,2,95-68,,
9:54.0,,,95-68,,M. Muscala misses 2-pt shot from 5 ft
9:52.0,Defensive rebound by F. VanVleet,,95-68,,
9:46.0,F. VanVleet misses 2-pt shot from 4 ft (block by L. Babbitt),,95-68,,
9:44.0,,,95-68,,Defensive rebound by T. Dorsey
9:42.0,,,95-68,,T. Dorsey misses 2-pt shot from 2 ft (block by P. Siakam)
9:38.0,Defensive rebound by D. Wright,,95-68,,
9:34.0,C. Miles makes 3-pt shot from 22 ft (assist by F. VanVleet),3,98-68,,
9:15.0,Personal foul by F. VanVleet (drawn by T. Dorsey),,98-68,,
9:11.0,,,98-68,,Turnover by M. Delaney (bad pass)
9:01.0,F. VanVleet misses 3-pt shot from 26 ft,,98-68,,
8:59.0,,,98-68,,Defensive rebound by Team
8:51.0,Personal foul by P. Siakam (drawn by M. Muscala),,98-68,,
8:37.0,,,98-68,,Turnover by M. Delaney (bad pass; steal by P. Siakam)
8:14.0,D. Wright makes 2-pt shot from 1 ft (assist by P. Siakam),2,100-68,,
7:51.0,,,100-70,2,D. Dedmon makes 2-pt shot from 12 ft (assist by M. Delaney)
7:39.0,P. Siakam misses 3-pt shot from 24 ft,,100-70,,
7:35.0,,,100-70,,Defensive rebound by M. Delaney
7:31.0,,,100-70,,Turnover by M. Delaney (lost ball; steal by F. VanVleet)
7:22.0,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet),2,102-70,,
7:22.0,,,102-70,,Atlanta full timeout
7:22.0,,,102-70,,M. Plumlee enters the game for T. Dorsey
7:22.0,,,102-70,,I. Taylor enters the game for D. Dedmon
7:22.0,,,102-70,,J. Collins enters the game for M. Muscala
7:22.0,N. Powell enters the game for C. Miles,,102-70,,
6:59.0,,,102-70,,I. Taylor misses 2-pt shot from 11 ft
6:55.0,Defensive rebound by J. Poeltl,,102-70,,
6:48.0,J. Poeltl misses 2-pt shot from 11 ft,,102-70,,
6:48.0,,,102-70,,Defensive rebound by J. Collins
6:35.0,,,102-72,2,M. Delaney makes 2-pt shot from 2 ft (assist by M. Plumlee)
6:21.0,Offensive foul by J. Poeltl (drawn by M. Delaney),,102-72,,
6:21.0,Turnover by J. Poeltl (offensive foul),,102-72,,
6:21.0,L. Nogueira enters the game for J. Poeltl,,102-72,,
6:21.0,O. Anunoby enters the game for P. Siakam,,102-72,,
6:15.0,,,102-74,2,M. Delaney makes 2-pt shot from 17 ft
5:58.0,L. Nogueira misses 3-pt shot from 24 ft,,102-74,,
5:55.0,,,102-74,,Defensive rebound by J. Collins
5:52.0,Violation by L. Nogueira (kicked ball),,102-74,,
5:52.0,A. McKinnie enters the game for F. VanVleet,,102-74,,
5:39.0,,,102-77,3,L. Babbitt makes 3-pt shot from 23 ft (assist by I. Taylor)
5:24.0,A. McKinnie makes 2-pt shot from 17 ft,2,104-77,,
5:09.0,,,104-77,,Shooting foul by N. Powell (drawn by M. Plumlee)
5:09.0,,,104-78,1,M. Plumlee makes free throw 1 of 2
5:09.0,,,104-78,,M. Plumlee misses free throw 2 of 2
5:07.0,Defensive rebound by A. McKinnie,,104-78,,
5:03.0,Turnover by A. McKinnie (bad pass; steal by I. Taylor),,104-78,,
4:52.0,,,104-78,,M. Delaney misses 2-pt shot at rim
4:50.0,Defensive rebound by N. Powell,,104-78,,
4:39.0,A. McKinnie misses 3-pt shot from 25 ft,,104-78,,
4:35.0,,,104-78,,Defensive rebound by M. Plumlee
4:25.0,,,104-78,,J. Collins misses 3-pt shot from 22 ft
4:21.0,Defensive rebound by L. Nogueira,,104-78,,
4:12.0,N. Powell misses 3-pt shot from 24 ft,,104-78,,
4:09.0,,,104-78,,Defensive rebound by L. Babbitt
4:03.0,,,104-81,3,L. Babbitt makes 3-pt shot from 24 ft (assist by I. Taylor)
3:48.0,D. Wright misses 3-pt shot from 24 ft,,104-81,,
3:45.0,,,104-81,,Defensive rebound by J. Collins
3:35.0,,,104-81,,Turnover by M. Delaney (bad pass)
3:35.0,,,104-81,,T. Dorsey enters the game for M. Plumlee
3:35.0,,,104-81,,M. Muscala enters the game for M. Delaney
3:23.0,Turnover by A. McKinnie (bad pass; steal by M. Muscala),,104-81,,
3:16.0,,,104-84,3,L. Babbitt makes 3-pt shot from 23 ft (assist by M. Muscala)
2:55.0,Shooting foul by J. Collins (drawn by D. Wright),,104-84,,
2:55.0,Toronto full timeout,,104-84,,
2:55.0,P. Siakam enters the game for O. Anunoby,,104-84,,
2:55.0,D. Wright makes free throw 1 of 2,1,105-84,,
2:55.0,D. Wright makes free throw 2 of 2,1,106-84,,
2:38.0,,,106-86,2,J. Collins makes 2-pt shot from 15 ft (assist by L. Babbitt)
2:22.0,L. Nogueira misses 3-pt shot from 24 ft,,106-86,,
2:19.0,,,106-86,,Defensive rebound by L. Babbitt
2:07.0,,,106-88,2,I. Taylor makes 2-pt shot at rim
1:51.0,Offensive foul by N. Powell (drawn by T. Dorsey),,106-88,,
1:51.0,Turnover by N. Powell (offensive foul),,106-88,,
1:51.0,F. VanVleet enters the game for D. Wright,,106-88,,
1:38.0,,,106-90,2,I. Taylor makes 2-pt shot from 2 ft
1:38.0,Violation by L. Nogueira (def goaltending),,106-90,,
1:25.0,P. Siakam makes 2-pt shot from 11 ft (assist by F. VanVleet),2,108-90,,
1:18.0,,,108-90,,T. Dorsey misses 2-pt shot from 22 ft
1:14.0,Defensive rebound by F. VanVleet,,108-90,,
1:00.0,P. Siakam misses 3-pt shot from 23 ft,,108-90,,
0:56.0,,,108-90,,Defensive rebound by J. Collins
0:48.0,,,108-93,3,T. Dorsey makes 3-pt shot from 24 ft (assist by I. Taylor)
0:34.0,Shooting foul by M. Muscala (drawn by L. Nogueira),,108-93,,
0:34.0,L. Nogueira misses free throw 1 of 2,,108-93,,
0:34.0,Offensive rebound by Team,,108-93,,
0:34.0,L. Nogueira misses free throw 2 of 2,,108-93,,
0:24.0,,,108-93,,Defensive rebound by J. Collins
0:23.0,,,108-93,,T. Dorsey misses 2-pt shot from 2 ft
0:19.0,,,108-93,,Offensive rebound by J. Collins
0:19.0,,,108-93,,J. Collins misses 2-pt shot at rim
0:18.0,,,108-93,,Offensive rebound by J. Collins
0:17.0,,,108-93,,Turnover by J. Collins (lost ball; steal by F. VanVleet)
