time,Charlotte,pts.away,score,pts.home,Milwaukee
3:45.0,Charlotte full timeout,,100-97,,
3:40.0,,,100-99,2,G. Antetokounmpo makes 2-pt shot from 1 ft
3:40.0,,,100-99,,Shooting foul by M. Williams (drawn by G. Antetokounmpo)
3:40.0,,,100-100,1,G. Antetokounmpo makes free throw 1 of 1
3:26.0,J. Lamb makes 2-pt shot at rim (assist by F. Kaminsky),2,102-100,,
3:00.0,,,102-100,,E. Bledsoe misses 3-pt shot from 24 ft
3:00.0,,,102-100,,Offensive rebound by Team
3:00.0,,,102-100,,Turnover by Team (shot clock)
2:44.0,Turnover by N. Batum (bad pass; steal by E. Bledsoe),,102-100,,
2:40.0,,,102-100,,K. Middleton misses 3-pt shot from 27 ft
2:36.0,Defensive rebound by M. Williams,,102-100,,
2:28.0,K. Walker makes 2-pt shot at rim,2,104-100,,
2:13.0,,,104-102,2,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe)
1:56.0,Turnover by K. Walker (lost ball; steal by E. Bledsoe),,104-102,,
1:48.0,,,104-104,2,K. Middleton makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
1:42.0,Charlotte full timeout,,104-104,,
1:42.0,M. Kidd-Gilchrist enters the game for K. Walker,,104-104,,
1:31.0,M. Kidd-Gilchrist misses 2-pt shot from 5 ft,,104-104,,
1:28.0,,,104-104,,Defensive rebound by E. Bledsoe
1:20.0,,,104-106,2,E. Bledsoe makes 2-pt shot from 1 ft
1:07.0,Turnover by F. Kaminsky (bad pass; steal by G. Antetokounmpo),,104-106,,
1:01.0,,,104-108,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:48.0,J. Lamb misses 2-pt shot from 2 ft (block by E. Bledsoe),,104-108,,
0:46.0,,,104-108,,Defensive rebound by T. Maker
0:46.0,,,104-108,,Milwaukee full timeout
0:32.0,,,104-108,,E. Bledsoe misses 3-pt shot from 27 ft
0:31.0,Defensive rebound by M. Williams,,104-108,,
0:31.0,,,104-108,,Personal foul by G. Antetokounmpo (drawn by M. Williams)
0:21.0,J. Lamb misses 3-pt shot from 27 ft,,104-108,,
0:17.0,,,104-108,,Defensive rebound by T. Maker
0:15.0,Personal foul by J. Lamb (drawn by E. Bledsoe),,104-108,,
0:15.0,,,104-108,,E. Bledsoe misses free throw 1 of 2
0:15.0,,,104-108,,Offensive rebound by Team
0:15.0,,,104-109,1,E. Bledsoe makes free throw 2 of 2
0:06.0,J. Lamb misses 2-pt shot from 3 ft,,104-109,,
0:04.0,,,104-109,,Defensive rebound by G. Antetokounmpo
