time,Portland,pts.away,score,pts.home,Minnesota
2:17.0,M. Leonard makes 2-pt shot from 11 ft,2,97-118,,
1:54.0,,,97-118,,Turnover by N. Bjelica (lost ball; steal by P. Connaughton)
1:31.0,Z. Collins misses 2-pt shot from 7 ft,,97-118,,
1:28.0,,,97-118,,Defensive rebound by M. Georges-Hunt
1:27.0,,,97-118,,Shooting foul by M. Leonard (drawn by M. Georges-Hunt)
1:27.0,,,97-119,1,M. Georges-Hunt makes free throw 1 of 2
1:27.0,,,97-120,1,M. Georges-Hunt makes free throw 2 of 2
1:11.0,M. Leonard makes 2-pt shot from 16 ft,2,99-120,,
1:00.0,,,99-120,,Offensive foul by N. Bjelica (drawn by N. Vonleh)
1:00.0,,,99-120,,Turnover by N. Bjelica (offensive foul)
0:48.0,P. Connaughton makes 2-pt shot at rim (assist by M. Leonard),2,101-120,,
0:34.0,,,101-120,,A. Brooks misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by M. Leonard,,101-120,,
0:23.0,M. Leonard makes 2-pt shot at rim (assist by P. Connaughton),2,103-120,,
