time,LA Lakers,pts.away,score,pts.home,Houston
5:54.0,K. Kuzma enters the game for J. Clarkson,,104-100,,
5:54.0,L. Ball enters the game for J. Hart,,104-100,,
5:41.0,,,104-100,,Personal foul by P. Tucker (drawn by B. Ingram)
5:32.0,Turnover by L. Ball (bad pass; steal by T. Ariza),,104-100,,
5:09.0,,,104-100,,T. Ariza misses 3-pt shot from 23 ft
5:06.0,Defensive rebound by L. Ball,,104-100,,
4:49.0,,,104-100,,Personal foul by N. Hilario (drawn by A. Bogut)
4:49.0,A. Bogut makes free throw 1 of 2,1,105-100,,
4:49.0,,,105-100,,R. Anderson enters the game for N. Hilario
4:49.0,A. Bogut makes free throw 2 of 2,1,106-100,,
4:33.0,,,106-100,,J. Harden misses 2-pt shot from 14 ft
4:31.0,Defensive rebound by B. Ingram,,106-100,,
4:27.0,K. Kuzma makes 2-pt shot from 2 ft (assist by B. Ingram),2,108-100,,
4:27.0,,,108-100,,Houston full timeout
4:27.0,L. Nance enters the game for A. Bogut,,108-100,,
4:12.0,,,108-100,,P. Tucker misses 2-pt shot from 19 ft
4:11.0,Defensive rebound by L. Ball,,108-100,,
4:11.0,,,108-100,,Personal foul by P. Tucker (drawn by L. Ball)
4:11.0,,,108-100,,N. Hilario enters the game for P. Tucker
4:11.0,L. Ball makes free throw 1 of 2,1,109-100,,
4:11.0,A. Bogut enters the game for L. Nance,,109-100,,
4:11.0,L. Ball makes free throw 2 of 2,1,110-100,,
4:02.0,,,110-100,,Shooting foul by C. Brewer (drawn by J. Harden)
4:02.0,,,110-101,1,J. Harden makes free throw 1 of 2
4:02.0,,,110-101,,J. Harden misses free throw 2 of 2
4:02.0,Defensive rebound by A. Bogut,,110-101,,
3:43.0,B. Ingram misses 2-pt shot from 7 ft (block by R. Anderson),,110-101,,
3:41.0,,,110-101,,Defensive rebound by T. Ariza
3:39.0,,,110-101,,E. Gordon misses 3-pt shot from 25 ft
3:36.0,,,110-101,,Offensive rebound by N. Hilario
3:33.0,,,110-101,,Shooting foul by K. Kuzma (drawn by J. Harden)
3:33.0,,,110-102,1,J. Harden makes free throw 1 of 3
3:33.0,,,110-103,1,J. Harden makes free throw 2 of 3
3:33.0,,,110-104,1,J. Harden makes free throw 3 of 3
3:16.0,C. Brewer makes 3-pt shot from 23 ft (assist by B. Ingram),3,113-104,,
2:59.0,,,113-104,,E. Gordon misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by K. Kuzma,,113-104,,
2:40.0,K. Kuzma misses 3-pt shot from 25 ft,,113-104,,
2:36.0,Offensive rebound by C. Brewer,,113-104,,
2:36.0,Shooting foul by N. Hilario (drawn by L. Ball),,113-104,,
2:36.0,L. Ball makes free throw 1 of 2,1,114-104,,
2:36.0,L. Ball makes free throw 2 of 2,1,115-104,,
2:32.0,Personal foul by C. Brewer (drawn by J. Harden),,115-104,,
2:32.0,,,115-105,1,J. Harden makes free throw 1 of 2
2:32.0,,,115-106,1,J. Harden makes free throw 2 of 2
2:15.0,B. Ingram makes 2-pt shot from 20 ft,2,117-106,,
1:58.0,,,117-106,,N. Hilario misses 2-pt shot from 12 ft
1:56.0,Defensive rebound by L. Ball,,117-106,,
1:43.0,Shooting foul by R. Anderson (drawn by B. Ingram),,117-106,,
1:43.0,B. Ingram misses free throw 1 of 2,,117-106,,
1:43.0,Offensive rebound by Team,,117-106,,
1:43.0,B. Ingram makes free throw 2 of 2,1,118-106,,
1:28.0,,,118-106,,T. Ariza misses 3-pt shot from 25 ft
1:20.0,,,118-106,,Offensive rebound by R. Anderson
1:20.0,,,118-106,,R. Anderson misses 2-pt shot at rim
1:19.0,Defensive rebound by K. Kuzma,,118-106,,
1:07.0,Offensive foul by A. Bogut (drawn by R. Anderson),,118-106,,
1:07.0,Turnover by A. Bogut (offensive foul),,118-106,,
1:02.0,,,118-109,3,J. Harden makes 3-pt shot from 25 ft
1:02.0,,,118-109,,Shooting foul by C. Brewer (drawn by J. Harden)
1:02.0,LA Lakers full timeout,,118-109,,
1:02.0,J. Hart enters the game for C. Brewer,,118-109,,
1:02.0,L. Nance enters the game for A. Bogut,,118-109,,
1:02.0,,,118-110,1,J. Harden makes free throw 1 of 1
0:56.0,Turnover by B. Ingram (lost ball; steal by T. Ariza),,118-110,,
0:54.0,,,118-112,2,J. Harden makes 2-pt shot from 2 ft (assist by T. Ariza)
0:36.0,J. Hart misses 3-pt shot from 22 ft,,118-112,,
0:32.0,,,118-112,,Defensive rebound by N. Hilario
0:28.0,,,118-112,,Offensive charge foul by E. Gordon (drawn by K. Kuzma)
0:28.0,,,118-112,,Turnover by E. Gordon (offensive foul)
0:28.0,J. Clarkson enters the game for L. Nance,,118-112,,
0:27.0,,,118-112,,Personal take foul by E. Gordon (drawn by K. Kuzma)
0:27.0,K. Kuzma makes free throw 1 of 2,1,119-112,,
0:27.0,L. Nance enters the game for J. Clarkson,,119-112,,
0:27.0,K. Kuzma makes free throw 2 of 2,1,120-112,,
0:27.0,,,120-112,,Houston full timeout
0:24.0,,,120-112,,Turnover by T. Ariza (bad pass)
0:24.0,,,120-112,,Personal take foul by J. Harden (drawn by L. Ball)
0:24.0,L. Ball misses free throw 1 of 2,,120-112,,
0:24.0,Offensive rebound by Team,,120-112,,
0:24.0,L. Ball misses free throw 2 of 2,,120-112,,
0:21.0,,,120-112,,Defensive rebound by E. Gordon
0:17.0,,,120-114,2,J. Harden makes 2-pt shot from 1 ft
0:12.0,,,120-114,,Personal foul by N. Hilario (drawn by J. Hart)
0:12.0,J. Hart misses free throw 1 of 2,,120-114,,
0:12.0,Offensive rebound by Team,,120-114,,
0:12.0,J. Hart makes free throw 2 of 2,1,121-114,,
0:12.0,,,121-114,,Houston full timeout
0:10.0,,,121-114,,E. Gordon misses 3-pt shot from 26 ft
0:07.0,,,121-114,,Offensive rebound by R. Anderson
0:06.0,,,121-114,,R. Anderson misses 2-pt shot from 2 ft
0:06.0,,,121-114,,Offensive rebound by R. Anderson
0:05.0,,,121-114,,R. Anderson misses 2-pt shot from 2 ft
0:05.0,,,121-114,,Offensive rebound by E. Gordon
0:03.0,,,121-116,2,E. Gordon makes 2-pt shot from 1 ft
0:02.0,,,121-116,,Personal take foul by E. Gordon (drawn by K. Kuzma)
0:02.0,K. Kuzma misses free throw 1 of 2,,121-116,,
0:02.0,Offensive rebound by Team,,121-116,,
0:02.0,K. Kuzma makes free throw 2 of 2,1,122-116,,
