time,Detroit,pts.away,score,pts.home,Milwaukee
2:55.0,A. Drummond misses free throw 2 of 2,,85-91,,
2:52.0,,,85-91,,Defensive rebound by K. Middleton
2:36.0,,,85-93,2,G. Antetokounmpo makes 2-pt shot from 18 ft
2:15.0,A. Drummond makes 2-pt shot from 1 ft,2,87-93,,
1:56.0,,,87-93,,G. Antetokounmpo misses 2-pt shot at rim
1:55.0,,,87-93,,Offensive rebound by G. Antetokounmpo
1:55.0,,,87-95,2,G. Antetokounmpo makes 2-pt shot at rim
1:49.0,A. Drummond makes 2-pt shot from 1 ft (assist by S. Johnson),2,89-95,,
1:49.0,Shooting foul by T. Maker (drawn by A. Drummond),,89-95,,
1:49.0,A. Drummond misses free throw 1 of 1,,89-95,,
1:49.0,,,89-95,,Defensive rebound by K. Middleton
1:46.0,Jump ball: G. Antetokounmpo vs. S. Johnson (K. Middleton gains possession),,,,Jump ball: G. Antetokounmpo vs. S. Johnson (K. Middleton gains possession)
1:26.0,,,89-95,,M. Brogdon misses 2-pt shot from 19 ft
1:23.0,Defensive rebound by S. Johnson,,89-95,,
1:17.0,T. Harris makes 3-pt shot from 23 ft (assist by A. Drummond),3,92-95,,
1:02.0,,,92-97,2,E. Bledsoe makes 2-pt shot from 17 ft
0:49.0,R. Jackson makes 2-pt shot from 14 ft,2,94-97,,
0:32.0,,,94-97,,E. Bledsoe misses 2-pt shot at rim
0:32.0,,,94-97,,Offensive rebound by E. Bledsoe
0:32.0,,,94-99,2,E. Bledsoe makes 2-pt shot at rim
0:32.0,Detroit full timeout,,94-99,,
0:32.0,,,94-99,,D. Liggins enters the game for T. Maker
0:21.0,A. Bradley makes 3-pt shot from 28 ft (assist by R. Jackson),3,97-99,,
0:20.0,Personal take foul by S. Johnson (drawn by K. Middleton),,97-99,,
0:20.0,,,97-100,1,K. Middleton makes free throw 1 of 2
0:20.0,A. Tolliver enters the game for S. Johnson,,97-100,,
0:20.0,,,97-101,1,K. Middleton makes free throw 2 of 2
0:13.0,R. Jackson makes 2-pt shot from 1 ft,2,99-101,,
0:12.0,Personal take foul by A. Drummond (drawn by K. Middleton),,99-101,,
0:12.0,,,99-102,1,K. Middleton makes free throw 1 of 2
0:12.0,,,99-103,1,K. Middleton makes free throw 2 of 2
0:09.0,,,99-103,,Personal take foul by G. Antetokounmpo (drawn by R. Jackson)
0:09.0,R. Jackson misses free throw 1 of 2,,99-103,,
0:09.0,Offensive rebound by Team,,99-103,,
0:09.0,,,99-103,,T. Maker enters the game for D. Liggins
0:09.0,R. Jackson makes free throw 2 of 2,1,100-103,,
0:08.0,Personal take foul by R. Jackson (drawn by E. Bledsoe),,100-103,,
0:08.0,,,100-104,1,E. Bledsoe makes free throw 1 of 2
0:08.0,,,100-104,,D. Liggins enters the game for T. Maker
0:08.0,,,100-104,,E. Bledsoe misses free throw 2 of 2
0:07.0,Defensive rebound by A. Drummond,,100-104,,
0:07.0,Detroit full timeout,,100-104,,
0:00.0,T. Harris misses 3-pt shot from 26 ft (block by G. Antetokounmpo),,100-104,,
0:00.0,,,100-104,,Defensive rebound by E. Bledsoe
