time,Dallas,pts.away,score,pts.home,San Antonio
0:59.0,Personal foul by D. Smith (drawn by P. Mills),,101-109,,
0:59.0,,,101-110,1,P. Mills makes free throw 1 of 2
0:59.0,,,101-111,1,P. Mills makes free throw 2 of 2
0:54.0,D. Smith makes 2-pt shot from 19 ft,2,103-111,,
0:42.0,Personal foul by W. Matthews (drawn by K. Anderson),,103-111,,
0:42.0,,,103-112,1,K. Anderson makes free throw 1 of 2
0:42.0,D. Powell enters the game for D. Nowitzki,,103-112,,
0:42.0,,,103-113,1,K. Anderson makes free throw 2 of 2
0:33.0,Shooting foul by P. Gasol (drawn by H. Barnes),,103-113,,
0:33.0,H. Barnes makes free throw 1 of 2,1,104-113,,
0:33.0,Y. Ferrell enters the game for J. Barea,,104-113,,
0:33.0,H. Barnes makes free throw 2 of 2,1,105-113,,
0:15.0,,,105-115,2,K. Anderson makes 2-pt shot from 15 ft (assist by P. Gasol)
0:08.0,D. Smith makes 3-pt shot from 26 ft,3,108-115,,
