time,New York,pts.away,score,pts.home,Philadelphia
9:17.0,Defensive rebound by E. Mudiay,,85-95,,
9:12.0,E. Mudiay makes 2-pt shot at rim,2,87-95,,
9:11.0,,,87-95,,Philadelphia full timeout
9:11.0,,,87-95,,B. Simmons enters the game for M. Fultz
9:11.0,,,87-95,,D. Saric enters the game for E. Ilyasova
8:49.0,,,87-95,,R. Holmes misses 2-pt shot from 23 ft (block by E. Mudiay)
8:49.0,Defensive rebound by Team,,87-95,,
8:49.0,,,87-95,,Loose ball foul by R. Holmes (drawn by T. Williams)
8:31.0,E. Mudiay misses 2-pt shot from 5 ft,,87-95,,
8:28.0,,,87-95,,Defensive rebound by R. Covington
8:20.0,,,87-95,,R. Covington misses 2-pt shot from 7 ft
8:17.0,,,87-95,,Offensive rebound by D. Saric
8:14.0,,,87-95,,D. Saric misses 2-pt shot from 2 ft
8:11.0,Defensive rebound by E. Kanter,,87-95,,
8:07.0,Turnover by F. Ntilikina (lost ball; steal by J. Redick),,87-95,,
8:07.0,Personal foul by E. Kanter (drawn by J. Redick),,87-95,,
7:58.0,,,87-98,3,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons)
7:37.0,L. Kornet misses 3-pt shot from 28 ft,,87-98,,
7:34.0,,,87-98,,Defensive rebound by B. Simmons
7:29.0,,,87-98,,Turnover by B. Simmons (bad pass; steal by E. Mudiay)
7:26.0,Turnover by E. Mudiay (out of bounds lost ball),,87-98,,
7:09.0,,,87-98,,J. Redick misses 2-pt shot from 18 ft
7:06.0,,,87-98,,Offensive rebound by B. Simmons
7:04.0,,,87-100,2,B. Simmons makes 2-pt shot from 9 ft
6:50.0,E. Mudiay makes 2-pt shot from 6 ft,2,89-100,,
6:37.0,,,89-100,,Shooting foul by E. Kanter (drawn by R. Holmes)
6:37.0,,,89-100,,R. Holmes misses free throw 1 of 2
6:37.0,,,89-100,,Offensive rebound by Team
6:37.0,,,89-100,,M. Belinelli enters the game for J. Redick
6:37.0,T. Hardaway enters the game for L. Kornet,,89-100,,
6:37.0,,,89-101,1,R. Holmes makes free throw 2 of 2
6:27.0,,,89-101,,Personal foul by R. Covington (drawn by E. Mudiay)
6:27.0,,,89-101,,E. Ilyasova enters the game for R. Holmes
6:17.0,T. Hardaway misses 3-pt shot from 24 ft,,89-101,,
6:10.0,Offensive rebound by T. Williams,,89-101,,
6:10.0,T. Williams misses 2-pt shot at rim,,89-101,,
6:09.0,,,89-101,,Defensive rebound by E. Ilyasova
6:03.0,,,89-101,,Turnover by B. Simmons (traveling)
5:47.0,Turnover by E. Mudiay (bad pass; steal by D. Saric),,89-101,,
5:43.0,Personal foul by E. Mudiay (drawn by B. Simmons),,89-101,,
5:43.0,,,89-101,,J. Redick enters the game for R. Covington
5:32.0,,,89-104,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons)
5:11.0,F. Ntilikina misses 3-pt shot from 24 ft,,89-104,,
5:08.0,Offensive rebound by E. Mudiay,,89-104,,
5:08.0,E. Mudiay makes 2-pt shot from 1 ft,2,91-104,,
4:57.0,,,91-104,,D. Saric misses 3-pt shot from 26 ft
4:55.0,Defensive rebound by F. Ntilikina,,91-104,,
4:49.0,E. Mudiay misses 3-pt shot from 25 ft,,91-104,,
4:45.0,Offensive rebound by T. Williams,,91-104,,
4:40.0,T. Hardaway misses 2-pt shot from 8 ft,,91-104,,
4:40.0,,,91-104,,Defensive rebound by Team
4:40.0,Loose ball foul by T. Williams (drawn by M. Belinelli),,91-104,,
4:40.0,,,91-104,,Philadelphia full timeout
4:40.0,T. Burke enters the game for E. Kanter,,91-104,,
4:40.0,M. Beasley enters the game for F. Ntilikina,,91-104,,
4:40.0,,,91-105,1,M. Belinelli makes free throw 1 of 2
4:40.0,,,91-106,1,M. Belinelli makes free throw 2 of 2
4:26.0,Turnover by T. Burke (bad pass),,91-106,,
4:07.0,,,91-106,,Turnover by B. Simmons (bad pass)
3:59.0,M. Beasley makes 3-pt shot from 25 ft (assist by T. Burke),3,94-106,,
3:46.0,Personal foul by T. Williams (drawn by D. Saric),,94-106,,
3:46.0,,,94-107,1,D. Saric makes free throw 1 of 2
3:46.0,,,94-107,,R. Covington enters the game for E. Ilyasova
3:46.0,,,94-108,1,D. Saric makes free throw 2 of 2
3:29.0,T. Burke misses 2-pt shot from 15 ft,,94-108,,
3:26.0,,,94-108,,Defensive rebound by J. Redick
3:05.0,,,94-108,,R. Covington misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by M. Beasley,,94-108,,
2:59.0,Shooting foul by M. Belinelli (drawn by E. Mudiay),,94-108,,
2:59.0,E. Mudiay makes free throw 1 of 2,1,95-108,,
2:59.0,E. Mudiay makes free throw 2 of 2,1,96-108,,
2:42.0,,,96-108,,D. Saric misses 2-pt shot from 2 ft
2:42.0,,,96-108,,Offensive rebound by D. Saric
2:42.0,,,96-108,,Shooting foul by T. Hardaway (drawn by D. Saric)
2:42.0,,,96-109,1,D. Saric makes free throw 1 of 2
2:42.0,,,96-110,1,D. Saric makes free throw 2 of 2
2:34.0,E. Mudiay makes 2-pt shot from 3 ft,2,98-110,,
2:14.0,,,98-110,,Turnover by J. Redick (traveling)
2:09.0,E. Mudiay misses 2-pt shot from 9 ft,,98-110,,
2:06.0,,,98-110,,Defensive rebound by B. Simmons
1:48.0,,,98-112,2,M. Belinelli makes 2-pt shot from 3 ft (assist by D. Saric)
1:48.0,New York full timeout,,98-112,,
1:34.0,M. Beasley misses 3-pt shot from 25 ft,,98-112,,
1:31.0,,,98-112,,Defensive rebound by D. Saric
1:13.0,,,98-114,2,R. Covington makes 2-pt shot from 1 ft (assist by D. Saric)
1:02.0,T. Williams makes 3-pt shot from 26 ft (assist by T. Burke),3,101-114,,
0:40.0,,,101-114,,Shooting foul by E. Mudiay (drawn by J. Redick)
0:40.0,,,101-115,1,J. Redick makes free throw 1 of 2
0:40.0,I. Hicks enters the game for M. Beasley,,101-115,,
0:40.0,,,101-116,1,J. Redick makes free throw 2 of 2
0:34.0,T. Burke misses 3-pt shot from 26 ft,,101-116,,
0:32.0,,,101-116,,Defensive rebound by Team
0:16.0,,,101-118,2,D. Saric makes 2-pt shot from 1 ft (assist by J. Redick)
0:10.0,T. Williams misses 3-pt shot from 26 ft,,101-118,,
0:07.0,,,101-118,,Defensive rebound by D. Saric
