time,Cleveland,pts.away,score,pts.home,Detroit
6:29.0,,,101-104,1,A. Drummond makes free throw 2 of 2
6:17.0,K. Korver misses 3-pt shot from 26 ft,,101-104,,
6:12.0,,,101-104,,Defensive rebound by S. Johnson
6:04.0,,,101-106,2,I. Smith makes 2-pt shot from 8 ft
5:40.0,J. Crowder makes 3-pt shot from 26 ft (assist by L. James),3,104-106,,
5:22.0,,,104-108,2,I. Smith makes 2-pt shot from 19 ft
5:09.0,J. Crowder misses 3-pt shot from 22 ft,,104-108,,
5:05.0,,,104-108,,Defensive rebound by I. Smith
4:59.0,,,104-111,3,R. Bullock makes 3-pt shot from 24 ft (assist by S. Johnson)
4:57.0,Cleveland full timeout,,104-111,,
4:57.0,C. Frye enters the game for T. Thompson,,104-111,,
4:43.0,I. Thomas misses 2-pt shot from 4 ft,,104-111,,
4:41.0,,,104-111,,Defensive rebound by A. Tolliver
4:35.0,,,104-111,,A. Tolliver misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by I. Thomas,,104-111,,
4:14.0,Turnover by L. James (bad pass; steal by I. Smith),,104-111,,
4:14.0,Personal foul by C. Frye (drawn by I. Smith),,104-111,,
4:14.0,,,104-112,1,I. Smith makes free throw 1 of 2
4:14.0,,,104-113,1,I. Smith makes free throw 2 of 2
4:05.0,L. James misses 3-pt shot from 24 ft,,104-113,,
4:01.0,,,104-113,,Defensive rebound by A. Drummond
3:54.0,,,104-113,,I. Smith misses 2-pt shot from 3 ft (block by C. Frye)
3:50.0,Defensive rebound by C. Frye,,104-113,,
3:36.0,Turnover by L. James (lost ball; steal by A. Tolliver),,104-113,,
3:31.0,,,104-116,3,R. Bullock makes 3-pt shot from 24 ft (assist by I. Smith)
3:22.0,Shooting foul by R. Bullock (drawn by I. Thomas),,104-116,,
3:22.0,I. Thomas makes free throw 1 of 2,1,105-116,,
3:22.0,I. Thomas makes free throw 2 of 2,1,106-116,,
3:06.0,,,106-118,2,A. Tolliver makes 2-pt shot from 3 ft (assist by R. Bullock)
3:00.0,K. Korver misses 3-pt shot from 27 ft,,106-118,,
2:56.0,,,106-118,,Defensive rebound by A. Drummond
2:50.0,,,106-120,2,S. Johnson makes 2-pt shot from 17 ft
2:49.0,Cleveland full timeout,,106-120,,
2:49.0,D. Wade enters the game for I. Thomas,,106-120,,
2:41.0,Turnover by L. James (bad pass; steal by S. Johnson),,106-120,,
2:38.0,,,106-122,2,A. Drummond makes 2-pt shot at rim (assist by S. Johnson)
2:21.0,Shooting foul by I. Smith (drawn by C. Frye),,106-122,,
2:21.0,C. Frye makes free throw 1 of 2,1,107-122,,
2:21.0,J. Calderon enters the game for L. James,,107-122,,
2:21.0,C. Frye makes free throw 2 of 2,1,108-122,,
2:09.0,,,108-122,,Shooting foul by K. Korver (drawn by A. Drummond)
2:09.0,,,108-122,,A. Drummond misses free throw 1 of 2
2:09.0,,,108-122,,Offensive rebound by Team
2:09.0,,,108-123,1,A. Drummond makes free throw 2 of 2
1:51.0,K. Korver misses 3-pt shot from 27 ft,,108-123,,
1:49.0,,,108-123,,Defensive rebound by S. Johnson
1:43.0,,,108-123,,I. Smith misses 2-pt shot from 9 ft
1:40.0,Defensive rebound by D. Wade,,108-123,,
1:34.0,C. Frye makes 3-pt shot from 28 ft (assist by D. Wade),3,111-123,,
1:16.0,,,111-125,2,I. Smith makes 2-pt shot from 4 ft (assist by A. Drummond)
1:02.0,D. Wade makes 3-pt shot from 25 ft (assist by K. Korver),3,114-125,,
0:45.0,,,114-125,,S. Johnson misses 2-pt shot from 19 ft
0:42.0,,,114-125,,Offensive rebound by A. Drummond
0:40.0,,,114-125,,R. Bullock misses 2-pt shot from 4 ft
0:40.0,Defensive rebound by C. Frye,,114-125,,
0:35.0,Turnover by J. Crowder (lost ball; steal by I. Smith),,114-125,,
0:10.0,,,114-125,,Turnover by Team (shot clock)
