time,Indiana,pts.away,score,pts.home,Boston
0:12.0,Defensive rebound by C. Joseph,,97-95,,
0:11.0,,,97-95,,Personal take foul by T. Rozier (drawn by C. Joseph)
0:11.0,Indiana full timeout,,97-95,,
0:11.0,,,97-95,,K. Allen enters the game for D. Theis
0:11.0,D. Collison enters the game for T. Young,,97-95,,
0:10.0,,,97-95,,Personal take foul by J. Tatum (drawn by V. Oladipo)
0:10.0,V. Oladipo makes free throw 1 of 2,1,98-95,,
0:10.0,,,98-95,,S. Ojeleye enters the game for K. Allen
0:10.0,T. Young enters the game for D. Collison,,98-95,,
0:10.0,V. Oladipo makes free throw 2 of 2,1,99-95,,
0:05.0,,,99-95,,M. Smart misses 3-pt shot from 26 ft
0:02.0,,,99-95,,Offensive rebound by Team
0:01.0,,,99-97,2,J. Tatum makes 2-pt shot from 3 ft (assist by M. Smart)
0:01.0,Personal foul by V. Oladipo (drawn by M. Morris),,99-97,,
0:01.0,Turnover by V. Oladipo (turnover),,99-97,,
0:00.0,,,99-97,,T. Rozier misses 2-pt shot from 20 ft
0:00.0,,,99-97,,Offensive rebound by Team
