time,Portland,pts.away,score,pts.home,LA Lakers
4:34.0,,,83-82,,J. Hart misses 2-pt shot from 1 ft (block by Z. Collins)
4:33.0,,,83-82,,Offensive rebound by K. Kuzma
4:33.0,,,83-84,2,K. Kuzma makes 2-pt shot at rim
4:33.0,Portland full timeout,,83-84,,
4:25.0,,,83-84,,Personal foul by A. Bogut (drawn by S. Napier)
4:21.0,C. McCollum makes 2-pt shot from 1 ft,2,85-84,,
4:21.0,Shooting foul by A. Bogut (drawn by C. McCollum),,85-84,,
4:21.0,C. McCollum makes free throw 1 of 1,1,86-84,,
4:02.0,,,86-84,,Offensive foul by A. Bogut (drawn by S. Napier)
4:02.0,,,86-84,,Turnover by A. Bogut (offensive foul)
4:02.0,,,86-84,,J. Randle enters the game for A. Bogut
3:52.0,M. Harkless makes 3-pt shot from 23 ft (assist by S. Napier),3,89-84,,
3:36.0,,,89-86,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by L. Ball)
3:15.0,S. Napier misses 2-pt shot from 18 ft,,89-86,,
3:12.0,,,89-86,,Defensive rebound by K. Caldwell-Pope
3:04.0,,,89-88,2,J. Randle makes 2-pt shot from 5 ft (assist by L. Ball)
3:04.0,Portland full timeout,,89-88,,
2:48.0,C. McCollum misses 2-pt shot from 19 ft,,89-88,,
2:43.0,,,89-88,,Defensive rebound by J. Hart
2:31.0,,,89-88,,Turnover by L. Ball (turnover)
2:17.0,M. Harkless misses 2-pt shot from 2 ft,,89-88,,
2:17.0,Offensive rebound by Team,,89-88,,
1:59.0,S. Napier makes 2-pt shot from 17 ft,2,91-88,,
1:45.0,,,91-91,3,L. Ball makes 3-pt shot from 27 ft
1:25.0,S. Napier misses 2-pt shot from 2 ft,,91-91,,
1:22.0,,,91-91,,Defensive rebound by L. Ball
1:16.0,,,91-91,,Shooting foul by Z. Collins (drawn by J. Randle)
1:16.0,,,91-92,1,J. Randle makes free throw 1 of 2
1:16.0,,,91-92,,J. Randle misses free throw 2 of 2
1:16.0,Defensive rebound by E. Davis,,91-92,,
0:59.0,C. McCollum misses 2-pt shot from 4 ft (block by L. Ball),,91-92,,
0:59.0,Offensive rebound by Team,,91-92,,
0:59.0,Portland full timeout,,91-92,,
0:54.0,C. McCollum misses 2-pt shot from 13 ft,,91-92,,
0:49.0,,,91-92,,Defensive rebound by L. Ball
0:35.0,,,91-92,,K. Kuzma misses 3-pt shot from 25 ft (block by Z. Collins)
0:30.0,Defensive rebound by E. Davis,,91-92,,
0:23.0,C. McCollum misses 2-pt shot from 15 ft,,91-92,,
0:21.0,Offensive rebound by M. Harkless,,91-92,,
0:21.0,M. Harkless makes 2-pt shot at rim,2,93-92,,
0:21.0,Shooting foul by K. Kuzma (drawn by M. Harkless),,93-92,,
0:21.0,M. Harkless makes free throw 1 of 1,1,94-92,,
0:21.0,,,94-92,,LA Lakers full timeout
0:12.0,,,94-92,,K. Caldwell-Pope misses 3-pt shot from 22 ft
0:09.0,Defensive rebound by M. Harkless,,94-92,,
0:09.0,,,94-92,,Personal take foul by J. Randle (drawn by M. Harkless)
0:09.0,M. Harkless makes free throw 1 of 2,1,95-92,,
0:09.0,M. Harkless misses free throw 2 of 2,,95-92,,
0:08.0,,,95-92,,Defensive rebound by K. Kuzma
0:08.0,,,95-92,,LA Lakers full timeout
0:08.0,P. Connaughton enters the game for Z. Collins,,95-92,,
0:07.0,,,95-92,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by M. Harkless,,95-92,,
0:00.0,Turnover by S. Napier (bad pass; steal by K. Caldwell-Pope),,95-92,,
