time,Miami,pts.away,score,pts.home,Philadelphia
6:00.0,B. Adebayo misses free throw 2 of 2,,90-88,,
5:57.0,,,90-88,,Defensive rebound by B. Simmons
5:46.0,,,90-88,,Shooting foul by G. Dragic (drawn by R. Covington)
5:46.0,,,90-88,,R. Covington misses free throw 1 of 3
5:46.0,,,90-88,,Offensive rebound by Team
5:46.0,,,90-89,1,R. Covington makes free throw 2 of 3
5:46.0,H. Whiteside enters the game for B. Adebayo,,90-89,,
5:46.0,,,90-90,1,R. Covington makes free throw 3 of 3
5:42.0,Miami full timeout,,90-90,,
5:29.0,J. Winslow misses 2-pt shot from 7 ft (block by R. Holmes),,90-90,,
5:29.0,,,90-90,,Defensive rebound by J. Redick
5:15.0,,,90-92,2,B. Simmons makes 2-pt shot at rim (assist by J. Redick)
5:05.0,,,90-92,,Personal foul by R. Covington (drawn by G. Dragic)
5:05.0,G. Dragic makes free throw 1 of 2,1,91-92,,
5:05.0,,,91-92,,M. Belinelli enters the game for R. Covington
5:05.0,,,91-92,,D. Saric enters the game for T. Booker
5:05.0,G. Dragic makes free throw 2 of 2,1,92-92,,
4:50.0,,,92-92,,J. Redick misses 3-pt shot from 23 ft
4:46.0,,,92-92,,Offensive rebound by R. Holmes
4:34.0,,,92-92,,Turnover by B. Simmons (lost ball; steal by J. Winslow)
4:28.0,Turnover by J. Winslow (lost ball; steal by B. Simmons),,92-92,,
4:25.0,,,92-94,2,B. Simmons makes 2-pt shot at rim
4:23.0,,,92-94,,Personal foul by J. Redick (drawn by T. Johnson)
4:23.0,T. Johnson makes free throw 1 of 2,1,93-94,,
4:23.0,T. Johnson makes free throw 2 of 2,1,94-94,,
4:09.0,Personal foul by L. Babbitt (drawn by D. Saric),,94-94,,
4:09.0,J. Richardson enters the game for L. Babbitt,,94-94,,
4:02.0,,,94-97,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons)
3:35.0,J. Winslow misses 3-pt shot from 23 ft,,94-97,,
3:32.0,,,94-97,,Defensive rebound by R. Holmes
3:15.0,,,94-97,,J. Redick misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by Team,,94-97,,
3:08.0,Miami full timeout,,94-97,,
3:08.0,D. Wade enters the game for J. Winslow,,94-97,,
2:55.0,Turnover by T. Johnson (bad pass; steal by B. Simmons),,94-97,,
2:32.0,Personal foul by T. Johnson (drawn by R. Holmes),,94-97,,
2:32.0,,,94-98,1,R. Holmes makes free throw 1 of 2
2:32.0,W. Ellington enters the game for T. Johnson,,94-98,,
2:32.0,,,94-98,,R. Holmes misses free throw 2 of 2
2:31.0,,,94-98,,Offensive rebound by B. Simmons
2:25.0,,,94-100,2,M. Belinelli makes 2-pt shot from 2 ft (assist by J. Redick)
2:10.0,D. Wade makes 2-pt shot from 21 ft,2,96-100,,
1:49.0,,,96-100,,D. Saric misses 2-pt shot from 8 ft
1:49.0,Defensive rebound by H. Whiteside,,96-100,,
1:49.0,,,96-100,,Personal foul by R. Holmes (drawn by H. Whiteside)
1:49.0,H. Whiteside makes free throw 1 of 2,1,97-100,,
1:49.0,H. Whiteside misses free throw 2 of 2,,97-100,,
1:46.0,,,97-100,,Defensive rebound by D. Saric
1:33.0,,,97-100,,Turnover by M. Belinelli (bad pass; steal by J. Richardson)
1:26.0,D. Wade makes 2-pt shot from 1 ft (assist by J. Richardson),2,99-100,,
1:06.0,,,99-100,,Turnover by B. Simmons (lost ball; steal by D. Wade)
0:44.0,D. Wade misses 3-pt shot from 23 ft,,99-100,,
0:42.0,,,99-100,,Defensive rebound by J. Redick
0:37.0,,,99-100,,Philadelphia full timeout
0:37.0,J. Winslow enters the game for G. Dragic,,99-100,,
0:37.0,B. Adebayo enters the game for W. Ellington,,99-100,,
0:20.0,,,99-102,2,J. Redick makes 2-pt shot from 19 ft
0:19.0,Miami full timeout,,99-102,,
0:19.0,,,99-102,,R. Covington enters the game for M. Belinelli
0:19.0,W. Ellington enters the game for H. Whiteside,,99-102,,
0:19.0,G. Dragic enters the game for J. Winslow,,99-102,,
0:15.0,W. Ellington misses 3-pt shot from 25 ft,,99-102,,
0:13.0,,,99-102,,Defensive rebound by R. Covington
0:13.0,Personal foul by D. Wade (drawn by R. Covington),,99-102,,
0:13.0,,,99-103,1,R. Covington makes free throw 1 of 2
0:13.0,H. Whiteside enters the game for D. Wade,,99-103,,
0:13.0,,,99-104,1,R. Covington makes free throw 2 of 2
0:13.0,Miami full timeout,,99-104,,
0:13.0,,,99-104,,T. McConnell enters the game for D. Saric
0:13.0,D. Wade enters the game for H. Whiteside,,99-104,,
0:13.0,T. Johnson enters the game for B. Adebayo,,99-104,,
0:04.0,T. Johnson makes 3-pt shot from 25 ft (assist by D. Wade),3,102-104,,
0:04.0,,,102-104,,Philadelphia full timeout
0:04.0,,,102-104,,D. Saric enters the game for R. Holmes
0:04.0,,,102-104,,M. Belinelli enters the game for R. Covington
0:04.0,J. Winslow enters the game for W. Ellington,,102-104,,
0:03.0,,,102-104,,Turnover by B. Simmons (bad pass)
0:03.0,W. Ellington enters the game for J. Winslow,,102-104,,
0:03.0,,,102-104,,R. Holmes enters the game for D. Saric
0:03.0,,,102-104,,R. Covington enters the game for M. Belinelli
0:00.0,D. Wade misses 3-pt shot from 26 ft,,102-104,,
0:00.0,Offensive rebound by Team,,102-104,,
