time,Houston,pts.away,score,pts.home,Minnesota
4:16.0,,,113-96,2,J. Butler makes 2-pt shot at rim (assist by D. Rose)
3:59.0,,,113-96,,Violation by K. Towns (kicked ball)
3:53.0,J. Harden makes 2-pt shot from 6 ft (assist by C. Capela),2,115-96,,
3:34.0,,,115-96,,N. Bjelica misses 2-pt shot from 3 ft
3:32.0,Defensive rebound by J. Harden,,115-96,,
3:23.0,Turnover by J. Harden (bad pass; steal by J. Crawford),,115-96,,
3:18.0,,,115-96,,Turnover by J. Crawford (bad pass; steal by J. Harden)
2:56.0,P. Tucker misses 2-pt shot from 2 ft,,115-96,,
2:53.0,,,115-96,,Defensive rebound by Team
2:43.0,,,115-96,,Turnover by K. Towns (lost ball; steal by C. Paul)
2:24.0,Turnover by C. Paul (bad pass; steal by N. Bjelica),,115-96,,
2:20.0,,,115-96,,Turnover by K. Towns (bad pass; steal by J. Harden)
2:02.0,,,115-96,,Personal foul by K. Towns (drawn by T. Ariza)
2:02.0,,,115-96,,M. Georges-Hunt enters the game for J. Butler
2:02.0,,,115-96,,G. Dieng enters the game for D. Rose
2:02.0,,,115-96,,A. Brooks enters the game for K. Towns
2:02.0,A. Jackson enters the game for T. Ariza,,115-96,,
2:02.0,J. Johnson enters the game for P. Tucker,,115-96,,
2:02.0,G. Green enters the game for J. Harden,,115-96,,
2:02.0,T. Black enters the game for C. Capela,,115-96,,
2:02.0,R. Anderson enters the game for C. Paul,,115-96,,
1:54.0,A. Jackson misses 3-pt shot at rim,,115-96,,
1:50.0,,,115-96,,Defensive rebound by N. Bjelica
1:45.0,,,115-96,,J. Crawford misses 2-pt shot from 17 ft
1:44.0,Defensive rebound by T. Black,,115-96,,
1:33.0,Turnover by G. Green (bad pass; steal by J. Crawford),,115-96,,
1:27.0,,,115-98,2,A. Brooks makes 2-pt shot from 2 ft (assist by J. Crawford)
1:11.0,G. Green misses 3-pt shot from 25 ft,,115-98,,
1:07.0,,,115-98,,Defensive rebound by J. Crawford
1:00.0,,,115-100,2,A. Brooks makes 2-pt shot at rim (assist by J. Crawford)
0:36.0,Shooting foul by G. Dieng (drawn by G. Green),,115-100,,
0:36.0,G. Green makes free throw 1 of 2,1,116-100,,
0:36.0,G. Green makes free throw 2 of 2,1,117-100,,
0:30.0,Personal foul by A. Jackson (drawn by A. Brooks),,117-100,,
0:30.0,,,117-100,,A. Brooks misses free throw 1 of 2
0:30.0,,,117-100,,Offensive rebound by Team
0:30.0,,,117-100,,A. Brooks misses free throw 2 of 2
0:29.0,Defensive rebound by R. Anderson,,117-100,,
0:10.0,J. Johnson makes 2-pt shot from 10 ft,2,119-100,,
0:06.0,,,119-100,,J. Crawford misses 3-pt shot from 26 ft
0:04.0,,,119-100,,Offensive rebound by M. Georges-Hunt
0:04.0,,,119-100,,M. Georges-Hunt misses 2-pt shot at rim
0:03.0,Defensive rebound by A. Jackson,,119-100,,
