time,New Orleans,pts.away,score,pts.home,Minnesota
2:27.0,,,101-114,,A. Wiggins misses 2-pt shot at rim
2:25.0,Defensive rebound by J. Holiday,,101-114,,
2:23.0,I. Clark misses 3-pt shot from 24 ft,,101-114,,
2:20.0,Offensive rebound by I. Clark,,101-114,,
2:11.0,N. Mirotic misses 3-pt shot from 24 ft,,101-114,,
2:11.0,,,101-114,,Defensive rebound by A. Wiggins
1:48.0,,,101-114,,J. Butler misses 2-pt shot from 19 ft (block by J. Holiday)
1:47.0,,,101-114,,Offensive rebound by Team
1:47.0,,,101-114,,Turnover by Team (shot clock)
1:47.0,C. Cooke enters the game for J. Holiday,,101-114,,
1:47.0,M. James enters the game for A. Davis,,101-114,,
1:47.0,C. Diallo enters the game for R. Rondo,,101-114,,
1:35.0,C. Diallo makes 2-pt shot from 15 ft (assist by N. Mirotic),2,103-114,,
1:16.0,,,103-114,,K. Towns misses 2-pt shot from 3 ft
1:15.0,,,103-114,,Offensive rebound by K. Towns
1:14.0,,,103-114,,K. Towns misses 2-pt shot from 1 ft
1:14.0,Defensive rebound by C. Cooke,,103-114,,
1:03.0,Turnover by N. Mirotic (lost ball; steal by J. Teague),,103-114,,
0:57.0,,,103-116,2,A. Wiggins makes 2-pt shot from 1 ft
0:53.0,I. Clark misses 3-pt shot from 25 ft,,103-116,,
0:51.0,Offensive rebound by Team,,103-116,,
0:51.0,,,103-116,,G. Dieng enters the game for J. Teague
0:51.0,,,103-116,,M. Georges-Hunt enters the game for J. Butler
0:51.0,,,103-116,,A. Brooks enters the game for K. Towns
0:50.0,C. Diallo makes 2-pt shot from 12 ft (assist by M. James),2,105-116,,
0:36.0,,,105-118,2,G. Dieng makes 2-pt shot from 21 ft (assist by A. Brooks)
0:28.0,N. Mirotic makes 2-pt shot from 1 ft (assist by M. James),2,107-118,,
0:28.0,Shooting foul by T. Gibson (drawn by N. Mirotic),,107-118,,
0:28.0,N. Mirotic misses free throw 1 of 1,,107-118,,
0:27.0,,,107-118,,Defensive rebound by T. Gibson
0:04.0,,,107-118,,Turnover by Team (shot clock)
0:00.0,C. Cooke misses 3-pt shot from 32 ft,,107-118,,
0:00.0,Offensive rebound by Team,,107-118,,
