time,Houston,pts.away,score,pts.home,LA Clippers
4:27.0,,,95-106,3,W. Johnson makes 3-pt shot from 23 ft (assist by L. Williams)
4:12.0,C. Paul makes 3-pt shot from 25 ft,3,98-106,,
3:48.0,,,98-106,,Turnover by B. Griffin (lost ball; steal by L. Mbah a Moute)
3:42.0,E. Gordon misses 2-pt shot from 1 ft (block by W. Johnson),,98-106,,
3:37.0,,,98-106,,Defensive rebound by B. Griffin
3:34.0,,,98-108,2,B. Griffin makes 2-pt shot from 2 ft
3:34.0,,,98-108,,Shooting foul by C. Paul (drawn by B. Griffin)
3:34.0,,,98-109,1,B. Griffin makes free throw 1 of 1
3:34.0,,,98-109,,T. Wallace enters the game for M. Teodosic
3:34.0,P. Tucker enters the game for L. Mbah a Moute,,98-109,,
3:14.0,E. Gordon misses 2-pt shot from 1 ft (block by M. Harrell),,98-109,,
3:07.0,,,98-109,,Defensive rebound by W. Johnson
2:49.0,,,98-111,2,L. Williams makes 2-pt shot from 7 ft
2:36.0,P. Tucker misses 3-pt shot from 24 ft,,98-111,,
2:32.0,,,98-111,,Defensive rebound by M. Harrell
2:12.0,,,98-111,,B. Griffin misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by Team,,98-111,,
2:00.0,C. Paul misses 3-pt shot from 25 ft,,98-111,,
1:56.0,Offensive rebound by C. Capela,,98-111,,
1:54.0,E. Gordon misses 3-pt shot from 26 ft,,98-111,,
1:52.0,,,98-111,,Defensive rebound by B. Griffin
1:30.0,,,98-111,,W. Johnson misses 3-pt shot from 24 ft
1:26.0,,,98-111,,Offensive rebound by B. Griffin
1:13.0,Personal foul by T. Ariza (drawn by B. Griffin),,98-111,,
1:13.0,G. Green enters the game for C. Paul,,98-111,,
1:12.0,Personal foul by E. Gordon (drawn by B. Griffin),,98-111,,
1:12.0,,,98-112,1,B. Griffin makes free throw 1 of 2
1:12.0,,,98-113,1,B. Griffin makes free throw 2 of 2
1:04.0,C. Capela makes 2-pt shot from 1 ft (assist by P. Tucker),2,100-113,,
1:03.0,,,100-113,,J. Evans enters the game for B. Griffin
1:03.0,T. Black enters the game for T. Ariza,,100-113,,
1:03.0,R. Hunter enters the game for C. Capela,,100-113,,
0:44.0,,,100-113,,L. Williams misses 3-pt shot from 29 ft
0:40.0,Defensive rebound by R. Hunter,,100-113,,
0:33.0,E. Gordon makes 2-pt shot at rim (assist by R. Hunter),2,102-113,,
0:09.0,,,102-113,,Turnover by Team (shot clock)
0:09.0,,,102-113,,S. Thornwell enters the game for L. Williams
