time,Toronto,pts.away,score,pts.home,Chicago
4:33.0,,,113-98,,N. Mirotic enters the game for R. Lopez
4:25.0,Personal foul by S. Ibaka (drawn by L. Markkanen),,113-98,,
4:19.0,,,113-101,3,N. Mirotic makes 3-pt shot from 25 ft (assist by K. Dunn)
3:57.0,Turnover by D. Wright (bad pass; steal by J. Holiday),,113-101,,
3:46.0,,,113-101,,Turnover by K. Dunn (bad pass; steal by D. Wright)
3:44.0,D. Wright misses 2-pt shot from 3 ft (block by K. Dunn),,113-101,,
3:43.0,Offensive rebound by K. Lowry,,113-101,,
3:43.0,K. Lowry makes 2-pt shot at rim,2,115-101,,
3:36.0,,,115-101,,Shooting foul by S. Ibaka (drawn by J. Holiday)
3:36.0,,,115-102,1,J. Holiday makes free throw 1 of 2
3:36.0,,,115-103,1,J. Holiday makes free throw 2 of 2
3:27.0,D. DeRozan misses 3-pt shot from 26 ft,,115-103,,
3:23.0,,,115-103,,Defensive rebound by N. Mirotic
3:18.0,,,115-103,,N. Mirotic misses 3-pt shot from 26 ft
3:13.0,Defensive rebound by D. Wright,,115-103,,
2:58.0,D. DeRozan makes 3-pt shot from 23 ft (assist by D. Wright),3,118-103,,
2:44.0,,,118-103,,L. Markkanen misses 2-pt shot from 13 ft
2:44.0,,,118-103,,Offensive rebound by N. Mirotic
2:44.0,,,118-105,2,N. Mirotic makes 2-pt shot from 1 ft
2:44.0,,,118-105,,Shooting foul by J. Poeltl (drawn by N. Mirotic)
2:44.0,,,118-106,1,N. Mirotic makes free throw 1 of 1
2:38.0,S. Ibaka misses 3-pt shot from 22 ft,,118-106,,
2:35.0,,,118-106,,Defensive rebound by Team
2:35.0,P. Siakam enters the game for J. Poeltl,,118-106,,
2:26.0,,,118-106,,J. Holiday misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by S. Ibaka,,118-106,,
2:09.0,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan),3,121-106,,
1:51.0,,,121-106,,D. Valentine misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by S. Ibaka,,121-106,,
1:38.0,D. Wright makes 3-pt shot from 25 ft,3,124-106,,
1:26.0,,,124-109,3,N. Mirotic makes 3-pt shot from 27 ft (assist by K. Dunn)
1:09.0,,,124-109,,Personal foul by L. Markkanen (drawn by K. Lowry)
1:09.0,F. VanVleet enters the game for D. Wright,,124-109,,
1:03.0,S. Ibaka misses 2-pt shot from 16 ft,,124-109,,
1:00.0,,,124-109,,Defensive rebound by Team
1:00.0,N. Powell enters the game for S. Ibaka,,124-109,,
1:00.0,L. Nogueira enters the game for D. DeRozan,,124-109,,
0:49.0,,,124-112,3,J. Holiday makes 3-pt shot from 22 ft (assist by K. Dunn)
0:49.0,,,124-112,,Shooting foul by N. Powell (drawn by J. Holiday)
0:49.0,,,124-112,,P. Zipser enters the game for L. Markkanen
0:49.0,,,124-112,,J. Holiday misses free throw 1 of 1
0:47.0,,,124-112,,Offensive rebound by Team
0:44.0,,,124-112,,N. Mirotic misses 3-pt shot from 24 ft
0:41.0,Defensive rebound by P. Siakam,,124-112,,
0:21.0,P. Siakam misses 3-pt shot from 23 ft,,124-112,,
0:17.0,,,124-112,,Defensive rebound by N. Mirotic
0:09.0,,,124-115,3,J. Holiday makes 3-pt shot from 25 ft (assist by N. Mirotic)
