time,Portland,pts.away,score,pts.home,Oklahoma City
2:30.0,,,114-98,3,J. Grant makes 3-pt shot from 25 ft
2:19.0,,,114-98,,Personal foul by A. Abrines (drawn by M. Harkless)
2:19.0,M. Harkless makes free throw 1 of 2,1,115-98,,
2:19.0,J. Layman enters the game for C. McCollum,,115-98,,
2:19.0,Z. Collins enters the game for P. Connaughton,,115-98,,
2:19.0,S. Napier enters the game for A. Aminu,,115-98,,
2:19.0,N. Vonleh enters the game for J. Nurkic,,115-98,,
2:19.0,M. Harkless misses free throw 2 of 2,,115-98,,
2:18.0,,,115-98,,Defensive rebound by J. Huestis
2:12.0,,,115-98,,Shooting foul by Z. Collins (drawn by A. Abrines)
2:12.0,,,115-99,1,A. Abrines makes free throw 1 of 2
2:12.0,P. Connaughton enters the game for M. Harkless,,115-99,,
2:12.0,,,115-100,1,A. Abrines makes free throw 2 of 2
1:53.0,S. Napier misses 2-pt shot from 18 ft,,115-100,,
1:51.0,,,115-100,,Defensive rebound by Team
1:44.0,,,115-100,,J. Grant misses 3-pt shot from 24 ft
1:42.0,,,115-100,,Offensive rebound by A. Abrines
1:42.0,,,115-102,2,A. Abrines makes 2-pt shot at rim
1:26.0,Z. Collins misses 3-pt shot from 24 ft,,115-102,,
1:24.0,,,115-102,,Defensive rebound by J. Grant
1:20.0,,,115-102,,Shooting foul by Z. Collins (drawn by K. Singler)
1:20.0,,,115-102,,K. Singler misses free throw 1 of 2
1:20.0,,,115-102,,Offensive rebound by Team
1:20.0,,,115-102,,K. Singler misses free throw 2 of 2
1:16.0,Defensive rebound by N. Vonleh,,115-102,,
0:57.0,S. Napier misses 2-pt shot from 8 ft,,115-102,,
0:54.0,,,115-102,,Defensive rebound by K. Singler
0:47.0,,,115-104,2,K. Singler makes 2-pt shot from 2 ft (assist by A. Abrines)
0:25.0,N. Vonleh makes 2-pt shot from 13 ft,2,117-104,,
0:10.0,,,117-104,,Shooting foul by P. Connaughton (drawn by J. Grant)
0:10.0,,,117-105,1,J. Grant makes free throw 1 of 2
0:10.0,,,117-106,1,J. Grant makes free throw 2 of 2
