time,Washington,pts.away,score,pts.home,Toronto
0:41.0,Personal foul by M. Morris (drawn by D. Wright),,104-111,,
0:41.0,,,104-111,,D. Wright misses free throw 1 of 2
0:41.0,,,104-111,,Offensive rebound by Team
0:41.0,,,104-111,,P. Siakam enters the game for C. Miles
0:41.0,,,104-112,1,D. Wright makes free throw 2 of 2
0:35.0,B. Beal misses 3-pt shot from 25 ft,,104-112,,
0:32.0,,,104-112,,Defensive rebound by S. Ibaka
0:28.0,Personal take foul by J. Wall (drawn by P. Siakam),,104-112,,
0:28.0,,,104-113,1,P. Siakam makes free throw 1 of 2
0:28.0,,,104-114,1,P. Siakam makes free throw 2 of 2
0:21.0,J. Wall makes 2-pt shot from 1 ft,2,106-114,,
