time,Indiana,pts.away,score,pts.home,Miami
4:11.0,,,95-102,,K. Olynyk misses 2-pt shot from 18 ft
4:07.0,Defensive rebound by V. Oladipo,,95-102,,
4:01.0,Turnover by V. Oladipo (bad pass),,95-102,,
3:54.0,,,95-102,,Miami full timeout
3:44.0,,,95-104,2,D. Waiters makes 2-pt shot from 1 ft
3:24.0,T. Young misses 2-pt shot from 1 ft,,95-104,,
3:20.0,,,95-104,,Defensive rebound by K. Olynyk
3:15.0,,,95-104,,Turnover by D. Waiters (bad pass; steal by T. Young)
3:11.0,V. Oladipo misses 2-pt shot from 1 ft (block by J. Johnson),,95-104,,
3:05.0,,,95-104,,Defensive rebound by G. Dragic
2:52.0,,,95-104,,D. Waiters misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by C. Joseph,,95-104,,
2:40.0,Shooting foul by D. Waiters (drawn by D. Sabonis),,95-104,,
2:40.0,D. Sabonis makes free throw 1 of 2,1,96-104,,
2:40.0,D. Sabonis makes free throw 2 of 2,1,97-104,,
2:14.0,,,97-104,,J. Johnson misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by D. Sabonis,,97-104,,
2:06.0,D. Collison misses 2-pt shot from 1 ft,,97-104,,
2:02.0,Offensive rebound by V. Oladipo,,97-104,,
2:02.0,V. Oladipo makes 2-pt shot from 1 ft,2,99-104,,
1:49.0,,,99-104,,Offensive charge foul by J. Richardson (drawn by C. Joseph)
1:49.0,,,99-104,,Turnover by J. Richardson (offensive foul)
1:41.0,Turnover by C. Joseph (bad pass; steal by D. Waiters),,99-104,,
1:36.0,,,99-106,2,D. Waiters makes 2-pt shot from 1 ft
1:23.0,T. Young makes 2-pt shot from 1 ft (assist by D. Collison),2,101-106,,
1:09.0,,,101-108,2,G. Dragic makes 2-pt shot from 6 ft
0:55.0,T. Young makes 2-pt shot from 11 ft (assist by D. Collison),2,103-108,,
0:38.0,,,103-108,,Shooting foul by V. Oladipo (drawn by J. Johnson)
0:38.0,,,103-108,,J. Johnson misses free throw 1 of 2
0:38.0,,,103-108,,Offensive rebound by Team
0:38.0,,,103-109,1,J. Johnson makes free throw 2 of 2
0:38.0,Indiana full timeout,,103-109,,
0:38.0,,,103-109,,J. Winslow enters the game for K. Olynyk
0:34.0,D. Collison misses 3-pt shot from 26 ft,,103-109,,
0:27.0,Jump ball: J. Richardson vs. D. Sabonis (C. Joseph gains possession),,,,Jump ball: J. Richardson vs. D. Sabonis (C. Joseph gains possession)
0:27.0,Defensive rebound by Team,,103-109,,
0:23.0,V. Oladipo makes 3-pt shot from 25 ft,3,106-109,,
0:22.0,Personal foul by V. Oladipo (drawn by J. Richardson),,106-109,,
0:22.0,,,106-109,,J. Richardson misses free throw 2 of 2
0:22.0,Defensive rebound by C. Joseph,,106-109,,
0:22.0,,,106-110,1,J. Richardson makes free throw 1 of 2
0:21.0,Indiana full timeout,,106-110,,
0:12.0,C. Joseph makes 2-pt shot from 12 ft,2,108-110,,
0:12.0,,,108-110,,Miami full timeout
0:12.0,,,108-110,,K. Olynyk enters the game for J. Winslow
0:11.0,Personal foul by D. Sabonis (drawn by J. Johnson),,108-110,,
0:11.0,,,108-111,1,J. Johnson makes free throw 2 of 2
0:11.0,,,108-112,1,J. Johnson makes free throw 1 of 2
0:11.0,,,108-112,,J. Winslow enters the game for K. Olynyk
0:04.0,V. Oladipo misses 3-pt shot from 26 ft,,108-112,,
0:01.0,T. Young misses 2-pt shot from 1 ft,,108-112,,
0:00.0,Offensive rebound by D. Collison,,108-112,,
0:00.0,Offensive rebound by T. Young,,108-112,,
