time,Phoenix,pts.away,score,pts.home,New Orleans
8:47.0,Turnover by M. Chriss (offensive foul),,95-105,,
8:47.0,A. Len enters the game for M. Chriss,,95-105,,
8:35.0,,,95-105,,A. Davis misses 2-pt shot from 18 ft
8:31.0,Defensive rebound by E. Payton,,95-105,,
8:31.0,,,95-105,,Personal foul by I. Clark (drawn by E. Payton)
8:18.0,E. Payton makes 2-pt shot from 7 ft,2,97-105,,
7:59.0,,,97-105,,Turnover by A. Davis (lost ball; steal by E. Payton)
7:54.0,D. Booker makes 2-pt shot at rim (assist by J. Jackson),2,99-105,,
7:45.0,Jump ball: D. Miller vs. D. Booker (E. Moore gains possession),,,,Jump ball: D. Miller vs. D. Booker (E. Moore gains possession)
7:37.0,Personal foul by E. Payton (drawn by R. Rondo),,99-105,,
7:37.0,,,99-105,,J. Holiday enters the game for R. Rondo
7:31.0,,,99-105,,J. Holiday misses 2-pt shot from 16 ft
7:31.0,,,99-105,,Offensive rebound by Team
7:31.0,Loose ball foul by A. Len (drawn by A. Davis),,99-105,,
7:31.0,Technical foul by E. Payton,,99-105,,
7:31.0,,,99-106,1,A. Davis makes technical free throw
7:31.0,S. Harrison enters the game for E. Payton,,99-106,,
7:31.0,,,99-106,,A. Davis misses free throw 1 of 2
7:31.0,,,99-106,,Offensive rebound by Team
7:31.0,,,99-107,1,A. Davis makes free throw 2 of 2
7:22.0,J. Jackson makes 2-pt shot from 4 ft (assist by A. Len),2,101-107,,
7:22.0,Shooting foul by E. Moore (drawn by J. Jackson),,101-107,,
7:22.0,J. Jackson makes free throw 1 of 1,1,102-107,,
7:13.0,,,102-107,,Shooting foul by S. Harrison (drawn by A. Davis)
7:13.0,,,102-108,1,A. Davis makes free throw 1 of 2
7:13.0,,,102-109,1,A. Davis makes free throw 2 of 2
6:57.0,J. Jackson makes 2-pt shot from 9 ft,2,104-109,,
6:50.0,,,104-109,,Turnover by E. Moore (lost ball; steal by D. Booker)
6:45.0,D. Booker makes 2-pt shot at rim,2,106-109,,
6:28.0,,,106-109,,A. Davis misses 2-pt shot from 19 ft
6:28.0,Defensive rebound by S. Harrison,,106-109,,
6:18.0,T. Warren misses 2-pt shot from 8 ft,,106-109,,
6:18.0,,,106-109,,Defensive rebound by A. Davis
6:01.0,,,106-109,,Turnover by J. Holiday (bad pass; steal by J. Jackson)
5:56.0,Shooting foul by D. Miller (drawn by J. Jackson),,106-109,,
5:56.0,,,106-109,,New Orleans full timeout
5:56.0,,,106-109,,N. Mirotic enters the game for I. Clark
5:56.0,,,106-109,,R. Rondo enters the game for E. Moore
5:56.0,E. Payton enters the game for S. Harrison,,106-109,,
5:56.0,J. Jackson misses free throw 1 of 2,,106-109,,
5:56.0,Offensive rebound by Team,,106-109,,
5:56.0,J. Jackson makes free throw 2 of 2,1,107-109,,
5:43.0,,,107-111,2,J. Holiday makes 2-pt shot from 2 ft (assist by A. Davis)
5:22.0,Shooting foul by A. Davis (drawn by A. Len),,107-111,,
5:22.0,A. Len misses free throw 1 of 2,,107-111,,
5:22.0,Offensive rebound by Team,,107-111,,
5:22.0,A. Len makes free throw 2 of 2,1,108-111,,
5:12.0,,,108-111,,J. Holiday misses 2-pt shot from 3 ft
5:12.0,,,108-111,,Offensive rebound by A. Davis
5:12.0,Personal foul by A. Len (drawn by A. Davis),,108-111,,
5:12.0,,,108-112,1,A. Davis makes free throw 1 of 2
5:12.0,,,108-112,,A. Davis misses free throw 2 of 2
5:09.0,Defensive rebound by J. Jackson,,108-112,,
5:00.0,Shooting foul by D. Miller (drawn by E. Payton),,108-112,,
5:00.0,E. Payton makes free throw 1 of 2,1,109-112,,
5:00.0,E. Payton makes free throw 2 of 2,1,110-112,,
4:48.0,,,110-112,,Shooting foul by A. Len (drawn by A. Davis)
4:48.0,Technical foul by A. Len,,110-112,,
4:48.0,,,110-112,,A. Davis misses technical free throw
4:48.0,,,110-112,,Offensive rebound by Team
4:48.0,T. Daniels enters the game for A. Len,,110-112,,
4:48.0,,,110-113,1,A. Davis makes free throw 1 of 2
4:48.0,,,110-114,1,A. Davis makes free throw 2 of 2
4:48.0,Phoenix full timeout,,110-114,,
4:39.0,T. Warren makes 2-pt shot at rim (assist by E. Payton),2,112-114,,
4:21.0,,,112-114,,A. Davis misses 2-pt shot at rim
4:19.0,,,112-114,,Offensive rebound by A. Davis
4:18.0,,,112-114,,A. Davis misses 2-pt shot from 1 ft
4:18.0,Defensive rebound by T. Warren,,112-114,,
4:08.0,D. Booker misses 3-pt shot from 26 ft,,112-114,,
4:05.0,,,112-114,,Defensive rebound by A. Davis
3:48.0,,,112-116,2,D. Miller makes 2-pt shot at rim (assist by J. Holiday)
3:47.0,Phoenix full timeout,,112-116,,
3:35.0,J. Jackson misses 3-pt shot from 24 ft,,112-116,,
3:31.0,,,112-116,,Defensive rebound by N. Mirotic
3:11.0,,,112-116,,N. Mirotic misses 3-pt shot from 26 ft
3:07.0,Defensive rebound by D. Booker,,112-116,,
2:59.0,E. Payton misses 2-pt shot from 1 ft (block by N. Mirotic),,112-116,,
2:56.0,,,112-116,,Defensive rebound by N. Mirotic
2:37.0,,,112-116,,J. Holiday misses 2-pt shot from 9 ft
2:37.0,Defensive rebound by T. Warren,,112-116,,
2:29.0,E. Payton makes 2-pt shot from 2 ft,2,114-116,,
2:16.0,,,114-116,,D. Miller misses 3-pt shot from 24 ft
2:16.0,Defensive rebound by J. Jackson,,114-116,,
2:10.0,Offensive charge foul by T. Warren (drawn by N. Mirotic),,114-116,,
2:10.0,Turnover by T. Warren (offensive foul),,114-116,,
1:53.0,,,114-119,3,D. Miller makes 3-pt shot from 24 ft (assist by J. Holiday)
1:53.0,,,114-119,,Shooting foul by D. Booker (drawn by D. Miller)
1:53.0,,,114-119,,D. Miller misses free throw 1 of 1
1:50.0,,,114-119,,Offensive rebound by D. Miller
1:48.0,,,114-121,2,J. Holiday makes 2-pt shot from 1 ft (assist by D. Miller)
1:36.0,D. Booker makes 2-pt shot from 1 ft,2,116-121,,
1:23.0,,,116-121,,R. Rondo misses 2-pt shot at rim
1:23.0,,,116-121,,Offensive rebound by A. Davis
1:23.0,,,116-123,2,A. Davis makes 2-pt shot at rim
1:23.0,Phoenix full timeout,,116-123,,
1:14.0,D. Booker misses 3-pt shot from 24 ft,,116-123,,
1:11.0,Offensive rebound by J. Jackson,,116-123,,
1:07.0,T. Daniels misses 3-pt shot from 23 ft,,116-123,,
1:07.0,,,116-123,,Defensive rebound by A. Davis
0:39.0,,,116-123,,R. Rondo misses 3-pt shot from 23 ft
0:37.0,Defensive rebound by Team,,116-123,,
0:27.0,Personal take foul by E. Payton (drawn by J. Holiday),,116-123,,
0:27.0,Turnover by E. Payton (turnover),,116-123,,
0:27.0,,,116-124,1,J. Holiday makes free throw 1 of 2
0:27.0,,,116-125,1,J. Holiday makes free throw 2 of 2
0:21.0,J. Jackson misses 3-pt shot from 26 ft,,116-125,,
0:17.0,,,116-125,,Defensive rebound by N. Mirotic
