time,San Antonio,pts.away,score,pts.home,Utah
5:39.0,,,85-81,,Defensive rebound by J. Ingles
5:30.0,,,85-81,,J. Ingles misses 2-pt shot from 11 ft
5:29.0,Defensive rebound by D. Murray,,85-81,,
5:25.0,D. Bertans makes 2-pt shot from 2 ft (assist by D. Murray),2,87-81,,
5:24.0,,,87-81,,Utah full timeout
5:24.0,,,87-81,,R. O'Neale enters the game for J. Crowder
5:24.0,M. Ginobili enters the game for D. Bertans,,87-81,,
5:14.0,,,87-84,3,J. Ingles makes 3-pt shot from 25 ft (assist by D. Mitchell)
5:00.0,M. Ginobili misses 2-pt shot from 6 ft,,87-84,,
4:58.0,,,87-84,,Defensive rebound by D. Favors
4:53.0,,,87-87,3,D. Mitchell makes 3-pt shot from 25 ft
4:30.0,M. Ginobili misses 3-pt shot from 24 ft,,87-87,,
4:26.0,,,87-87,,Defensive rebound by J. Ingles
4:19.0,,,87-87,,Shooting foul by P. Gasol (drawn by D. Favors)
4:19.0,,,87-87,,D. Favors misses free throw 1 of 2
4:19.0,,,87-87,,Offensive rebound by Team
4:19.0,,,87-87,,J. Crowder enters the game for R. Neto
4:19.0,D. Green enters the game for D. Murray,,87-87,,
4:19.0,,,87-88,1,D. Favors makes free throw 2 of 2
4:02.0,P. Gasol makes 2-pt shot from 4 ft (assist by M. Ginobili),2,89-88,,
4:02.0,,,89-88,,Violation by D. Favors (def goaltending)
3:47.0,,,89-90,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
3:30.0,P. Gasol makes 2-pt shot from 8 ft,2,91-90,,
3:11.0,,,91-92,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
2:56.0,Turnover by K. Anderson (bad pass; steal by D. Mitchell),,91-92,,
2:54.0,Personal foul by P. Mills (drawn by D. Mitchell),,91-92,,
2:54.0,,,91-93,1,D. Mitchell makes free throw 1 of 2
2:54.0,,,91-94,1,D. Mitchell makes free throw 2 of 2
2:40.0,K. Anderson makes 2-pt shot from 2 ft (assist by P. Gasol),2,93-94,,
2:27.0,Personal foul by M. Ginobili (drawn by D. Mitchell),,93-94,,
2:27.0,,,93-94,,D. Mitchell misses free throw 1 of 2
2:27.0,,,93-94,,Offensive rebound by Team
2:27.0,D. Murray enters the game for K. Anderson,,93-94,,
2:27.0,,,93-95,1,D. Mitchell makes free throw 2 of 2
2:16.0,D. Green misses 3-pt shot from 25 ft,,93-95,,
2:11.0,Offensive rebound by P. Gasol,,93-95,,
2:09.0,Shooting foul by J. Crowder (drawn by P. Gasol),,93-95,,
2:09.0,P. Gasol misses free throw 1 of 2,,93-95,,
2:09.0,Offensive rebound by Team,,93-95,,
2:09.0,P. Gasol makes free throw 2 of 2,1,94-95,,
1:51.0,,,94-95,,D. Mitchell misses 2-pt shot from 8 ft
1:50.0,,,94-95,,Offensive rebound by D. Favors
1:38.0,,,94-95,,Shooting foul by D. Green (drawn by D. Favors)
1:38.0,,,94-95,,D. Favors misses free throw 1 of 2
1:38.0,,,94-95,,Offensive rebound by Team
1:38.0,,,94-96,1,D. Favors makes free throw 2 of 2
1:27.0,D. Green makes 3-pt shot from 24 ft (assist by P. Mills),3,97-96,,
1:12.0,,,97-96,,D. Mitchell misses 2-pt shot from 3 ft
1:11.0,Defensive rebound by Team,,97-96,,
1:11.0,K. Anderson enters the game for D. Murray,,97-96,,
1:01.0,Turnover by K. Anderson (lost ball; steal by D. Mitchell),,97-96,,
0:59.0,,,97-98,2,D. Mitchell makes 2-pt shot at rim
0:47.0,K. Anderson misses 2-pt shot from 11 ft (block by D. Favors),,97-98,,
0:47.0,Offensive rebound by K. Anderson,,97-98,,
0:47.0,,,97-98,,Personal foul by J. Ingles (drawn by K. Anderson)
0:47.0,K. Anderson makes free throw 1 of 2,1,98-98,,
0:47.0,K. Anderson makes free throw 2 of 2,1,99-98,,
0:39.0,,,99-100,2,D. Mitchell makes 2-pt shot from 18 ft
0:22.0,Turnover by M. Ginobili (bad pass; steal by D. Favors),,99-100,,
0:17.0,Personal foul by K. Anderson (drawn by D. Mitchell),,99-100,,
0:17.0,,,99-101,1,D. Mitchell makes free throw 1 of 2
0:17.0,,,99-101,,D. Mitchell misses free throw 2 of 2
0:16.0,Defensive rebound by P. Gasol,,99-101,,
0:16.0,San Antonio full timeout,,99-101,,
0:16.0,,,99-101,,R. Gobert enters the game for D. Favors
0:00.0,M. Ginobili misses 3-pt shot from 23 ft,,99-101,,
0:00.0,Offensive rebound by Team,,99-101,,
