time,Utah,pts.away,score,pts.home,Sacramento
5:01.0,,,92-81,2,B. Hield makes 2-pt shot from 2 ft (assist by K. Koufos)
4:43.0,D. Mitchell misses 3-pt shot from 27 ft,,92-81,,
4:40.0,,,92-81,,Defensive rebound by K. Koufos
4:30.0,,,92-81,,K. Koufos misses 2-pt shot from 1 ft
4:30.0,Defensive rebound by R. Gobert,,92-81,,
4:22.0,J. Ingles misses 3-pt shot from 23 ft,,92-81,,
4:18.0,,,92-81,,Defensive rebound by B. Bogdanovic
4:18.0,Personal foul by R. Rubio (drawn by D. Fox),,92-81,,
4:18.0,J. Crowder enters the game for D. Favors,,92-81,,
4:12.0,Personal foul by J. Crowder (drawn by V. Carter),,92-81,,
4:03.0,,,92-83,2,B. Bogdanovic makes 2-pt shot from 4 ft
3:52.0,Offensive foul by J. Ingles (drawn by B. Bogdanovic),,92-83,,
3:52.0,Turnover by J. Ingles (offensive foul),,92-83,,
3:33.0,,,92-83,,V. Carter misses 2-pt shot from 6 ft
3:30.0,Defensive rebound by R. Rubio,,92-83,,
3:18.0,D. Mitchell makes 2-pt shot from 4 ft,2,94-83,,
2:56.0,,,94-83,,B. Hield misses 2-pt shot from 16 ft
2:51.0,,,94-83,,Offensive rebound by V. Carter
2:51.0,,,94-83,,V. Carter misses 2-pt shot at rim
2:50.0,Defensive rebound by J. Ingles,,94-83,,
2:36.0,,,94-83,,Sacramento full timeout
2:36.0,,,94-83,,S. Labissiere enters the game for V. Carter
2:36.0,,,94-83,,J. Jackson enters the game for K. Koufos
2:29.0,Turnover by R. Rubio (bad pass; steal by D. Fox),,94-83,,
2:23.0,,,94-86,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by D. Fox)
1:58.0,R. Rubio misses 3-pt shot from 25 ft,,94-86,,
1:56.0,,,94-86,,Defensive rebound by D. Fox
1:46.0,,,94-86,,Turnover by J. Jackson (lost ball; steal by R. Rubio)
1:29.0,D. Mitchell misses 2-pt shot from 11 ft,,94-86,,
1:26.0,Offensive rebound by D. Mitchell,,94-86,,
1:25.0,Shooting foul by S. Labissiere (drawn by R. Gobert),,94-86,,
1:25.0,R. Gobert makes free throw 1 of 2,1,95-86,,
1:25.0,R. Gobert misses free throw 2 of 2,,95-86,,
1:21.0,,,95-86,,Defensive rebound by J. Jackson
1:12.0,,,95-86,,D. Fox misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by D. Mitchell,,95-86,,
0:57.0,J. Ingles misses 3-pt shot from 24 ft,,95-86,,
0:54.0,,,95-86,,Defensive rebound by S. Labissiere
0:49.0,,,95-88,2,D. Fox makes 2-pt shot from 2 ft
0:49.0,,,95-88,,Shooting foul by D. Mitchell (drawn by D. Fox)
0:49.0,,,95-89,1,D. Fox makes free throw 1 of 1
0:36.0,,,95-89,,Personal foul by B. Hield (drawn by R. Rubio)
0:36.0,R. Rubio makes free throw 1 of 2,1,96-89,,
0:36.0,R. Rubio misses free throw 2 of 2,,96-89,,
0:32.0,,,96-89,,Defensive rebound by J. Jackson
0:26.0,,,96-89,,B. Bogdanovic misses 2-pt shot from 3 ft (block by R. Gobert)
0:23.0,Defensive rebound by D. Mitchell,,96-89,,
0:23.0,,,96-89,,Personal foul by D. Fox (drawn by D. Mitchell)
0:23.0,D. Mitchell makes free throw 1 of 2,1,97-89,,
0:23.0,D. Mitchell makes free throw 2 of 2,1,98-89,,
0:17.0,Personal foul by J. Ingles (drawn by B. Bogdanovic),,98-89,,
0:17.0,,,98-90,1,B. Bogdanovic makes free throw 1 of 2
0:17.0,,,98-91,1,B. Bogdanovic makes free throw 2 of 2
