time,Toronto,pts.away,score,pts.home,Brooklyn
8:50.0,,,85-74,,Defensive rebound by S. Dinwiddie
8:45.0,,,85-74,,Turnover by Q. Acy (step out of bounds)
8:31.0,P. Siakam misses 3-pt shot from 22 ft,,85-74,,
8:27.0,Offensive rebound by D. Wright,,85-74,,
8:16.0,Turnover by F. VanVleet (bad pass; steal by S. Dinwiddie),,85-74,,
8:11.0,,,85-77,3,S. Dinwiddie makes 3-pt shot from 28 ft
7:45.0,,,85-77,,Personal foul by A. Crabbe (drawn by C. Miles)
7:45.0,,,85-77,,R. Hollis-Jefferson enters the game for J. Okafor
7:45.0,K. Lowry enters the game for C. Miles,,85-77,,
7:39.0,L. Nogueira misses 2-pt shot from 1 ft,,85-77,,
7:35.0,Offensive rebound by P. Siakam,,85-77,,
7:35.0,P. Siakam makes 2-pt shot at rim,2,87-77,,
7:28.0,,,87-77,,S. Dinwiddie misses 3-pt shot from 24 ft
7:27.0,,,87-77,,Offensive rebound by Team
7:20.0,,,87-79,2,S. Dinwiddie makes 2-pt shot at rim
7:06.0,Turnover by F. VanVleet (lost ball; steal by C. LeVert),,87-79,,
7:00.0,,,87-79,,S. Dinwiddie misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by L. Nogueira,,87-79,,
6:43.0,D. Wright misses 2-pt shot from 4 ft,,87-79,,
6:40.0,,,87-79,,Defensive rebound by R. Hollis-Jefferson
6:35.0,,,87-79,,Shooting foul by L. Nogueira (drawn by A. Crabbe)
6:35.0,,,87-80,1,A. Crabbe makes free throw 1 of 2
6:35.0,,,87-81,1,A. Crabbe makes free throw 2 of 2
6:35.0,Toronto full timeout,,87-81,,
6:35.0,D. DeRozan enters the game for P. Siakam,,87-81,,
6:35.0,S. Ibaka enters the game for D. Wright,,87-81,,
6:35.0,J. Valanciunas enters the game for L. Nogueira,,87-81,,
6:25.0,K. Lowry makes 2-pt shot from 12 ft,2,89-81,,
6:14.0,Personal foul by S. Ibaka (drawn by R. Hollis-Jefferson),,89-81,,
6:14.0,,,89-81,,R. Hollis-Jefferson misses free throw 1 of 2
6:14.0,,,89-81,,Offensive rebound by Team
6:14.0,,,89-82,1,R. Hollis-Jefferson makes free throw 2 of 2
6:03.0,J. Valanciunas misses 2-pt shot from 9 ft,,89-82,,
6:00.0,,,89-82,,Defensive rebound by R. Hollis-Jefferson
5:59.0,,,89-82,,Turnover by R. Hollis-Jefferson (lost ball; steal by K. Lowry)
5:51.0,K. Lowry makes 2-pt shot at rim,2,91-82,,
5:30.0,,,91-82,,Shooting foul by F. VanVleet (drawn by S. Dinwiddie)
5:30.0,,,91-82,,S. Dinwiddie misses free throw 1 of 3
5:30.0,,,91-82,,Offensive rebound by Team
5:30.0,,,91-83,1,S. Dinwiddie makes free throw 2 of 3
5:30.0,,,91-84,1,S. Dinwiddie makes free throw 3 of 3
5:18.0,K. Lowry makes 3-pt shot from 24 ft,3,94-84,,
5:00.0,,,94-84,,J. Harris enters the game for C. LeVert
4:57.0,,,94-86,2,J. Harris makes 2-pt shot at rim (assist by A. Crabbe)
4:40.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry),2,96-86,,
4:29.0,,,96-86,,Q. Acy misses 3-pt shot from 24 ft
4:27.0,Defensive rebound by J. Valanciunas,,96-86,,
4:22.0,F. VanVleet misses 3-pt shot from 22 ft,,96-86,,
4:19.0,,,96-86,,Defensive rebound by R. Hollis-Jefferson
4:11.0,,,96-89,3,Q. Acy makes 3-pt shot from 22 ft (assist by R. Hollis-Jefferson)
3:47.0,Turnover by J. Valanciunas (lost ball; steal by Q. Acy),,96-89,,
3:42.0,,,96-89,,Turnover by A. Crabbe (bad pass)
3:42.0,Toronto full timeout,,96-89,,
3:30.0,K. Lowry misses 2-pt shot from 8 ft,,96-89,,
3:27.0,Offensive rebound by S. Ibaka,,96-89,,
3:27.0,S. Ibaka makes 2-pt shot at rim,2,98-89,,
3:19.0,,,98-92,3,Q. Acy makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
3:00.0,D. DeRozan makes 2-pt shot from 15 ft,2,100-92,,
2:49.0,,,100-94,2,S. Dinwiddie makes 2-pt shot from 1 ft
2:31.0,D. DeRozan makes 2-pt shot from 17 ft,2,102-94,,
2:19.0,,,102-97,3,S. Dinwiddie makes 3-pt shot from 24 ft
1:53.0,K. Lowry misses 2-pt shot from 22 ft,,102-97,,
1:51.0,,,102-97,,Defensive rebound by A. Crabbe
1:45.0,,,102-100,3,J. Harris makes 3-pt shot from 23 ft (assist by S. Dinwiddie)
1:45.0,Toronto full timeout,,102-100,,
1:45.0,D. Wright enters the game for J. Valanciunas,,102-100,,
1:33.0,D. DeRozan makes 2-pt shot from 3 ft,2,104-100,,
1:25.0,,,104-100,,Q. Acy misses 3-pt shot from 24 ft
1:25.0,,,104-100,,Offensive rebound by R. Hollis-Jefferson
1:18.0,Jump ball: R. Hollis-Jefferson vs. S. Ibaka (S. Dinwiddie gains possession),,,,Jump ball: R. Hollis-Jefferson vs. S. Ibaka (S. Dinwiddie gains possession)
1:07.0,,,104-100,,Shooting foul by S. Ibaka (drawn by S. Dinwiddie)
1:07.0,,,104-101,1,S. Dinwiddie makes free throw 1 of 2
1:07.0,,,104-101,,C. LeVert enters the game for J. Harris
1:07.0,,,104-102,1,S. Dinwiddie makes free throw 2 of 2
0:54.0,D. DeRozan makes 2-pt shot from 6 ft,2,106-102,,
0:54.0,Shooting foul by A. Crabbe (drawn by D. DeRozan),,106-102,,
0:54.0,D. DeRozan makes free throw 1 of 1,1,107-102,,
0:54.0,,,107-102,,Brooklyn full timeout
0:54.0,,,107-102,,J. Harris enters the game for C. LeVert
0:48.0,,,107-102,,R. Hollis-Jefferson misses 3-pt shot from 25 ft
0:44.0,,,107-102,,Offensive rebound by J. Harris
0:41.0,,,107-105,3,S. Dinwiddie makes 3-pt shot from 26 ft (assist by R. Hollis-Jefferson)
0:23.0,D. DeRozan misses 2-pt shot from 16 ft,,107-105,,
0:23.0,,,107-105,,Defensive rebound by S. Dinwiddie
0:18.0,,,107-105,,Turnover by A. Crabbe (bad pass; steal by D. Wright)
0:17.0,Turnover by D. Wright (bad pass; steal by S. Dinwiddie),,107-105,,
0:09.0,,,107-107,2,A. Crabbe makes 2-pt shot from 4 ft (assist by S. Dinwiddie)
0:09.0,Toronto full timeout,,107-107,,
0:09.0,,,107-107,,C. LeVert enters the game for A. Crabbe
0:09.0,C. Miles enters the game for F. VanVleet,,107-107,,
0:00.0,D. DeRozan misses 2-pt shot from 22 ft,,107-107,,
0:00.0,Offensive rebound by Team,,107-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: R. Hollis-Jefferson vs. S. Ibaka (S. Dinwiddie gains possession),,,,Jump ball: R. Hollis-Jefferson vs. S. Ibaka (S. Dinwiddie gains possession)
4:39.0,,,107-109,2,S. Dinwiddie makes 2-pt shot at rim
4:12.0,K. Lowry misses 2-pt shot from 5 ft,,107-109,,
4:10.0,,,107-109,,Defensive rebound by S. Dinwiddie
4:02.0,,,107-111,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by C. LeVert)
3:48.0,D. DeRozan misses 2-pt shot from 15 ft,,107-111,,
3:44.0,,,107-111,,Defensive rebound by R. Hollis-Jefferson
3:23.0,,,107-111,,S. Dinwiddie misses 3-pt shot from 29 ft
3:20.0,,,107-111,,Offensive rebound by S. Dinwiddie
3:06.0,,,107-111,,C. LeVert misses 2-pt shot from 2 ft
3:06.0,Defensive rebound by K. Lowry,,107-111,,
3:01.0,,,107-111,,Personal block foul by R. Hollis-Jefferson (drawn by K. Lowry)
2:54.0,D. DeRozan misses 2-pt shot from 15 ft,,107-111,,
2:51.0,Offensive rebound by D. Wright,,107-111,,
2:51.0,D. Wright makes 2-pt shot at rim,2,109-111,,
2:24.0,,,109-111,,J. Harris misses 2-pt shot from 2 ft (block by D. Wright)
2:22.0,Defensive rebound by K. Lowry,,109-111,,
2:18.0,Turnover by K. Lowry (palming),,109-111,,
2:02.0,,,109-111,,Offensive foul by Q. Acy (drawn by K. Lowry)
2:02.0,,,109-111,,Turnover by Q. Acy (offensive foul)
2:02.0,F. VanVleet enters the game for P. Siakam,,109-111,,
1:48.0,S. Ibaka misses 2-pt shot from 10 ft,,109-111,,
1:44.0,,,109-111,,Defensive rebound by R. Hollis-Jefferson
1:37.0,,,109-111,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
1:35.0,Defensive rebound by S. Ibaka,,109-111,,
1:29.0,D. DeRozan makes 2-pt shot from 12 ft (assist by K. Lowry),2,111-111,,
1:18.0,,,111-111,,S. Dinwiddie misses 2-pt shot from 1 ft (block by S. Ibaka)
1:17.0,Defensive rebound by D. DeRozan,,111-111,,
1:11.0,D. Wright misses 2-pt shot from 6 ft,,111-111,,
1:09.0,Offensive rebound by Team,,111-111,,
1:09.0,,,111-111,,Loose ball foul by J. Harris (drawn by K. Lowry)
1:09.0,Toronto full timeout,,111-111,,
1:09.0,C. Miles enters the game for K. Lowry,,111-111,,
1:05.0,D. DeRozan misses 2-pt shot from 19 ft,,111-111,,
1:02.0,,,111-111,,Defensive rebound by R. Hollis-Jefferson
0:42.0,,,111-113,2,S. Dinwiddie makes 2-pt shot from 3 ft
0:37.0,D. DeRozan misses 2-pt shot from 11 ft,,111-113,,
0:34.0,,,111-113,,Defensive rebound by Q. Acy
0:30.0,Jump ball: Q. Acy vs. D. DeRozan (C. Miles gains possession),,,,Jump ball: Q. Acy vs. D. DeRozan (C. Miles gains possession)
0:30.0,,,111-113,,Turnover by Q. Acy (lost ball; steal by S. Ibaka)
0:26.0,D. DeRozan makes 2-pt shot from 7 ft,2,113-113,,
0:26.0,Shooting foul by J. Harris (drawn by D. DeRozan),,113-113,,
0:26.0,P. Siakam enters the game for C. Miles,,113-113,,
0:26.0,D. DeRozan makes free throw 1 of 1,1,114-113,,
0:26.0,,,114-113,,Brooklyn full timeout
0:26.0,,,114-113,,A. Crabbe enters the game for R. Hollis-Jefferson
0:13.0,Personal foul by P. Siakam (drawn by S. Dinwiddie),,114-113,,
0:00.0,,,114-113,,S. Dinwiddie misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by Team,,114-113,,
0:00.0,C. Miles enters the game for P. Siakam,,114-113,,
