time,Charlotte,pts.away,score,pts.home,Orlando
2:28.0,,,128-93,,W. Iwundu misses 2-pt shot from 2 ft (block by M. Monk)
2:23.0,Defensive rebound by W. Hernangomez,,128-93,,
2:20.0,F. Kaminsky makes 2-pt shot from 6 ft (assist by M. Monk),2,130-93,,
2:07.0,,,130-95,2,K. Birch makes 2-pt shot from 1 ft (assist by R. Purvis)
1:50.0,J. Stone makes 3-pt shot from 22 ft (assist by M. Paige),3,133-95,,
1:29.0,,,133-97,2,R. Purvis makes 2-pt shot from 12 ft
1:06.0,W. Hernangomez makes 2-pt shot at rim (assist by J. Stone),2,135-97,,
0:49.0,Personal foul by W. Hernangomez (drawn by R. Purvis),,135-97,,
0:49.0,,,135-97,,R. Purvis misses free throw 1 of 2
0:49.0,,,135-97,,Offensive rebound by Team
0:49.0,,,135-98,1,R. Purvis makes free throw 2 of 2
0:25.0,M. Monk makes 2-pt shot from 1 ft (assist by J. Stone),2,137-98,,
0:17.0,,,137-100,2,W. Iwundu makes 2-pt shot from 1 ft (assist by R. Purvis)
