time,Brooklyn,pts.away,score,pts.home,Cleveland
1:32.0,,,107-114,1,L. James makes free throw 1 of 2
1:32.0,,,107-115,1,L. James makes free throw 2 of 2
1:18.0,,,107-115,,Personal foul by D. Wade (drawn by J. Harris)
1:18.0,J. Harris misses free throw 1 of 2,,107-115,,
1:18.0,Offensive rebound by Team,,107-115,,
1:18.0,J. Harris misses free throw 2 of 2,,107-115,,
1:15.0,,,107-115,,Defensive rebound by K. Love
0:55.0,,,107-118,3,L. James makes 3-pt shot from 29 ft
0:55.0,Brooklyn full timeout,,107-118,,
0:49.0,D. Carroll makes 2-pt shot at rim (assist by S. Dinwiddie),2,109-118,,
0:40.0,,,109-118,,K. Korver misses 3-pt shot from 23 ft
0:35.0,Defensive rebound by D. Carroll,,109-118,,
0:29.0,A. Crabbe misses 2-pt shot from 17 ft,,109-118,,
0:28.0,,,109-118,,Defensive rebound by Team
0:28.0,Loose ball foul by D. Carroll (drawn by D. Wade),,109-118,,
0:28.0,,,109-119,1,D. Wade makes free throw 1 of 2
0:28.0,,,109-119,,J. Calderon enters the game for K. Love
0:28.0,,,109-119,,A. Zizic enters the game for J. Smith
0:28.0,,,109-119,,J. Holland enters the game for L. James
0:28.0,,,109-119,,C. Osman enters the game for K. Korver
0:28.0,,,109-119,,D. Wade misses free throw 2 of 2
0:28.0,Defensive rebound by R. Hollis-Jefferson,,109-119,,
0:28.0,Brooklyn full timeout,,109-119,,
0:28.0,Q. Acy enters the game for S. Dinwiddie,,109-119,,
0:28.0,S. Kilpatrick enters the game for D. Carroll,,109-119,,
0:28.0,C. LeVert enters the game for R. Hollis-Jefferson,,109-119,,
0:28.0,T. Zeller enters the game for A. Crabbe,,109-119,,
0:25.0,S. Kilpatrick misses 3-pt shot from 30 ft,,109-119,,
0:22.0,,,109-119,,Defensive rebound by D. Wade
