time,Washington,pts.away,score,pts.home,Brooklyn
5:37.0,Defensive rebound by C. McCullough,,70-108,,
5:19.0,T. Frazier misses 2-pt shot from 14 ft,,70-108,,
5:17.0,,,70-108,,Defensive rebound by Q. Acy
5:06.0,,,70-110,2,T. Mozgov makes 2-pt shot from 3 ft (assist by J. Harris)
4:51.0,K. Oubre makes 2-pt shot from 10 ft,2,72-110,,
4:42.0,,,72-110,,N. Stauskas misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by J. Smith,,72-110,,
4:34.0,C. McCullough makes 2-pt shot from 14 ft (assist by T. Frazier),2,74-110,,
4:14.0,,,74-112,2,T. Mozgov makes 2-pt shot from 3 ft (assist by N. Stauskas)
3:59.0,J. Smith makes 2-pt shot from 14 ft (assist by T. Frazier),2,76-112,,
3:45.0,,,76-114,2,A. Crabbe makes 2-pt shot from 6 ft (assist by T. Mozgov)
3:37.0,Turnover by T. Frazier (bad pass; steal by N. Stauskas),,76-114,,
3:32.0,,,76-116,2,N. Stauskas makes 2-pt shot at rim
3:18.0,Shooting foul by J. Harris (drawn by J. Meeks),,76-116,,
3:18.0,J. Meeks makes free throw 1 of 3,1,77-116,,
3:18.0,J. Meeks makes free throw 2 of 3,1,78-116,,
3:18.0,J. Meeks misses free throw 3 of 3,,78-116,,
3:15.0,,,78-116,,Defensive rebound by A. Crabbe
3:07.0,Personal foul by J. Smith (drawn by T. Mozgov),,78-116,,
3:02.0,,,78-116,,N. Stauskas misses 3-pt shot from 24 ft
2:56.0,,,78-116,,Offensive rebound by J. Harris
2:46.0,,,78-116,,Q. Acy misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by J. Smith,,78-116,,
2:37.0,J. Meeks misses 2-pt shot from 12 ft,,78-116,,
2:34.0,,,78-116,,Defensive rebound by J. Harris
2:26.0,,,78-116,,Offensive foul by T. Mozgov (drawn by J. Smith)
2:26.0,,,78-116,,Turnover by T. Mozgov (offensive foul)
2:26.0,Washington full timeout,,78-116,,
2:12.0,K. Oubre misses 3-pt shot from 25 ft,,78-116,,
2:10.0,,,78-116,,Defensive rebound by N. Stauskas
1:59.0,,,78-116,,Turnover by N. Stauskas (lost ball; steal by T. Frazier)
1:57.0,C. McCullough makes 2-pt shot from 2 ft (assist by T. Frazier),2,80-116,,
1:35.0,,,80-116,,Q. Acy misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by J. Smith,,80-116,,
1:21.0,C. McCullough makes 2-pt shot from 13 ft (assist by T. Frazier),2,82-116,,
1:00.0,,,82-119,3,J. Harris makes 3-pt shot from 25 ft (assist by A. Crabbe)
0:52.0,T. Frazier makes 2-pt shot from 18 ft,2,84-119,,
0:36.0,,,84-119,,N. Stauskas misses 2-pt shot from 5 ft
0:34.0,Defensive rebound by J. Smith,,84-119,,
0:29.0,K. Oubre misses 2-pt shot from 3 ft,,84-119,,
0:27.0,,,84-119,,Defensive rebound by Team
0:13.0,,,84-119,,Turnover by Team (shot clock)
0:00.0,C. McCullough misses 3-pt shot from 25 ft,,84-119,,
0:00.0,Offensive rebound by Team,,84-119,,
