time,Cleveland,pts.away,score,pts.home,Boston
1:47.0,A. Zizic makes 2-pt shot from 3 ft (assist by C. Osman),2,118-92,,
1:36.0,,,118-92,,S. Ojeleye misses 3-pt shot from 23 ft
1:33.0,Defensive rebound by L. Nance,,118-92,,
1:17.0,C. Osman makes 3-pt shot from 23 ft (assist by J. Calderon),3,121-92,,
1:08.0,,,121-94,2,S. Ojeleye makes 2-pt shot from 4 ft (assist by G. Monroe)
0:52.0,J. Calderon misses 2-pt shot from 19 ft,,121-94,,
0:51.0,,,121-94,,Defensive rebound by D. Theis
0:45.0,,,121-94,,T. Rozier misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by L. Nance,,121-94,,
0:26.0,Turnover by C. Osman (lost ball; steal by G. Monroe),,121-94,,
0:22.0,,,121-96,2,A. Nader makes 2-pt shot from 1 ft
0:22.0,,,121-96,,Shooting foul by L. Nance (drawn by A. Nader)
0:22.0,,,121-96,,A. Nader misses free throw 1 of 1
0:19.0,,,121-96,,Offensive rebound by D. Theis
0:18.0,,,121-99,3,T. Rozier makes 3-pt shot from 27 ft (assist by D. Theis)
