time,Atlanta,pts.away,score,pts.home,Cleveland
7:43.0,K. Bazemore enters the game for J. Collins,,98-87,,
7:32.0,D. Dedmon makes 2-pt shot from 1 ft (assist by K. Bazemore),2,100-87,,
7:32.0,Shooting foul by J. Green (drawn by D. Dedmon),,100-87,,
7:32.0,D. Dedmon makes free throw 1 of 1,1,101-87,,
7:22.0,Personal foul by T. Waller-Prince (drawn by L. James),,101-87,,
7:17.0,,,101-90,3,K. Korver makes 3-pt shot from 25 ft (assist by D. Wade)
6:57.0,K. Bazemore makes 2-pt shot from 18 ft,2,103-90,,
6:48.0,,,103-90,,Offensive foul by L. James (drawn by I. Taylor)
6:48.0,,,103-90,,Turnover by L. James (offensive foul)
6:28.0,Turnover by K. Bazemore (bad pass),,103-90,,
6:22.0,,,103-90,,K. Korver misses 3-pt shot from 24 ft
6:18.0,Defensive rebound by D. Dedmon,,103-90,,
6:00.0,T. Waller-Prince misses 3-pt shot from 25 ft,,103-90,,
5:57.0,,,103-90,,Defensive rebound by K. Korver
5:50.0,,,103-93,3,J. Smith makes 3-pt shot from 25 ft (assist by J. Green)
5:36.0,I. Taylor misses 2-pt shot from 1 ft,,103-93,,
5:36.0,Offensive rebound by D. Dedmon,,103-93,,
5:36.0,D. Dedmon misses 2-pt shot at rim,,103-93,,
5:35.0,,,103-93,,Defensive rebound by D. Wade
5:29.0,,,103-95,2,L. James makes 2-pt shot from 1 ft
5:27.0,Atlanta full timeout,,103-95,,
5:27.0,D. Schroder enters the game for I. Taylor,,103-95,,
5:27.0,J. Collins enters the game for D. Dedmon,,103-95,,
5:03.0,L. Babbitt makes 3-pt shot from 26 ft (assist by D. Schroder),3,106-95,,
4:49.0,,,106-95,,Turnover by D. Wade (bad pass)
4:38.0,T. Waller-Prince misses 2-pt shot at rim (block by L. James),,106-95,,
4:36.0,,,106-95,,Defensive rebound by Team
4:29.0,,,106-98,3,K. Korver makes 3-pt shot from 23 ft (assist by L. James)
4:04.0,K. Bazemore makes 2-pt shot from 2 ft,2,108-98,,
3:48.0,,,108-98,,J. Green misses 2-pt shot from 9 ft
3:45.0,Defensive rebound by J. Collins,,108-98,,
3:24.0,K. Bazemore misses 3-pt shot from 22 ft,,108-98,,
3:24.0,Offensive rebound by Team,,108-98,,
3:24.0,,,108-98,,Loose ball foul by J. Smith (drawn by J. Collins)
3:24.0,J. Collins makes free throw 1 of 2,1,109-98,,
3:24.0,J. Collins makes free throw 2 of 2,1,110-98,,
3:14.0,,,110-101,3,K. Korver makes 3-pt shot from 23 ft (assist by L. James)
2:45.0,K. Bazemore misses 2-pt shot from 20 ft,,110-101,,
2:42.0,,,110-101,,Defensive rebound by J. Green
2:36.0,,,110-103,2,L. James makes 2-pt shot from 1 ft (assist by D. Wade)
2:10.0,D. Schroder makes 2-pt shot from 2 ft (assist by K. Bazemore),2,112-103,,
1:47.0,,,112-106,3,J. Green makes 3-pt shot from 25 ft (assist by D. Wade)
1:23.0,D. Schroder misses 2-pt shot from 1 ft,,112-106,,
1:21.0,,,112-106,,Defensive rebound by D. Wade
1:19.0,Personal foul by L. Babbitt (drawn by L. James),,112-106,,
1:19.0,,,112-106,,Cleveland full timeout
1:19.0,I. Taylor enters the game for L. Babbitt,,112-106,,
1:11.0,,,112-106,,K. Korver misses 3-pt shot from 26 ft
1:09.0,Defensive rebound by J. Collins,,112-106,,
0:50.0,Turnover by J. Collins (traveling),,112-106,,
0:39.0,,,112-106,,D. Wade misses 3-pt shot from 23 ft
0:36.0,Defensive rebound by K. Bazemore,,112-106,,
0:32.0,,,112-106,,Personal foul by J. Smith (drawn by K. Bazemore)
0:32.0,K. Bazemore misses free throw 1 of 2,,112-106,,
0:32.0,Offensive rebound by Team,,112-106,,
0:32.0,K. Bazemore makes free throw 2 of 2,1,113-106,,
0:28.0,Personal foul by T. Waller-Prince (drawn by L. James),,113-106,,
0:28.0,,,113-107,1,L. James makes free throw 2 of 2
0:28.0,,,113-108,1,L. James makes free throw 1 of 2
0:28.0,D. Dedmon enters the game for I. Taylor,,113-108,,
0:28.0,Atlanta full timeout,,113-108,,
0:28.0,L. Babbitt enters the game for T. Waller-Prince,,113-108,,
0:28.0,I. Taylor enters the game for J. Collins,,113-108,,
0:28.0,Atlanta full timeout,,113-108,,
0:25.0,,,113-108,,Personal foul by L. James (drawn by D. Schroder)
0:25.0,D. Schroder makes free throw 1 of 2,1,114-108,,
0:25.0,T. Waller-Prince enters the game for L. Babbitt,,114-108,,
0:25.0,D. Schroder makes free throw 2 of 2,1,115-108,,
0:25.0,,,115-108,,Cleveland full timeout
0:25.0,,,115-108,,C. Frye enters the game for J. Green
0:22.0,,,115-111,3,K. Korver makes 3-pt shot from 26 ft (assist by L. James)
0:22.0,Turnover by I. Taylor (step out of bounds),,115-111,,
0:21.0,,,115-113,2,L. James makes 2-pt shot from 1 ft (assist by D. Wade)
0:18.0,,,115-113,,Personal foul by D. Wade (drawn by D. Schroder)
0:18.0,D. Schroder makes free throw 1 of 2,1,116-113,,
0:18.0,D. Schroder makes free throw 2 of 2,1,117-113,,
0:12.0,,,117-115,2,L. James makes 2-pt shot from 1 ft
0:12.0,,,117-115,,Personal foul by J. Smith (drawn by I. Taylor)
0:12.0,I. Taylor misses free throw 1 of 2,,117-115,,
0:12.0,Offensive rebound by Team,,117-115,,
0:12.0,I. Taylor misses free throw 2 of 2,,117-115,,
0:09.0,,,117-115,,Defensive rebound by L. James
0:03.0,,,117-115,,C. Frye misses 3-pt shot from 25 ft
0:03.0,,,117-115,,Offensive rebound by D. Wade
0:03.0,,,117-115,,D. Wade misses 2-pt shot from 1 ft
0:00.0,,,117-115,,Offensive rebound by D. Wade
