time,Milwaukee,pts.away,score,pts.home,Detroit
4:38.0,,,72-100,,E. Moreland misses 2-pt shot from 21 ft
4:37.0,,,72-100,,Offensive rebound by A. Tolliver
4:21.0,,,72-103,3,L. Galloway makes 3-pt shot from 25 ft (assist by E. Moreland)
4:05.0,X. Munford misses 3-pt shot from 26 ft,,72-103,,
4:01.0,Offensive rebound by S. Brown,,72-103,,
3:56.0,Turnover by S. Brown (lost ball; steal by D. Buycks),,72-103,,
3:34.0,,,72-103,,D. Buycks misses 3-pt shot from 24 ft
3:31.0,Defensive rebound by T. Zeller,,72-103,,
3:30.0,,,72-103,,L. Kennard enters the game for S. Johnson
3:30.0,,,72-103,,H. Ellenson enters the game for A. Tolliver
3:18.0,D. Wilson makes 2-pt shot from 7 ft (assist by X. Munford),2,74-103,,
3:05.0,,,74-105,2,D. Buycks makes 2-pt shot at rim (assist by E. Moreland)
2:52.0,Shooting foul by E. Moreland (drawn by S. Kilpatrick),,74-105,,
2:52.0,S. Kilpatrick misses free throw 1 of 2,,74-105,,
2:52.0,Offensive rebound by Team,,74-105,,
2:52.0,S. Kilpatrick makes free throw 2 of 2,1,75-105,,
2:44.0,,,75-105,,Shooting foul by X. Munford (drawn by D. Buycks)
2:44.0,,,75-106,1,D. Buycks makes free throw 1 of 2
2:44.0,,,75-107,1,D. Buycks makes free throw 2 of 2
2:28.0,S. Brown makes 2-pt shot from 3 ft (assist by D. Wilson),2,77-107,,
2:06.0,,,77-107,,D. Buycks misses 2-pt shot from 16 ft
2:05.0,Defensive rebound by D. Wilson,,77-107,,
1:52.0,S. Kilpatrick makes 2-pt shot from 3 ft,2,79-107,,
1:52.0,,,79-107,,Violation by E. Moreland (def goaltending)
1:31.0,,,79-107,,Turnover by L. Galloway (bad pass; steal by D. Wilson)
1:31.0,,,79-107,,Personal foul by L. Kennard (drawn by D. Wilson)
1:31.0,D. Wilson misses free throw 1 of 2,,79-107,,
1:31.0,Offensive rebound by Team,,79-107,,
1:31.0,D. Wilson makes free throw 2 of 2,1,80-107,,
1:21.0,,,80-110,3,L. Kennard makes 3-pt shot from 28 ft (assist by E. Moreland)
1:07.0,S. Brown makes 2-pt shot from 3 ft (assist by X. Munford),2,82-110,,
0:43.0,,,82-110,,D. Buycks misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by T. Zeller,,82-110,,
0:32.0,T. Zeller makes 2-pt shot from 6 ft (assist by X. Munford),2,84-110,,
0:14.0,,,84-110,,H. Ellenson misses 2-pt shot from 18 ft
0:12.0,Defensive rebound by S. Brown,,84-110,,
0:07.0,S. Kilpatrick makes 3-pt shot from 25 ft (assist by S. Brown),3,87-110,,
