time,Orlando,pts.away,score,pts.home,Milwaukee
4:32.0,D. Augustin makes free throw 1 of 2,1,78-91,,
4:32.0,D. Augustin misses free throw 2 of 2,,78-91,,
4:32.0,,,78-91,,Defensive rebound by E. Bledsoe
4:15.0,,,78-91,,Shooting foul by N. Vucevic (drawn by T. Snell)
4:15.0,,,78-91,,T. Snell misses free throw 1 of 2
4:15.0,,,78-91,,Offensive rebound by Team
4:15.0,,,78-92,1,T. Snell makes free throw 2 of 2
4:05.0,Turnover by D. Augustin (bad pass; steal by J. Parker),,78-92,,
3:53.0,,,78-94,2,J. Parker makes 2-pt shot at rim (assist by J. Henson)
3:33.0,N. Vucevic misses 2-pt shot from 20 ft,,78-94,,
3:29.0,,,78-94,,Defensive rebound by E. Bledsoe
3:21.0,,,78-96,2,J. Henson makes 2-pt shot from 1 ft (assist by E. Bledsoe)
3:05.0,M. Hezonja misses 2-pt shot from 3 ft,,78-96,,
3:03.0,,,78-96,,Defensive rebound by K. Middleton
3:01.0,,,78-98,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by K. Middleton)
3:01.0,Violation by W. Iwundu (def goaltending),,78-98,,
2:41.0,M. Hezonja makes 2-pt shot from 2 ft (assist by N. Vucevic),2,80-98,,
2:29.0,,,80-98,,K. Middleton misses 2-pt shot from 2 ft (block by N. Vucevic)
2:26.0,Defensive rebound by M. Hezonja,,80-98,,
2:23.0,A. Gordon makes 2-pt shot from 1 ft (assist by D. Augustin),2,82-98,,
2:07.0,,,82-98,,E. Bledsoe misses 2-pt shot at rim
2:07.0,,,82-98,,Offensive rebound by E. Bledsoe
2:07.0,,,82-100,2,E. Bledsoe makes 2-pt shot at rim
2:07.0,Orlando full timeout,,82-100,,
2:07.0,,,82-100,,B. Jennings enters the game for E. Bledsoe
2:07.0,,,82-100,,S. Brown enters the game for J. Parker
2:07.0,,,82-100,,S. Muhammad enters the game for T. Snell
2:07.0,,,82-100,,T. Maker enters the game for K. Middleton
2:07.0,,,82-100,,D. Wilson enters the game for J. Henson
2:07.0,J. Artis enters the game for A. Gordon,,82-100,,
2:07.0,R. Purvis enters the game for N. Vucevic,,82-100,,
2:07.0,K. Birch enters the game for D. Augustin,,82-100,,
1:55.0,M. Hezonja misses 3-pt shot from 28 ft,,82-100,,
1:53.0,,,82-100,,Defensive rebound by S. Brown
1:37.0,,,82-100,,S. Brown misses 2-pt shot from 10 ft
1:34.0,Defensive rebound by K. Birch,,82-100,,
1:16.0,Turnover by M. Hezonja (bad pass; steal by D. Wilson),,82-100,,
1:11.0,,,82-100,,B. Jennings misses 3-pt shot from 27 ft
1:11.0,,,82-100,,Offensive rebound by D. Wilson
1:06.0,,,82-100,,D. Wilson misses 2-pt shot at rim
1:05.0,Defensive rebound by K. Birch,,82-100,,
0:51.0,Shooting foul by D. Wilson (drawn by K. Birch),,82-100,,
0:51.0,K. Birch makes free throw 1 of 2,1,83-100,,
0:51.0,K. Birch makes free throw 2 of 2,1,84-100,,
0:39.0,,,84-102,2,D. Wilson makes 2-pt shot from 1 ft (assist by B. Jennings)
0:25.0,M. Hezonja misses 3-pt shot from 24 ft,,84-102,,
0:23.0,Offensive rebound by Team,,84-102,,
0:17.0,Shooting foul by D. Wilson (drawn by M. Hezonja),,84-102,,
0:17.0,M. Hezonja makes free throw 1 of 2,1,85-102,,
0:17.0,M. Hezonja makes free throw 2 of 2,1,86-102,,
