time,New York,pts.away,score,pts.home,Detroit
3:21.0,,,93-93,,T. Harris misses 3-pt shot from 23 ft
3:18.0,Defensive rebound by J. Jack,,93-93,,
3:07.0,K. Porzingis makes 2-pt shot from 21 ft (assist by J. Jack),2,95-93,,
2:52.0,,,95-93,,Turnover by R. Jackson (lost ball; steal by J. Jack)
2:43.0,L. Thomas misses 2-pt shot from 7 ft,,95-93,,
2:41.0,,,95-93,,Defensive rebound by A. Drummond
2:33.0,,,95-95,2,R. Jackson makes 2-pt shot from 18 ft
2:10.0,E. Kanter makes 2-pt shot from 2 ft (assist by C. Lee),2,97-95,,
1:49.0,,,97-95,,T. Harris misses 2-pt shot from 8 ft (block by E. Kanter)
1:49.0,Defensive rebound by J. Jack,,97-95,,
1:48.0,J. Jack makes 2-pt shot from 1 ft,2,99-95,,
1:48.0,,,99-95,,Detroit full timeout
1:44.0,Personal foul by J. Jack (drawn by R. Jackson),,99-95,,
1:31.0,Personal foul by J. Jack (drawn by R. Jackson),,99-95,,
1:31.0,,,99-96,1,R. Jackson makes free throw 1 of 2
1:31.0,,,99-97,1,R. Jackson makes free throw 2 of 2
1:17.0,K. Porzingis makes 2-pt shot from 17 ft (assist by J. Jack),2,101-97,,
1:08.0,,,101-97,,R. Jackson misses 2-pt shot from 15 ft
1:07.0,,,101-97,,Offensive rebound by A. Drummond
1:07.0,,,101-99,2,A. Drummond makes 2-pt shot at rim
0:54.0,K. Porzingis misses 3-pt shot from 27 ft,,101-99,,
0:50.0,,,101-99,,Defensive rebound by A. Drummond
0:44.0,,,101-101,2,R. Jackson makes 2-pt shot from 5 ft
0:44.0,New York full timeout,,101-101,,
0:44.0,R. Baker enters the game for L. Thomas,,101-101,,
0:44.0,L. Thomas enters the game for E. Kanter,,101-101,,
0:33.0,Turnover by R. Baker (bad pass; steal by R. Bullock),,101-101,,
0:24.0,,,101-101,,Shooting foul by J. Jack (drawn by R. Jackson)
0:24.0,,,101-102,1,R. Jackson makes free throw 1 of 2
0:24.0,E. Kanter enters the game for R. Baker,,101-102,,
0:24.0,,,101-102,,R. Jackson misses free throw 2 of 2
0:23.0,Defensive rebound by L. Thomas,,101-102,,
0:23.0,New York full timeout,,101-102,,
0:23.0,,,101-102,,S. Johnson enters the game for T. Harris
0:23.0,M. Beasley enters the game for L. Thomas,,101-102,,
0:23.0,D. McDermott enters the game for E. Kanter,,101-102,,
0:23.0,,,101-102,,T. Harris enters the game for A. Drummond
0:15.0,C. Lee misses 2-pt shot from 4 ft (block by R. Bullock),,101-102,,
0:14.0,,,101-102,,Defensive rebound by S. Johnson
0:14.0,Personal foul by J. Jack (drawn by S. Johnson),,101-102,,
0:14.0,,,101-103,1,S. Johnson makes free throw 1 of 2
0:14.0,F. Ntilikina enters the game for J. Jack,,101-103,,
0:14.0,,,101-104,1,S. Johnson makes free throw 2 of 2
0:00.0,K. Porzingis misses 3-pt shot from 37 ft,,101-104,,
0:00.0,Offensive rebound by Team,,101-104,,
