time,Atlanta,pts.away,score,pts.home,Orlando
3:57.0,,,88-90,,Personal foul by J. Simmons (drawn by D. Schroder)
3:57.0,D. Schroder makes free throw 1 of 2,1,89-90,,
3:57.0,D. Bembry enters the game for L. Babbitt,,89-90,,
3:57.0,K. Bazemore enters the game for M. Belinelli,,89-90,,
3:57.0,D. Schroder makes free throw 2 of 2,1,90-90,,
3:40.0,,,90-90,,N. Vucevic misses 2-pt shot from 9 ft
3:38.0,Defensive rebound by D. Schroder,,90-90,,
3:25.0,D. Schroder misses 2-pt shot from 2 ft,,90-90,,
3:23.0,,,90-90,,Defensive rebound by J. Simmons
3:19.0,,,90-90,,J. Simmons misses 2-pt shot from 1 ft (block by E. Ilyasova)
3:18.0,,,90-90,,Offensive rebound by J. Simmons
3:12.0,,,90-90,,A. Gordon misses 3-pt shot from 23 ft
3:09.0,Defensive rebound by K. Bazemore,,90-90,,
2:52.0,D. Schroder misses 2-pt shot from 3 ft,,90-90,,
2:51.0,,,90-90,,Defensive rebound by E. Fournier
2:44.0,,,90-90,,E. Fournier misses 2-pt shot from 8 ft
2:44.0,,,90-90,,Offensive rebound by A. Gordon
2:44.0,,,90-90,,Shooting foul by K. Bazemore (drawn by A. Gordon)
2:44.0,,,90-91,1,A. Gordon makes free throw 1 of 2
2:44.0,M. Belinelli enters the game for T. Waller-Prince,,90-91,,
2:44.0,,,90-91,,A. Gordon misses free throw 2 of 2
2:41.0,Defensive rebound by D. Bembry,,90-91,,
2:21.0,D. Schroder makes 2-pt shot from 3 ft,2,92-91,,
1:59.0,,,92-93,2,E. Fournier makes 2-pt shot from 2 ft
1:39.0,K. Bazemore misses 2-pt shot from 7 ft (block by J. Simmons),,92-93,,
1:39.0,Offensive rebound by Team,,92-93,,
1:35.0,Turnover by Team (shot clock),,92-93,,
1:16.0,,,92-93,,Offensive charge foul by A. Gordon (drawn by E. Ilyasova)
1:16.0,,,92-93,,Turnover by A. Gordon (offensive foul)
1:16.0,T. Waller-Prince enters the game for D. Bembry,,92-93,,
0:59.0,D. Schroder misses 2-pt shot from 1 ft,,92-93,,
0:50.0,Offensive rebound by E. Ilyasova,,92-93,,
0:50.0,E. Ilyasova misses 2-pt shot at rim (block by N. Vucevic),,92-93,,
0:50.0,,,92-93,,Defensive rebound by N. Vucevic
0:38.0,,,92-93,,E. Fournier misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by D. Schroder,,92-93,,
0:27.0,,,92-93,,Personal foul by E. Payton (drawn by D. Schroder)
0:27.0,D. Schroder makes free throw 1 of 2,1,93-93,,
0:27.0,D. Bembry enters the game for M. Belinelli,,93-93,,
0:27.0,D. Schroder makes free throw 2 of 2,1,94-93,,
0:27.0,,,94-93,,Orlando full timeout
0:14.0,,,94-93,,Turnover by E. Fournier (bad pass; steal by D. Bembry)
0:14.0,,,94-93,,Personal foul by N. Vucevic (drawn by K. Bazemore)
0:14.0,K. Bazemore makes free throw 1 of 2,1,95-93,,
0:14.0,K. Bazemore makes free throw 2 of 2,1,96-93,,
0:14.0,,,96-93,,Orlando full timeout
0:14.0,,,96-93,,D. Augustin enters the game for E. Payton
0:06.0,,,96-96,3,D. Augustin makes 3-pt shot from 25 ft (assist by N. Vucevic)
0:06.0,Atlanta full timeout,,96-96,,
0:06.0,,,96-96,,E. Payton enters the game for D. Augustin
0:06.0,M. Belinelli enters the game for K. Bazemore,,96-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: N. Vucevic vs. E. Ilyasova (A. Gordon gains possession),,,,Jump ball: N. Vucevic vs. E. Ilyasova (A. Gordon gains possession)
4:46.0,,,96-98,2,E. Fournier makes 2-pt shot from 6 ft
4:46.0,,,96-98,,Shooting foul by D. Bembry (drawn by E. Fournier)
4:46.0,T. Cavanaugh enters the game for E. Ilyasova,,96-98,,
4:46.0,M. Belinelli enters the game for D. Bembry,,96-98,,
4:46.0,,,96-98,,E. Fournier misses free throw 1 of 1
4:46.0,Defensive rebound by M. Belinelli,,96-98,,
4:44.0,,,96-98,,Personal take foul by E. Fournier (drawn by D. Schroder)
4:44.0,,,96-98,,D. Augustin enters the game for E. Fournier
4:31.0,D. Schroder makes 2-pt shot from 12 ft,2,98-98,,
4:12.0,,,98-98,,J. Simmons misses 3-pt shot from 26 ft
4:08.0,,,98-98,,Offensive rebound by A. Gordon
3:56.0,,,98-98,,Turnover by D. Augustin (traveling)
3:42.0,T. Waller-Prince misses 3-pt shot from 24 ft,,98-98,,
3:39.0,,,98-98,,Defensive rebound by N. Vucevic
3:21.0,,,98-98,,E. Payton misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by T. Waller-Prince,,98-98,,
2:59.0,M. Belinelli misses 3-pt shot from 23 ft,,98-98,,
2:57.0,,,98-98,,Defensive rebound by J. Simmons
2:47.0,,,98-100,2,J. Simmons makes 2-pt shot from 15 ft
2:24.0,D. Schroder misses 2-pt shot from 17 ft,,98-100,,
2:20.0,Offensive rebound by T. Cavanaugh,,98-100,,
2:19.0,M. Belinelli makes 3-pt shot from 27 ft (assist by T. Cavanaugh),3,101-100,,
2:03.0,Personal foul by K. Bazemore (drawn by A. Gordon),,101-100,,
2:03.0,D. Bembry enters the game for M. Belinelli,,101-100,,
1:51.0,,,101-100,,N. Vucevic misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by K. Bazemore,,101-100,,
1:39.0,Turnover by D. Bembry (bad pass; steal by E. Payton),,101-100,,
1:36.0,,,101-102,2,E. Payton makes 2-pt shot from 1 ft
1:25.0,Turnover by D. Bembry (offensive goaltending),,101-102,,
1:07.0,,,101-102,,J. Simmons misses 2-pt shot from 1 ft
1:07.0,,,101-102,,Offensive rebound by N. Vucevic
1:07.0,,,101-104,2,N. Vucevic makes 2-pt shot from 2 ft
1:07.0,M. Belinelli enters the game for D. Bembry,,101-104,,
1:01.0,K. Bazemore misses 2-pt shot from 21 ft,,101-104,,
0:59.0,,,101-104,,Defensive rebound by J. Simmons
0:43.0,,,101-106,2,A. Gordon makes 2-pt shot from 1 ft (assist by N. Vucevic)
0:38.0,D. Schroder makes 2-pt shot from 1 ft,2,103-106,,
0:15.0,,,103-108,2,D. Augustin makes 2-pt shot from 1 ft
0:15.0,Atlanta full timeout,,103-108,,
0:15.0,E. Ilyasova enters the game for K. Bazemore,,103-108,,
0:15.0,,,103-108,,Personal foul by J. Simmons (drawn by T. Cavanaugh)
0:13.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by E. Ilyasova),2,106-108,,
0:10.0,Personal take foul by M. Belinelli (drawn by J. Simmons),,106-108,,
0:10.0,,,106-108,,Orlando full timeout
0:10.0,,,106-108,,A. Afflalo enters the game for E. Payton
0:10.0,,,106-108,,M. Speights enters the game for J. Simmons
0:10.0,K. Bazemore enters the game for M. Belinelli,,106-108,,
0:10.0,D. Bembry enters the game for T. Cavanaugh,,106-108,,
0:09.0,Personal foul by E. Ilyasova (drawn by N. Vucevic),,106-108,,
0:09.0,,,106-109,1,N. Vucevic makes free throw 1 of 2
0:09.0,,,106-109,,J. Simmons enters the game for A. Afflalo
0:09.0,,,106-109,,E. Payton enters the game for M. Speights
0:09.0,M. Belinelli enters the game for D. Bembry,,106-109,,
0:09.0,,,106-110,1,N. Vucevic makes free throw 2 of 2
0:00.0,E. Ilyasova misses 3-pt shot from 27 ft,,106-110,,
0:00.0,,,106-110,,Defensive rebound by D. Augustin
