time,LA Lakers,pts.away,score,pts.home,Dallas
3:41.0,,,85-85,2,H. Barnes makes 2-pt shot from 13 ft
3:24.0,K. Kuzma misses 2-pt shot from 5 ft,,85-85,,
3:24.0,Offensive rebound by J. Randle,,85-85,,
3:24.0,Turnover by J. Randle (out of bounds lost ball),,85-85,,
3:12.0,,,85-87,2,Y. Ferrell makes 2-pt shot from 1 ft
2:53.0,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by J. Clarkson),3,88-87,,
2:26.0,,,88-87,,D. Smith misses 3-pt shot from 22 ft
2:23.0,Defensive rebound by K. Kuzma,,88-87,,
2:02.0,J. Clarkson makes 2-pt shot from 13 ft,2,90-87,,
1:42.0,,,90-87,,H. Barnes misses 2-pt shot from 7 ft
1:38.0,Defensive rebound by J. Randle,,90-87,,
1:25.0,J. Randle makes 2-pt shot from 1 ft (assist by J. Clarkson),2,92-87,,
1:25.0,,,92-87,,Dallas full timeout
1:25.0,,,92-87,,D. Nowitzki enters the game for D. Powell
1:17.0,,,92-87,,Shooting foul by J. Randle (drawn by H. Barnes)
1:17.0,,,92-88,1,H. Barnes makes free throw 1 of 2
1:17.0,,,92-88,,D. Powell enters the game for D. Nowitzki
1:17.0,,,92-89,1,H. Barnes makes free throw 2 of 2
1:00.0,J. Clarkson makes 2-pt shot from 22 ft,2,94-89,,
0:49.0,,,94-91,2,H. Barnes makes 2-pt shot from 16 ft
0:30.0,J. Randle misses 2-pt shot from 7 ft,,94-91,,
0:27.0,,,94-91,,Defensive rebound by D. Powell
0:14.0,,,94-93,2,D. Smith makes 2-pt shot from 1 ft
0:12.0,,,94-93,,Personal take foul by H. Barnes (drawn by K. Caldwell-Pope)
0:11.0,,,94-93,,Personal take foul by Y. Ferrell (drawn by K. Caldwell-Pope)
0:11.0,K. Caldwell-Pope misses free throw 1 of 2,,94-93,,
0:11.0,Offensive rebound by Team,,94-93,,
0:11.0,,,94-93,,S. Mejri enters the game for Y. Ferrell
0:11.0,K. Caldwell-Pope makes free throw 2 of 2,1,95-93,,
0:11.0,,,95-93,,Dallas full timeout
0:11.0,,,95-93,,D. Nowitzki enters the game for D. Powell
0:11.0,,,95-93,,Y. Ferrell enters the game for S. Mejri
0:11.0,J. Hart enters the game for J. Clarkson,,95-93,,
0:05.0,,,95-95,2,H. Barnes makes 2-pt shot from 5 ft
0:05.0,LA Lakers full timeout,,95-95,,
0:05.0,,,95-95,,D. Powell enters the game for D. Nowitzki
0:05.0,J. Clarkson enters the game for J. Hart,,95-95,,
0:00.0,L. Ball misses 2-pt shot from 20 ft,,95-95,,
0:00.0,Offensive rebound by Team,,95-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: D. Powell vs. J. Randle (H. Barnes gains possession),,,,Jump ball: D. Powell vs. J. Randle (H. Barnes gains possession)
4:39.0,,,95-95,,H. Barnes misses 2-pt shot from 18 ft
4:35.0,Defensive rebound by J. Clarkson,,95-95,,
4:23.0,J. Clarkson makes 3-pt shot from 25 ft (assist by L. Ball),3,98-95,,
4:03.0,,,98-95,,H. Barnes misses 2-pt shot from 5 ft
4:00.0,,,98-95,,Offensive rebound by Y. Ferrell
3:58.0,,,98-97,2,Y. Ferrell makes 2-pt shot from 15 ft
3:39.0,L. Ball makes 2-pt shot from 1 ft,2,100-97,,
3:25.0,,,100-97,,Shooting foul by K. Caldwell-Pope (drawn by D. Smith)
3:25.0,,,100-98,1,D. Smith makes free throw 1 of 2
3:25.0,,,100-99,1,D. Smith makes free throw 2 of 2
3:14.0,K. Kuzma misses 2-pt shot from 15 ft,,100-99,,
3:11.0,,,100-99,,Defensive rebound by Y. Ferrell
2:58.0,,,100-99,,Turnover by D. Smith (out of bounds lost ball)
2:35.0,J. Randle makes 2-pt shot from 6 ft,2,102-99,,
2:17.0,,,102-99,,D. Smith misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by K. Kuzma,,102-99,,
2:00.0,J. Clarkson makes 2-pt shot from 13 ft,2,104-99,,
1:44.0,Personal block foul by L. Ball (drawn by Y. Ferrell),,104-99,,
1:30.0,,,104-99,,H. Barnes misses 2-pt shot from 10 ft
1:30.0,,,104-99,,Offensive rebound by Team
1:30.0,,,104-99,,Turnover by Team (shot clock)
1:16.0,J. Clarkson misses 3-pt shot from 25 ft,,104-99,,
1:14.0,,,104-99,,Defensive rebound by Y. Ferrell
1:11.0,,,104-99,,Y. Ferrell misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by J. Clarkson,,104-99,,
0:48.0,Offensive foul by J. Randle (drawn by W. Matthews),,104-99,,
0:48.0,Turnover by J. Randle (offensive foul),,104-99,,
0:48.0,,,104-99,,Dallas full timeout
0:42.0,,,104-99,,Shooting foul by K. Caldwell-Pope (drawn by W. Matthews)
0:42.0,,,104-100,1,W. Matthews makes free throw 1 of 2
0:42.0,,,104-101,1,W. Matthews makes free throw 2 of 2
0:19.0,L. Ball misses 2-pt shot from 3 ft,,104-101,,
0:18.0,Offensive rebound by J. Randle,,104-101,,
0:18.0,J. Randle makes 2-pt shot from 2 ft,2,106-101,,
0:18.0,,,106-101,,Dallas full timeout
0:18.0,,,106-101,,D. Nowitzki enters the game for D. Smith
0:18.0,J. Hart enters the game for J. Clarkson,,106-101,,
0:12.0,,,106-101,,Y. Ferrell misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by J. Hart,,106-101,,
0:09.0,,,106-101,,Personal take foul by D. Powell (drawn by J. Hart)
0:09.0,J. Clarkson enters the game for J. Hart,,106-101,,
0:08.0,,,106-101,,Personal take foul by W. Matthews (drawn by K. Caldwell-Pope)
0:08.0,K. Caldwell-Pope misses free throw 1 of 2,,106-101,,
0:08.0,Offensive rebound by Team,,106-101,,
0:08.0,K. Caldwell-Pope makes free throw 2 of 2,1,107-101,,
0:04.0,,,107-101,,H. Barnes misses 3-pt shot from 28 ft
0:00.0,Defensive rebound by K. Kuzma,,107-101,,
