time,Indiana,pts.away,score,pts.home,Brooklyn
3:40.0,,,93-95,,A. Crabbe misses 3-pt shot from 25 ft
3:37.0,Defensive rebound by Team,,93-95,,
3:37.0,,,93-95,,D. Russell enters the game for D. Cunningham
3:20.0,M. Turner misses 2-pt shot at rim,,93-95,,
3:19.0,Offensive rebound by M. Turner,,93-95,,
3:19.0,M. Turner misses 2-pt shot at rim,,93-95,,
3:19.0,Offensive rebound by M. Turner,,93-95,,
3:19.0,Shooting foul by A. Crabbe (drawn by M. Turner),,93-95,,
3:19.0,M. Turner makes free throw 1 of 2,1,94-95,,
3:19.0,M. Turner makes free throw 2 of 2,1,95-95,,
3:01.0,,,95-95,,S. Dinwiddie misses 2-pt shot from 4 ft
2:59.0,,,95-95,,Offensive rebound by D. Russell
2:58.0,,,95-95,,Turnover by D. Russell (bad pass; steal by B. Bogdanovic)
2:55.0,T. Young makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,97-95,,
2:33.0,,,97-95,,D. Russell misses 2-pt shot from 2 ft
2:30.0,Defensive rebound by C. Joseph,,97-95,,
2:17.0,Shooting foul by Q. Acy (drawn by M. Turner),,97-95,,
2:17.0,M. Turner makes free throw 1 of 2,1,98-95,,
2:17.0,M. Turner makes free throw 2 of 2,1,99-95,,
1:56.0,,,99-95,,D. Russell misses 2-pt shot from 2 ft
1:53.0,,,99-95,,Offensive rebound by D. Russell
1:38.0,,,99-95,,D. Russell misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by C. Joseph,,99-95,,
1:18.0,V. Oladipo misses 2-pt shot from 15 ft,,99-95,,
1:15.0,,,99-95,,Defensive rebound by A. Crabbe
1:05.0,,,99-95,,S. Dinwiddie misses 2-pt shot from 8 ft
1:04.0,,,99-95,,Offensive rebound by S. Dinwiddie
1:04.0,,,99-95,,Shooting foul by M. Turner (drawn by S. Dinwiddie)
1:04.0,,,99-96,1,S. Dinwiddie makes free throw 1 of 2
1:04.0,,,99-96,,D. Cunningham enters the game for D. Russell
1:04.0,,,99-97,1,S. Dinwiddie makes free throw 2 of 2
0:50.0,V. Oladipo makes 2-pt shot from 2 ft,2,101-97,,
0:50.0,,,101-97,,Brooklyn full timeout
0:50.0,,,101-97,,D. Russell enters the game for D. Cunningham
0:45.0,,,101-97,,Q. Acy misses 3-pt shot from 25 ft
0:40.0,Defensive rebound by B. Bogdanovic,,101-97,,
0:37.0,,,101-97,,Personal take foul by Q. Acy (drawn by T. Young)
0:37.0,T. Young makes free throw 1 of 2,1,102-97,,
0:37.0,T. Young misses free throw 2 of 2,,102-97,,
0:36.0,,,102-97,,Defensive rebound by A. Crabbe
0:31.0,,,102-97,,S. Dinwiddie misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by M. Turner,,102-97,,
0:26.0,,,102-97,,Personal take foul by S. Dinwiddie (drawn by C. Joseph)
0:26.0,C. Joseph makes free throw 1 of 2,1,103-97,,
0:26.0,,,103-97,,D. Cunningham enters the game for A. Crabbe
0:26.0,C. Joseph makes free throw 2 of 2,1,104-97,,
0:26.0,,,104-97,,Brooklyn full timeout
0:26.0,,,104-97,,A. Crabbe enters the game for D. Cunningham
0:25.0,,,104-100,3,A. Crabbe makes 3-pt shot from 22 ft (assist by D. Carroll)
0:23.0,,,104-100,,Personal take foul by D. Carroll (drawn by C. Joseph)
0:23.0,C. Joseph misses free throw 1 of 2,,104-100,,
0:23.0,Offensive rebound by Team,,104-100,,
0:23.0,C. Joseph makes free throw 2 of 2,1,105-100,,
0:15.0,,,105-100,,Turnover by A. Crabbe (step out of bounds)
0:15.0,Indiana full timeout,,105-100,,
0:15.0,J. Young enters the game for T. Young,,105-100,,
0:14.0,,,105-100,,Personal take foul by A. Crabbe (drawn by C. Joseph)
0:14.0,C. Joseph makes free throw 1 of 2,1,106-100,,
0:14.0,T. Young enters the game for J. Young,,106-100,,
0:14.0,C. Joseph misses free throw 2 of 2,,106-100,,
0:12.0,,,106-100,,Defensive rebound by D. Carroll
0:09.0,,,106-100,,Shooting foul by M. Turner (drawn by D. Carroll)
0:09.0,,,106-101,1,D. Carroll makes free throw 1 of 2
0:09.0,,,106-102,1,D. Carroll makes free throw 2 of 2
0:07.0,,,106-102,,Personal take foul by D. Carroll (drawn by V. Oladipo)
0:07.0,V. Oladipo makes free throw 1 of 2,1,107-102,,
0:07.0,V. Oladipo makes free throw 2 of 2,1,108-102,,
0:04.0,Loose ball foul by V. Oladipo (drawn by S. Dinwiddie),,108-102,,
0:04.0,,,108-103,1,S. Dinwiddie makes free throw 1 of 2
0:04.0,,,108-103,,D. Cunningham enters the game for D. Russell
0:04.0,,,108-103,,S. Dinwiddie misses free throw 2 of 2
0:01.0,Defensive rebound by C. Joseph,,108-103,,
