time,LA Lakers,pts.away,score,pts.home,New Orleans
6:25.0,,,104-120,,Defensive rebound by A. Davis
6:12.0,,,104-123,3,D. Miller makes 3-pt shot from 25 ft (assist by J. Holiday)
5:54.0,Turnover by B. Ingram (bad pass; steal by N. Mirotic),,104-123,,
5:46.0,,,104-123,,N. Mirotic misses 3-pt shot from 26 ft
5:42.0,Defensive rebound by K. Caldwell-Pope,,104-123,,
5:37.0,J. Hart makes 3-pt shot from 23 ft (assist by B. Ingram),3,107-123,,
5:26.0,,,107-123,,J. Holiday misses 2-pt shot from 1 ft
5:24.0,Defensive rebound by J. Hart,,107-123,,
5:24.0,Turnover by J. Hart (lost ball; steal by J. Holiday),,107-123,,
5:24.0,,,107-123,,Shooting foul by B. Lopez (drawn by J. Holiday)
5:24.0,,,107-124,1,J. Holiday makes free throw 1 of 2
5:24.0,T. Bryant enters the game for B. Lopez,,107-124,,
5:24.0,C. Brewer enters the game for B. Ingram,,107-124,,
5:24.0,,,107-125,1,J. Holiday makes free throw 2 of 2
5:06.0,Turnover by C. Brewer (step out of bounds),,107-125,,
5:06.0,I. Zubac enters the game for J. Randle,,107-125,,
5:06.0,G. Payton enters the game for K. Caldwell-Pope,,107-125,,
4:52.0,,,107-127,2,N. Mirotic makes 2-pt shot at rim (assist by A. Davis)
4:41.0,Turnover by J. Hart (bad pass; steal by E. Moore),,107-127,,
4:32.0,,,107-129,2,J. Holiday makes 2-pt shot at rim (assist by E. Moore)
4:32.0,Shooting foul by E. Moore (drawn by C. Brewer),,107-129,,
4:32.0,LA Lakers full timeout,,107-129,,
4:32.0,T. Ennis enters the game for J. Hart,,107-129,,
4:32.0,C. Brewer makes free throw 1 of 2,1,108-129,,
4:32.0,C. Brewer makes free throw 2 of 2,1,109-129,,
4:25.0,Personal foul by I. Zubac (drawn by E. Moore),,109-129,,
4:16.0,,,109-129,,D. Miller misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by C. Brewer,,109-129,,
4:00.0,Turnover by I. Zubac (bad pass; steal by E. Moore),,109-129,,
4:00.0,,,109-129,,Turnover by E. Moore (bad pass)
4:00.0,,,109-129,,C. Diallo enters the game for N. Mirotic
4:00.0,,,109-129,,E. Okafor enters the game for A. Davis
3:48.0,T. Ennis misses 2-pt shot from 1 ft,,109-129,,
3:46.0,,,109-129,,Defensive rebound by C. Diallo
3:39.0,,,109-129,,E. Okafor misses 2-pt shot at rim
3:36.0,Defensive rebound by I. Zubac,,109-129,,
3:28.0,C. Brewer makes 2-pt shot at rim (assist by I. Zubac),2,111-129,,
3:16.0,,,111-131,2,E. Moore makes 2-pt shot from 12 ft (assist by J. Holiday)
3:07.0,C. Brewer misses 2-pt shot from 2 ft,,111-131,,
3:07.0,Offensive rebound by I. Zubac,,111-131,,
3:03.0,I. Zubac makes 2-pt shot at rim,2,113-131,,
2:51.0,,,113-134,3,E. Moore makes 3-pt shot from 24 ft (assist by J. Holiday)
2:42.0,,,113-134,,D. Liggins enters the game for J. Holiday
2:42.0,,,113-134,,C. Cooke enters the game for E. Moore
2:33.0,T. Ennis misses 2-pt shot from 17 ft,,113-134,,
2:27.0,Offensive rebound by G. Payton,,113-134,,
2:25.0,I. Zubac misses 2-pt shot from 1 ft (block by E. Okafor),,113-134,,
2:20.0,Offensive rebound by G. Payton,,113-134,,
2:18.0,C. Brewer misses 2-pt shot from 1 ft,,113-134,,
2:18.0,,,113-134,,Defensive rebound by C. Diallo
2:11.0,,,113-137,3,D. Liggins makes 3-pt shot from 25 ft (assist by D. Miller)
1:58.0,T. Ennis misses 2-pt shot from 13 ft,,113-137,,
1:58.0,,,113-137,,Defensive rebound by D. Miller
1:41.0,,,113-137,,Turnover by E. Okafor (traveling)
1:28.0,T. Bryant makes 2-pt shot from 16 ft (assist by C. Brewer),2,115-137,,
1:06.0,,,115-137,,D. Liggins misses 2-pt shot from 17 ft
1:05.0,Defensive rebound by Team,,115-137,,
0:59.0,T. Ennis misses 3-pt shot from 26 ft,,115-137,,
0:56.0,,,115-137,,Defensive rebound by E. Okafor
0:45.0,,,115-137,,C. Diallo misses 2-pt shot from 17 ft
0:43.0,Defensive rebound by T. Bryant,,115-137,,
0:39.0,T. Bryant misses 3-pt shot from 26 ft,,115-137,,
0:39.0,,,115-137,,Defensive rebound by E. Okafor
0:21.0,,,115-139,2,C. Diallo makes 2-pt shot from 1 ft (assist by D. Liggins)
0:13.0,G. Payton makes 2-pt shot at rim (assist by C. Brewer),2,117-139,,
