time,Sacramento,pts.away,score,pts.home,Golden State
0:50.0,,,93-93,3,D. Green makes 3-pt shot from 28 ft (assist by Q. Cook)
0:27.0,Shooting foul by N. Young (drawn by B. Hield),,93-93,,
0:27.0,B. Hield makes free throw 1 of 2,1,94-93,,
0:27.0,,,94-93,,D. West enters the game for K. Looney
0:27.0,B. Hield misses free throw 2 of 2,,94-93,,
0:25.0,,,94-93,,Defensive rebound by D. Green
0:15.0,,,94-93,,D. Green misses 3-pt shot from 30 ft
0:13.0,Defensive rebound by B. Hield,,94-93,,
0:13.0,,,94-93,,Personal foul by N. Young (drawn by B. Hield)
0:13.0,B. Hield makes free throw 1 of 2,1,95-93,,
0:13.0,B. Hield makes free throw 2 of 2,1,96-93,,
0:13.0,,,96-93,,Golden State full timeout
0:12.0,,,96-93,,N. Young misses 3-pt shot from 25 ft (block by W. Cauley-Stein)
0:11.0,Defensive rebound by B. Hield,,96-93,,
0:08.0,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by B. Hield),2,98-93,,
0:05.0,,,98-93,,D. Green misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by S. Labissiere,,98-93,,
