time,Milwaukee,pts.away,score,pts.home,Chicago
3:28.0,,,103-87,,Offensive rebound by Team
3:28.0,,,103-88,1,J. Grant makes free throw 2 of 2
3:08.0,K. Middleton makes 2-pt shot from 15 ft,2,105-88,,
2:54.0,,,105-90,2,J. Grant makes 2-pt shot from 1 ft
2:42.0,Offensive foul by K. Middleton (drawn by L. Markkanen),,105-90,,
2:42.0,Turnover by K. Middleton (offensive foul),,105-90,,
2:42.0,Milwaukee full timeout,,105-90,,
2:30.0,,,105-90,,N. Mirotic misses 3-pt shot from 26 ft
2:26.0,Defensive rebound by G. Antetokounmpo,,105-90,,
2:14.0,K. Middleton makes 2-pt shot from 16 ft (assist by G. Antetokounmpo),2,107-90,,
2:00.0,,,107-92,2,L. Markkanen makes 2-pt shot from 3 ft (assist by N. Mirotic)
1:42.0,Turnover by K. Middleton (bad pass; steal by J. Holiday),,107-92,,
1:42.0,Personal foul by K. Middleton (drawn by L. Markkanen),,107-92,,
1:42.0,,,107-93,1,L. Markkanen makes free throw 1 of 2
1:42.0,,,107-93,,P. Zipser enters the game for J. Holiday
1:42.0,,,107-93,,D. Nwaba enters the game for N. Mirotic
1:42.0,,,107-93,,R. Arcidiacono enters the game for D. Valentine
1:42.0,,,107-93,,C. Felicio enters the game for J. Grant
1:42.0,S. Kilpatrick enters the game for T. Snell,,107-93,,
1:42.0,S. Brown enters the game for K. Middleton,,107-93,,
1:42.0,R. Vaughn enters the game for J. Henson,,107-93,,
1:42.0,D. Wilson enters the game for G. Antetokounmpo,,107-93,,
1:42.0,M. Plumlee enters the game for E. Bledsoe,,107-93,,
1:42.0,,,107-94,1,L. Markkanen makes free throw 2 of 2
1:30.0,Turnover by S. Kilpatrick (bad pass),,107-94,,
1:30.0,,,107-94,,Q. Pondexter enters the game for L. Markkanen
1:17.0,,,107-94,,P. Zipser misses 2-pt shot from 19 ft (block by D. Wilson)
1:07.0,Defensive rebound by R. Vaughn,,107-94,,
1:01.0,R. Vaughn makes 3-pt shot from 24 ft (assist by S. Kilpatrick),3,110-94,,
0:50.0,,,110-96,2,C. Felicio makes 2-pt shot from 1 ft (assist by R. Arcidiacono)
0:26.0,S. Kilpatrick misses 3-pt shot from 23 ft,,110-96,,
0:22.0,Offensive rebound by M. Plumlee,,110-96,,
0:10.0,S. Kilpatrick misses 2-pt shot from 1 ft,,110-96,,
0:07.0,,,110-96,,Defensive rebound by Q. Pondexter
0:01.0,,,110-96,,C. Felicio misses 2-pt shot from 22 ft
0:01.0,Defensive rebound by S. Brown,,110-96,,
