time,Philadelphia,pts.away,score,pts.home,Boston
4:41.0,D. Saric makes 3-pt shot from 27 ft (assist by J. Redick),3,85-95,,
4:25.0,,,85-95,,Shooting foul by J. Redick (drawn by K. Irving)
4:25.0,,,85-96,1,K. Irving makes free throw 1 of 2
4:25.0,,,85-97,1,K. Irving makes free throw 2 of 2
4:17.0,R. Covington makes 2-pt shot from 6 ft (assist by B. Simmons),2,87-97,,
3:59.0,,,87-99,2,K. Irving makes 2-pt shot from 4 ft
3:41.0,Offensive foul by D. Saric (drawn by M. Smart),,87-99,,
3:41.0,Turnover by D. Saric (offensive foul),,87-99,,
3:28.0,,,87-99,,K. Irving misses 2-pt shot from 14 ft
3:25.0,Defensive rebound by J. Bayless,,87-99,,
3:10.0,,,87-99,,Personal foul by J. Tatum (drawn by D. Saric)
3:02.0,R. Covington makes 3-pt shot from 27 ft (assist by J. Redick),3,90-99,,
2:47.0,Personal foul by J. Bayless (drawn by K. Irving),,90-99,,
2:47.0,,,90-100,1,K. Irving makes free throw 1 of 2
2:47.0,,,90-101,1,K. Irving makes free throw 2 of 2
2:36.0,R. Covington misses 2-pt shot from 2 ft,,90-101,,
2:32.0,Offensive rebound by D. Saric,,90-101,,
2:27.0,Jump ball: K. Irving vs. D. Saric (J. Redick gains possession),,,,Jump ball: K. Irving vs. D. Saric (J. Redick gains possession)
2:14.0,R. Covington misses 3-pt shot from 26 ft,,90-101,,
2:10.0,Offensive rebound by B. Simmons,,90-101,,
2:05.0,J. Redick misses 2-pt shot from 2 ft,,90-101,,
2:01.0,,,90-101,,Defensive rebound by M. Smart
1:52.0,,,90-101,,K. Irving misses 2-pt shot from 13 ft
1:50.0,Defensive rebound by B. Simmons,,90-101,,
1:46.0,D. Saric misses 2-pt shot from 3 ft,,90-101,,
1:44.0,,,90-101,,Defensive rebound by S. Ojeleye
1:25.0,,,90-103,2,A. Horford makes 2-pt shot from 14 ft (assist by M. Smart)
1:25.0,Philadelphia full timeout,,90-103,,
1:21.0,,,90-103,,Personal foul by S. Ojeleye (drawn by B. Simmons)
1:20.0,J. Redick makes 3-pt shot from 27 ft,3,93-103,,
1:04.0,,,93-105,2,J. Tatum makes 2-pt shot from 7 ft
0:59.0,Shooting foul by M. Smart (drawn by B. Simmons),,93-105,,
0:59.0,B. Simmons makes free throw 1 of 2,1,94-105,,
0:59.0,,,94-105,,T. Rozier enters the game for S. Ojeleye
0:59.0,B. Simmons makes free throw 2 of 2,1,95-105,,
0:38.0,,,95-108,3,J. Tatum makes 3-pt shot from 22 ft (assist by K. Irving)
0:27.0,B. Simmons makes 2-pt shot from 1 ft,2,97-108,,
0:02.0,,,97-108,,Turnover by Team (shot clock)
