time,Charlotte,pts.away,score,pts.home,Washington
3:18.0,Offensive rebound by N. Batum,,87-100,,
3:18.0,N. Batum makes 2-pt shot at rim,2,89-100,,
3:04.0,,,89-102,2,O. Porter makes 2-pt shot from 18 ft (assist by J. Wall)
2:46.0,Charlotte full timeout,,89-102,,
2:42.0,N. Batum misses 2-pt shot from 16 ft,,89-102,,
2:38.0,,,89-102,,Defensive rebound by M. Gortat
2:26.0,,,89-105,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
2:05.0,D. Howard makes 2-pt shot at rim (assist by N. Batum),2,91-105,,
1:45.0,,,91-105,,J. Wall misses 3-pt shot from 27 ft
1:44.0,Defensive rebound by Team,,91-105,,
1:44.0,,,91-105,,M. Scott enters the game for J. Wall
1:44.0,,,91-105,,T. Satoransky enters the game for B. Beal
1:44.0,,,91-105,,R. Sessions enters the game for M. Gortat
1:44.0,,,91-105,,J. Meeks enters the game for O. Porter
1:44.0,J. Stone enters the game for N. Batum,,91-105,,
1:44.0,W. Hernangomez enters the game for D. Howard,,91-105,,
1:44.0,F. Kaminsky enters the game for K. Walker,,91-105,,
1:44.0,T. Graham enters the game for M. Williams,,91-105,,
1:35.0,M. Monk misses 3-pt shot from 24 ft,,91-105,,
1:32.0,,,91-105,,Defensive rebound by K. Oubre
1:10.0,,,91-107,2,M. Scott makes 2-pt shot from 16 ft (assist by T. Satoransky)
0:50.0,Turnover by F. Kaminsky (bad pass; steal by J. Meeks),,91-107,,
0:33.0,,,91-107,,K. Oubre misses 3-pt shot from 28 ft
0:29.0,Defensive rebound by W. Hernangomez,,91-107,,
0:21.0,,,91-107,,Personal foul by T. Satoransky (drawn by W. Hernangomez)
0:21.0,W. Hernangomez makes free throw 1 of 2,1,92-107,,
0:21.0,W. Hernangomez makes free throw 2 of 2,1,93-107,,
