time,Milwaukee,pts.away,score,pts.home,Boston
2:12.0,K. Middleton makes 3-pt shot from 22 ft (assist by E. Bledsoe),3,87-89,,
1:45.0,,,87-91,2,M. Morris makes 2-pt shot from 21 ft
1:33.0,Offensive charge foul by G. Antetokounmpo (drawn by M. Morris),,87-91,,
1:33.0,Turnover by G. Antetokounmpo (offensive foul),,87-91,,
1:23.0,,,87-91,,Turnover by A. Horford (lost ball; steal by G. Antetokounmpo)
1:22.0,,,87-91,,Personal foul by A. Horford (drawn by G. Antetokounmpo)
1:22.0,G. Antetokounmpo makes free throw 1 of 2,1,88-91,,
1:22.0,G. Antetokounmpo makes free throw 2 of 2,1,89-91,,
1:00.0,,,89-91,,J. Brown misses 3-pt shot from 25 ft
0:58.0,,,89-91,,Offensive rebound by M. Morris
0:56.0,Personal foul by K. Middleton (drawn by A. Horford),,89-91,,
0:56.0,,,89-91,,A. Horford misses free throw 1 of 2
0:56.0,,,89-91,,Offensive rebound by Team
0:56.0,,,89-92,1,A. Horford makes free throw 2 of 2
0:52.0,E. Bledsoe makes 2-pt shot from 1 ft,2,91-92,,
0:32.0,,,91-92,,Shooting foul by M. Brogdon (drawn by A. Horford)
0:32.0,,,91-93,1,A. Horford makes free throw 1 of 2
0:32.0,,,91-94,1,A. Horford makes free throw 2 of 2
0:24.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by K. Middleton),2,93-94,,
0:15.0,Personal take foul by K. Middleton (drawn by A. Horford),,93-94,,
0:15.0,,,93-95,1,A. Horford makes free throw 1 of 2
0:15.0,T. Zeller enters the game for T. Snell,,93-95,,
0:15.0,,,93-96,1,A. Horford makes free throw 2 of 2
0:15.0,Milwaukee full timeout,,93-96,,
0:15.0,J. Terry enters the game for T. Zeller,,93-96,,
0:11.0,M. Brogdon makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,96-96,,
0:10.0,,,96-96,,Boston full timeout
0:10.0,T. Snell enters the game for J. Terry,,96-96,,
0:01.0,,,96-99,3,T. Rozier makes 3-pt shot from 26 ft
0:00.0,Milwaukee full timeout,,96-99,,
0:00.0,J. Terry enters the game for M. Brogdon,,96-99,,
0:00.0,K. Middleton makes 3-pt shot from 35 ft (assist by G. Antetokounmpo),3,99-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:53.0,Jump ball: J. Tatum vs. G. Antetokounmpo (T. Rozier gains possession),,,,Jump ball: J. Tatum vs. G. Antetokounmpo (T. Rozier gains possession)
4:35.0,,,99-101,2,J. Brown makes 2-pt shot from 2 ft (assist by A. Horford)
4:14.0,T. Snell misses 3-pt shot from 24 ft,,99-101,,
4:12.0,Offensive rebound by G. Antetokounmpo,,99-101,,
4:10.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,101-101,,
3:49.0,,,101-101,,J. Brown misses 2-pt shot from 2 ft
3:46.0,Defensive rebound by K. Middleton,,101-101,,
3:43.0,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton),2,103-101,,
3:16.0,,,103-104,3,T. Rozier makes 3-pt shot from 26 ft (assist by J. Tatum)
3:00.0,M. Brogdon makes 2-pt shot from 1 ft (assist by G. Antetokounmpo),2,105-104,,
2:43.0,,,105-104,,Turnover by J. Tatum (bad pass)
2:31.0,E. Bledsoe misses 2-pt shot from 16 ft,,105-104,,
2:27.0,,,105-104,,Defensive rebound by A. Horford
2:22.0,,,105-104,,T. Rozier misses 2-pt shot from 2 ft
2:21.0,,,105-104,,Offensive rebound by Team
2:10.0,,,105-104,,Shooting foul by G. Antetokounmpo (drawn by A. Horford)
2:10.0,,,105-105,1,A. Horford makes free throw 1 of 2
2:10.0,,,105-106,1,A. Horford makes free throw 2 of 2
1:51.0,K. Middleton misses 2-pt shot from 11 ft,,105-106,,
1:48.0,,,105-106,,Defensive rebound by J. Tatum
1:40.0,,,105-106,,A. Horford misses 3-pt shot from 25 ft
1:37.0,,,105-106,,Offensive rebound by J. Tatum
1:22.0,,,105-108,2,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier)
1:22.0,Milwaukee full timeout,,105-108,,
1:06.0,M. Brogdon misses 3-pt shot from 22 ft,,105-108,,
1:03.0,Offensive rebound by G. Antetokounmpo,,105-108,,
1:00.0,K. Middleton misses 3-pt shot from 25 ft,,105-108,,
0:57.0,,,105-108,,Defensive rebound by J. Tatum
0:56.0,,,105-108,,Turnover by J. Tatum (lost ball; steal by G. Antetokounmpo)
0:56.0,,,105-108,,Personal foul by T. Rozier (drawn by E. Bledsoe)
0:53.0,,,105-108,,Personal foul by T. Rozier (drawn by G. Antetokounmpo)
0:53.0,G. Antetokounmpo makes free throw 1 of 2,1,106-108,,
0:53.0,G. Antetokounmpo misses free throw 2 of 2,,106-108,,
0:52.0,,,106-108,,Defensive rebound by Team
0:52.0,Loose ball foul by E. Bledsoe (drawn by J. Tatum),,106-108,,
0:52.0,J. Terry enters the game for E. Bledsoe,,106-108,,
0:41.0,,,106-108,,Turnover by J. Tatum (bad pass; steal by K. Middleton)
0:27.0,M. Brogdon misses 2-pt shot from 5 ft (block by J. Tatum),,106-108,,
0:26.0,Offensive rebound by M. Brogdon,,106-108,,
0:21.0,T. Snell misses 3-pt shot from 23 ft,,106-108,,
0:21.0,,,106-108,,Defensive rebound by A. Horford
0:18.0,Personal foul by J. Terry (drawn by T. Rozier),,106-108,,
0:18.0,,,106-109,1,T. Rozier makes free throw 1 of 2
0:18.0,,,106-109,,S. Larkin enters the game for M. Morris
0:18.0,T. Zeller enters the game for J. Terry,,106-109,,
0:18.0,,,106-110,1,T. Rozier makes free throw 2 of 2
0:18.0,Milwaukee full timeout,,106-110,,
0:18.0,J. Terry enters the game for T. Zeller,,106-110,,
0:14.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,106-110,,
0:14.0,G. Antetokounmpo makes free throw 1 of 2,1,107-110,,
0:14.0,,,107-110,,M. Morris enters the game for S. Larkin
0:14.0,S. Brown enters the game for K. Middleton,,107-110,,
0:14.0,G. Antetokounmpo misses free throw 2 of 2,,107-110,,
0:13.0,,,107-110,,Defensive rebound by T. Rozier
0:13.0,Personal foul by G. Antetokounmpo (drawn by T. Rozier),,107-110,,
0:13.0,,,107-110,,S. Larkin enters the game for M. Morris
0:13.0,K. Middleton enters the game for G. Antetokounmpo,,107-110,,
0:13.0,,,107-111,1,T. Rozier makes free throw 1 of 2
0:13.0,J. Henson enters the game for S. Brown,,107-111,,
0:13.0,,,107-111,,T. Rozier misses free throw 2 of 2
0:11.0,Defensive rebound by K. Middleton,,107-111,,
0:06.0,K. Middleton misses 2-pt shot from 5 ft,,107-111,,
0:04.0,,,107-111,,Defensive rebound by T. Rozier
0:04.0,Personal take foul by M. Brogdon (drawn by T. Rozier),,107-111,,
0:04.0,,,107-112,1,T. Rozier makes free throw 1 of 2
0:04.0,,,107-112,,S. Ojeleye enters the game for A. Horford
0:04.0,,,107-113,1,T. Rozier makes free throw 2 of 2
0:00.0,M. Brogdon misses 3-pt shot from 28 ft,,107-113,,
0:00.0,Offensive rebound by Team,,107-113,,
