time,Golden State,pts.away,score,pts.home,LA Clippers
5:05.0,P. McCaw misses 2-pt shot from 5 ft,,127-99,,
5:02.0,,,127-99,,Defensive rebound by B. Johnson
4:57.0,,,127-101,2,J. Evans makes 2-pt shot from 1 ft
4:36.0,D. West makes 3-pt shot from 26 ft,3,130-101,,
4:15.0,,,130-101,,J. Evans misses 2-pt shot from 5 ft
4:11.0,,,130-101,,Offensive rebound by S. Dekker
4:11.0,,,130-103,2,S. Dekker makes 2-pt shot at rim
4:07.0,Golden State full timeout,,130-103,,
4:07.0,J. McGee enters the game for D. West,,130-103,,
3:52.0,O. Casspi misses 2-pt shot from 4 ft,,130-103,,
3:49.0,,,130-103,,Defensive rebound by B. Johnson
3:45.0,,,130-103,,Shooting foul by J. Bell (drawn by S. Dekker)
3:45.0,,,130-103,,S. Dekker misses free throw 1 of 2
3:45.0,,,130-103,,Offensive rebound by Team
3:45.0,,,130-104,1,S. Dekker makes free throw 2 of 2
3:35.0,P. McCaw makes 2-pt shot from 3 ft (assist by J. Bell),2,132-104,,
3:23.0,,,132-106,2,B. Johnson makes 2-pt shot from 18 ft (assist by M. Harrell)
3:09.0,J. McGee misses 2-pt shot from 12 ft,,132-106,,
3:06.0,,,132-106,,Defensive rebound by S. Thornwell
2:55.0,,,132-108,2,B. Johnson makes 2-pt shot from 17 ft (assist by J. Evans)
2:33.0,N. Young misses 3-pt shot from 25 ft,,132-108,,
2:29.0,Offensive rebound by O. Casspi,,132-108,,
2:29.0,O. Casspi makes 2-pt shot at rim,2,134-108,,
2:15.0,,,134-110,2,J. Evans makes 2-pt shot from 5 ft
1:59.0,Turnover by O. Casspi (bad pass; steal by S. Thornwell),,134-110,,
1:58.0,,,134-112,2,S. Dekker makes 2-pt shot at rim (assist by S. Thornwell)
1:45.0,P. McCaw misses 3-pt shot from 26 ft,,134-112,,
1:43.0,,,134-112,,Defensive rebound by S. Dekker
1:37.0,Loose ball foul by O. Casspi (drawn by M. Harrell),,134-112,,
1:37.0,,,134-112,,M. Harrell misses free throw 1 of 2
1:37.0,,,134-112,,Offensive rebound by Team
1:37.0,,,134-113,1,M. Harrell makes free throw 2 of 2
1:36.0,,,134-113,,S. Dekker misses 3-pt shot from 26 ft
1:36.0,,,134-113,,Offensive rebound by Team
1:27.0,N. Young makes 3-pt shot from 26 ft (assist by O. Casspi),3,137-113,,
1:19.0,,,137-113,,S. Thornwell misses 2-pt shot from 2 ft (block by J. McGee)
1:15.0,Defensive rebound by J. Bell,,137-113,,
1:15.0,Shooting foul by M. Harrell (drawn by O. Casspi),,137-113,,
1:15.0,O. Casspi makes free throw 1 of 2,1,138-113,,
1:15.0,O. Casspi makes free throw 2 of 2,1,139-113,,
1:03.0,,,139-113,,J. Evans misses 2-pt shot from 19 ft
1:00.0,Defensive rebound by J. McGee,,139-113,,
0:47.0,J. McGee misses 3-pt shot from 26 ft,,139-113,,
0:43.0,Offensive rebound by P. McCaw,,139-113,,
0:32.0,O. Casspi misses 2-pt shot from 7 ft (block by M. Harrell),,139-113,,
0:22.0,Offensive rebound by J. McGee,,139-113,,
0:21.0,P. McCaw misses 3-pt shot from 26 ft,,139-113,,
0:21.0,Offensive rebound by O. Casspi,,139-113,,
0:20.0,Shooting foul by B. Johnson (drawn by O. Casspi),,139-113,,
0:20.0,O. Casspi makes free throw 1 of 2,1,140-113,,
0:20.0,O. Casspi makes free throw 2 of 2,1,141-113,,
0:08.0,,,141-113,,S. Dekker misses 2-pt shot from 17 ft (block by O. Casspi)
0:05.0,Defensive rebound by O. Casspi,,141-113,,
