time,Golden State,pts.away,score,pts.home,Cleveland
5:19.0,N. Young makes 2-pt shot from 20 ft (assist by D. West),2,107-97,,
5:08.0,,,107-97,,Turnover by I. Thomas (turnover)
4:48.0,S. Curry misses 3-pt shot from 32 ft,,107-97,,
4:47.0,Offensive rebound by D. West,,107-97,,
4:47.0,Golden State full timeout,,107-97,,
4:36.0,,,107-97,,Personal foul by I. Thomas (drawn by S. Curry)
4:25.0,Shooting foul by K. Love (drawn by S. Curry),,107-97,,
4:25.0,S. Curry makes free throw 1 of 2,1,108-97,,
4:25.0,,,108-97,,D. Wade enters the game for K. Korver
4:25.0,S. Curry misses free throw 2 of 2,,108-97,,
4:22.0,,,108-97,,Defensive rebound by J. Smith
4:13.0,,,108-99,2,L. James makes 2-pt shot from 1 ft
4:02.0,S. Curry misses 2-pt shot from 1 ft,,108-99,,
4:00.0,Offensive rebound by D. Green,,108-99,,
4:00.0,D. Green makes 2-pt shot from 1 ft,2,110-99,,
3:44.0,,,110-99,,Turnover by L. James (bad pass; steal by N. Young)
3:32.0,N. Young makes 3-pt shot from 22 ft (assist by K. Durant),3,113-99,,
3:18.0,Personal foul by D. Green (drawn by K. Love),,113-99,,
3:18.0,,,113-100,1,K. Love makes free throw 1 of 2
3:18.0,,,113-100,,K. Love misses free throw 2 of 2
3:16.0,Defensive rebound by D. West,,113-100,,
3:05.0,Turnover by K. Durant (bad pass; steal by L. James),,113-100,,
3:01.0,,,113-102,2,I. Thomas makes 2-pt shot from 1 ft (assist by J. Smith)
3:00.0,Golden State full timeout,,113-102,,
3:00.0,,,113-102,,K. Korver enters the game for I. Thomas
3:00.0,A. Iguodala enters the game for D. West,,113-102,,
3:00.0,K. Thompson enters the game for N. Young,,113-102,,
2:37.0,S. Curry misses 2-pt shot from 1 ft (block by L. James),,113-102,,
2:34.0,,,113-102,,Defensive rebound by K. Love
2:28.0,,,113-102,,K. Korver misses 3-pt shot from 22 ft
2:28.0,,,113-102,,Offensive rebound by D. Wade
2:25.0,,,113-102,,Shooting foul by K. Durant (drawn by L. James)
2:25.0,,,113-102,,L. James misses free throw 1 of 2
2:25.0,,,113-102,,Offensive rebound by Team
2:25.0,,,113-103,1,L. James makes free throw 2 of 2
2:08.0,D. Green misses 2-pt shot from 2 ft,,113-103,,
2:08.0,,,113-103,,Defensive rebound by K. Love
2:08.0,Personal foul by D. Green (drawn by L. James),,113-103,,
2:08.0,,,113-104,1,L. James makes free throw 1 of 2
2:08.0,,,113-104,,L. James misses free throw 2 of 2
2:06.0,Defensive rebound by D. Green,,113-104,,
1:50.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Curry),3,116-104,,
1:43.0,,,116-104,,D. Wade misses 2-pt shot from 1 ft
1:41.0,Defensive rebound by K. Durant,,116-104,,
1:24.0,A. Iguodala makes 2-pt shot from 1 ft (assist by D. Green),2,118-104,,
1:24.0,,,118-104,,Cleveland full timeout
1:24.0,,,118-104,,C. Frye enters the game for K. Love
1:24.0,,,118-104,,A. Zizic enters the game for J. Smith
1:24.0,,,118-104,,J. Calderon enters the game for D. Wade
1:24.0,,,118-104,,C. Osman enters the game for L. James
1:24.0,K. Looney enters the game for D. Green,,118-104,,
1:24.0,N. Young enters the game for S. Curry,,118-104,,
1:24.0,P. McCaw enters the game for K. Durant,,118-104,,
1:24.0,J. Bell enters the game for K. Thompson,,118-104,,
1:03.0,Personal foul by P. McCaw (drawn by J. Calderon),,118-104,,
1:03.0,,,118-104,,J. Calderon misses free throw 1 of 2
1:03.0,,,118-104,,Offensive rebound by Team
1:03.0,,,118-105,1,J. Calderon makes free throw 2 of 2
0:40.0,A. Iguodala misses 3-pt shot from 26 ft,,118-105,,
0:37.0,,,118-105,,Defensive rebound by A. Zizic
0:30.0,,,118-108,3,C. Frye makes 3-pt shot from 29 ft (assist by J. Calderon)
0:04.0,A. Iguodala misses 3-pt shot from 24 ft,,118-108,,
0:01.0,,,118-108,,Defensive rebound by A. Zizic
