time,Washington,pts.away,score,pts.home,Indiana
2:16.0,Defensive rebound by T. Satoransky,,106-96,,
1:55.0,T. Satoransky makes 2-pt shot from 1 ft,2,108-96,,
1:55.0,Shooting foul by M. Turner (drawn by T. Satoransky),,108-96,,
1:55.0,T. Satoransky makes free throw 1 of 1,1,109-96,,
1:47.0,,,109-98,2,C. Joseph makes 2-pt shot at rim
1:27.0,K. Oubre makes 2-pt shot at rim (assist by T. Satoransky),2,111-98,,
1:19.0,Shooting block foul by T. Satoransky (drawn by L. Stephenson),,111-98,,
1:19.0,,,111-99,1,L. Stephenson makes free throw 1 of 2
1:19.0,,,111-100,1,L. Stephenson makes free throw 2 of 2
1:00.0,B. Beal misses 2-pt shot from 4 ft (block by M. Turner),,111-100,,
0:58.0,,,111-100,,Defensive rebound by L. Stephenson
0:55.0,,,111-100,,L. Stephenson misses 3-pt shot from 24 ft
0:55.0,Defensive rebound by T. Satoransky,,111-100,,
0:34.0,M. Morris misses 3-pt shot from 28 ft,,111-100,,
0:30.0,,,111-100,,Defensive rebound by C. Joseph
0:19.0,,,111-100,,B. Bogdanovic misses 3-pt shot from 23 ft
0:16.0,,,111-100,,Offensive rebound by M. Turner
0:16.0,,,111-102,2,M. Turner makes 2-pt shot at rim
