time,LA Lakers,pts.away,score,pts.home,Denver
5:19.0,,,98-96,,Shooting foul by K. Kuzma (drawn by M. Plumlee)
5:19.0,,,98-96,,M. Plumlee misses free throw 1 of 1
5:15.0,Defensive rebound by B. Ingram,,98-96,,
5:02.0,Turnover by J. Randle (lost ball; steal by G. Harris),,98-96,,
4:52.0,,,98-98,2,W. Barton makes 2-pt shot from 2 ft (assist by G. Harris)
4:51.0,LA Lakers full timeout,,98-98,,
4:51.0,,,98-98,,J. Murray enters the game for E. Mudiay
4:51.0,L. Ball enters the game for J. Hart,,98-98,,
4:51.0,L. Nance enters the game for J. Randle,,98-98,,
4:37.0,Turnover by J. Clarkson (lost ball; steal by G. Harris),,98-98,,
4:33.0,,,98-100,2,W. Barton makes 2-pt shot from 2 ft (assist by G. Harris)
4:10.0,K. Kuzma misses 3-pt shot from 24 ft,,98-100,,
4:07.0,Offensive rebound by L. Nance,,98-100,,
4:05.0,L. Ball misses 3-pt shot from 25 ft,,98-100,,
4:00.0,Offensive rebound by J. Clarkson,,98-100,,
3:57.0,B. Ingram makes 2-pt shot from 1 ft,2,100-100,,
3:43.0,,,100-100,,Shooting foul by L. Nance (drawn by W. Barton)
3:43.0,,,100-101,1,W. Barton makes free throw 1 of 2
3:43.0,,,100-102,1,W. Barton makes free throw 2 of 2
3:30.0,Offensive foul by L. Nance (drawn by W. Barton),,100-102,,
3:30.0,Turnover by L. Nance (offensive foul),,100-102,,
3:17.0,,,100-102,,Turnover by W. Barton (discontinued dribble)
3:04.0,K. Kuzma misses 2-pt shot from 19 ft,,100-102,,
3:01.0,,,100-102,,Defensive rebound by W. Barton
2:50.0,Personal foul by J. Clarkson (drawn by G. Harris),,100-102,,
2:41.0,,,100-105,3,J. Murray makes 3-pt shot from 25 ft
2:31.0,Offensive charge foul by L. Ball (drawn by J. Murray),,100-105,,
2:31.0,Turnover by L. Ball (offensive foul),,100-105,,
2:24.0,,,100-105,,Shooting foul by L. Ball
2:24.0,,,100-106,1,J. Murray makes free throw 1 of 2
2:24.0,J. Randle enters the game for L. Nance,,100-106,,
2:24.0,LA Lakers full timeout,,100-106,,
2:24.0,Technical foul by L. Ball,,100-106,,
2:24.0,,,100-106,,J. Murray misses technical free throw
2:24.0,,,100-106,,Offensive rebound by Team
2:24.0,,,100-107,1,J. Murray makes free throw 1 of 1
2:02.0,Turnover by B. Ingram (lost ball; steal by W. Barton),,100-107,,
1:37.0,,,100-109,2,T. Lyles makes 2-pt shot from 2 ft (assist by M. Plumlee)
1:28.0,B. Ingram misses 3-pt shot from 22 ft,,100-109,,
1:25.0,,,100-109,,Defensive rebound by T. Lyles
1:08.0,,,100-109,,J. Murray misses 2-pt shot from 3 ft
1:06.0,,,100-109,,Offensive rebound by M. Plumlee
1:05.0,,,100-109,,M. Plumlee misses 2-pt shot from 1 ft
1:05.0,Defensive rebound by J. Randle,,100-109,,
1:03.0,Turnover by J. Randle (bad pass),,100-109,,
0:44.0,,,100-111,2,W. Barton makes 2-pt shot from 2 ft
0:37.0,J. Clarkson misses 3-pt shot from 24 ft,,100-111,,
0:34.0,,,100-111,,Defensive rebound by W. Barton
0:20.0,Personal take foul by B. Ingram (drawn by W. Barton),,100-111,,
0:20.0,,,100-112,1,W. Barton makes free throw 1 of 2
0:20.0,,,100-113,1,W. Barton makes free throw 2 of 2
0:14.0,K. Kuzma misses 2-pt shot from 3 ft (block by T. Lyles),,100-113,,
0:11.0,,,100-113,,Defensive rebound by M. Plumlee
0:03.0,Personal foul by J. Randle (drawn by J. Murray),,100-113,,
0:03.0,,,100-114,1,J. Murray makes free throw 1 of 2
0:03.0,,,100-115,1,J. Murray makes free throw 2 of 2
