time,Milwaukee,pts.away,score,pts.home,Indiana
0:05.0,Jump ball: C. Joseph vs. K. Middleton (B. Bogdanovic gains possession),,,,Jump ball: C. Joseph vs. K. Middleton (B. Bogdanovic gains possession)
0:05.0,Turnover by K. Middleton (turnover; steal by C. Joseph),,89-90,,
0:05.0,Personal foul by E. Bledsoe (drawn by B. Bogdanovic),,89-90,,
0:05.0,,,89-91,1,B. Bogdanovic makes free throw 1 of 2
0:05.0,J. Henson enters the game for J. Terry,,89-91,,
0:05.0,,,89-92,1,B. Bogdanovic makes free throw 2 of 2
0:05.0,Milwaukee full timeout,,89-92,,
0:05.0,J. Terry enters the game for J. Henson,,89-92,,
0:00.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,89-92,,
0:00.0,Offensive rebound by Team,,89-92,,
