time,New Orleans,pts.away,score,pts.home,LA Lakers
5:35.0,D. Cunningham makes 2-pt shot from 1 ft (assist by J. Nelson),2,103-106,,
5:17.0,,,103-106,,J. Hart misses 3-pt shot from 23 ft
5:16.0,,,103-106,,Offensive rebound by Team
5:16.0,Loose ball foul by D. Cunningham (drawn by K. Kuzma),,103-106,,
5:16.0,,,103-107,1,K. Kuzma makes free throw 1 of 2
5:16.0,D. Cousins enters the game for D. Cunningham,,103-107,,
5:16.0,,,103-108,1,K. Kuzma makes free throw 2 of 2
4:59.0,,,103-108,,Personal foul by J. Randle (drawn by D. Cousins)
4:46.0,E. Moore makes 3-pt shot from 25 ft (assist by J. Nelson),3,106-108,,
4:16.0,,,106-110,2,J. Randle makes 2-pt shot at rim (assist by J. Clarkson)
3:57.0,E. Moore makes 2-pt shot from 1 ft (assist by D. Cousins),2,108-110,,
3:40.0,,,108-110,,K. Kuzma misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by A. Davis,,108-110,,
3:33.0,,,108-110,,Personal foul by K. Kuzma (drawn by D. Cousins)
3:33.0,,,108-110,,K. Caldwell-Pope enters the game for J. Hart
3:22.0,Turnover by J. Holiday (bad pass; steal by J. Randle),,108-110,,
3:16.0,,,108-110,,L. Ball misses 2-pt shot from 2 ft (block by A. Davis)
3:12.0,Defensive rebound by J. Holiday,,108-110,,
3:09.0,D. Cousins misses 2-pt shot from 1 ft,,108-110,,
3:02.0,Offensive rebound by D. Cousins,,108-110,,
3:02.0,D. Cousins makes 2-pt shot at rim,2,110-110,,
2:56.0,,,110-110,,LA Lakers full timeout
2:42.0,,,110-110,,L. Ball misses 3-pt shot from 26 ft
2:40.0,Defensive rebound by Team,,110-110,,
2:40.0,,,110-110,,Loose ball foul by K. Kuzma (drawn by D. Cousins)
2:40.0,D. Cousins makes free throw 1 of 2,1,111-110,,
2:40.0,D. Cousins makes free throw 2 of 2,1,112-110,,
2:28.0,,,112-110,,J. Clarkson misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by J. Nelson,,112-110,,
2:08.0,E. Moore makes 2-pt shot from 13 ft,2,114-110,,
1:53.0,,,114-110,,K. Kuzma misses 3-pt shot from 26 ft
1:48.0,,,114-110,,Offensive rebound by L. Ball
1:45.0,,,114-110,,K. Caldwell-Pope misses 2-pt shot from 13 ft
1:43.0,Defensive rebound by A. Davis,,114-110,,
1:26.0,J. Nelson makes 3-pt shot from 26 ft (assist by J. Holiday),3,117-110,,
1:15.0,,,117-110,,Turnover by J. Clarkson (lost ball; steal by A. Davis)
1:02.0,New Orleans full timeout,,117-110,,
0:55.0,J. Nelson misses 3-pt shot from 24 ft,,117-110,,
0:50.0,,,117-110,,Defensive rebound by Team
0:50.0,D. Cunningham enters the game for D. Cousins,,117-110,,
0:41.0,,,117-112,2,K. Kuzma makes 2-pt shot from 1 ft
0:36.0,D. Cunningham misses 2-pt shot from 2 ft (block by K. Caldwell-Pope),,117-112,,
0:32.0,Offensive rebound by J. Holiday,,117-112,,
0:27.0,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday),2,119-112,,
0:27.0,,,119-112,,LA Lakers full timeout
0:26.0,,,119-112,,K. Caldwell-Pope misses 3-pt shot from 23 ft
0:22.0,,,119-112,,Offensive rebound by K. Kuzma
0:20.0,,,119-112,,K. Kuzma misses 2-pt shot from 4 ft
0:18.0,Defensive rebound by A. Davis,,119-112,,
