time,Portland,pts.away,score,pts.home,Sacramento
2:24.0,,,73-80,2,W. Cauley-Stein makes 2-pt shot at rim
2:20.0,,,73-80,,Personal foul by K. Koufos (drawn by D. Lillard)
2:20.0,D. Lillard makes free throw 1 of 2,1,74-80,,
2:20.0,D. Lillard makes free throw 2 of 2,1,75-80,,
2:09.0,,,75-80,,Shooting foul by S. Napier (drawn by D. Fox)
2:09.0,,,75-81,1,D. Fox makes free throw 1 of 2
2:09.0,,,75-81,,D. Fox misses free throw 2 of 2
2:06.0,Defensive rebound by C. McCollum,,75-81,,
1:55.0,S. Napier makes 3-pt shot from 23 ft (assist by C. McCollum),3,78-81,,
1:39.0,,,78-81,,W. Cauley-Stein misses 2-pt shot from 17 ft
1:35.0,,,78-81,,Offensive rebound by G. Hill
1:19.0,,,78-83,2,K. Koufos makes 2-pt shot from 2 ft (assist by G. Temple)
1:19.0,,,78-83,,Shooting foul by J. Nurkic (drawn by K. Koufos)
1:19.0,,,78-83,,K. Koufos misses free throw 1 of 1
1:19.0,Defensive rebound by Team,,78-83,,
1:11.0,Shooting foul by G. Temple (drawn by C. McCollum),,78-83,,
1:11.0,C. McCollum makes free throw 1 of 2,1,79-83,,
1:11.0,C. McCollum makes free throw 2 of 2,1,80-83,,
0:47.0,,,80-85,2,D. Fox makes 2-pt shot from 20 ft (assist by K. Koufos)
0:32.0,D. Lillard makes 2-pt shot from 4 ft,2,82-85,,
0:14.0,,,82-85,,G. Hill misses 2-pt shot from 13 ft
0:09.0,Defensive rebound by S. Napier,,82-85,,
0:06.0,D. Lillard misses 3-pt shot from 28 ft,,82-85,,
0:03.0,,,82-85,,Defensive rebound by W. Cauley-Stein
0:03.0,Personal foul by C. McCollum (drawn by W. Cauley-Stein),,82-85,,
0:03.0,,,82-85,,W. Cauley-Stein misses free throw 1 of 2
0:03.0,,,82-85,,Offensive rebound by Team
0:03.0,,,82-86,1,W. Cauley-Stein makes free throw 2 of 2
0:03.0,Portland full timeout,,82-86,,
0:03.0,E. Turner enters the game for S. Napier,,82-86,,
0:03.0,P. Connaughton enters the game for E. Davis,,82-86,,
0:01.0,D. Lillard misses 3-pt shot from 27 ft,,82-86,,
0:01.0,Offensive rebound by P. Connaughton,,82-86,,
