time,Philadelphia,pts.away,score,pts.home,Boston
7:48.0,,,94-92,,Personal foul by T. Rozier (drawn by B. Simmons)
7:38.0,J. Embiid misses 3-pt shot from 26 ft,,94-92,,
7:33.0,,,94-92,,Defensive rebound by M. Smart
7:32.0,,,94-92,,Shooting foul by B. Simmons (drawn by J. Tatum)
7:32.0,,,94-93,1,J. Tatum makes free throw 1 of 2
7:32.0,,,94-94,1,J. Tatum makes free throw 2 of 2
7:09.0,J. Embiid misses 2-pt shot from 17 ft,,94-94,,
7:06.0,,,94-94,,Defensive rebound by T. Rozier
6:57.0,,,94-94,,M. Morris misses 3-pt shot from 23 ft
6:54.0,Defensive rebound by R. Covington,,94-94,,
6:49.0,B. Simmons misses 2-pt shot from 3 ft,,94-94,,
6:48.0,,,94-94,,Defensive rebound by A. Horford
6:41.0,,,94-94,,Boston full timeout
6:31.0,,,94-96,2,A. Horford makes 2-pt shot from 1 ft
6:16.0,,,94-96,,Violation by J. Tatum (kicked ball)
6:16.0,J. Redick enters the game for R. Covington,,94-96,,
6:12.0,B. Simmons misses 2-pt shot from 4 ft,,94-96,,
6:09.0,,,94-96,,Defensive rebound by M. Smart
6:05.0,,,94-96,,J. Tatum misses 2-pt shot from 2 ft (block by J. Embiid)
6:03.0,,,94-96,,Offensive rebound by T. Rozier
5:53.0,,,94-98,2,A. Horford makes 2-pt shot from 14 ft
5:32.0,Turnover by D. Saric (lost ball; steal by A. Horford),,94-98,,
5:27.0,,,94-100,2,T. Rozier makes 2-pt shot from 2 ft
5:27.0,Philadelphia full timeout,,94-100,,
5:19.0,,,94-100,,Personal foul by M. Morris (drawn by D. Saric)
5:16.0,,,94-100,,Personal foul by J. Tatum (drawn by B. Simmons)
5:16.0,B. Simmons makes free throw 1 of 2,1,95-100,,
5:16.0,,,95-100,,J. Brown enters the game for M. Morris
5:16.0,B. Simmons makes free throw 2 of 2,1,96-100,,
4:57.0,,,96-102,2,J. Tatum makes 2-pt shot from 1 ft (assist by A. Horford)
4:47.0,J. Embiid makes 2-pt shot from 1 ft (assist by D. Saric),2,98-102,,
4:21.0,,,98-102,,Turnover by Team (shot clock)
4:08.0,,,98-102,,Personal foul by J. Brown (drawn by J. Embiid)
4:08.0,J. Embiid makes free throw 1 of 2,1,99-102,,
4:08.0,J. Embiid makes free throw 2 of 2,1,100-102,,
3:47.0,,,100-102,,T. Rozier misses 3-pt shot from 24 ft
3:44.0,Defensive rebound by J. Embiid,,100-102,,
3:30.0,D. Saric makes 3-pt shot from 28 ft (assist by J. Embiid),3,103-102,,
3:10.0,,,103-102,,J. Tatum misses 2-pt shot from 10 ft
3:07.0,Defensive rebound by T. McConnell,,103-102,,
2:59.0,B. Simmons makes 2-pt shot from 4 ft (assist by D. Saric),2,105-102,,
2:39.0,,,105-102,,M. Smart misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by D. Saric,,105-102,,
2:25.0,T. McConnell misses 2-pt shot from 12 ft,,105-102,,
2:23.0,,,105-102,,Defensive rebound by T. Rozier
2:13.0,,,105-102,,Shooting foul by J. Redick (drawn by M. Smart)
2:13.0,,,105-102,,M. Smart misses free throw 1 of 2
2:13.0,,,105-102,,Offensive rebound by Team
2:13.0,,,105-102,,A. Baynes enters the game for J. Brown
2:13.0,,,105-103,1,M. Smart makes free throw 2 of 2
2:01.0,B. Simmons makes 2-pt shot from 7 ft,2,107-103,,
1:50.0,,,107-103,,Shooting foul by B. Simmons (drawn by J. Tatum)
1:50.0,,,107-104,1,J. Tatum makes free throw 1 of 2
1:50.0,,,107-105,1,J. Tatum makes free throw 2 of 2
1:37.0,D. Saric makes 2-pt shot from 2 ft (assist by B. Simmons),2,109-105,,
1:27.0,,,109-107,2,A. Horford makes 2-pt shot at rim (assist by J. Tatum)
1:11.0,J. Redick misses 3-pt shot from 28 ft,,109-107,,
1:08.0,,,109-107,,Defensive rebound by Team
1:08.0,,,109-107,,J. Brown enters the game for A. Baynes
1:01.0,,,109-107,,J. Tatum misses 2-pt shot from 1 ft
1:00.0,,,109-107,,Offensive rebound by M. Smart
1:00.0,,,109-109,2,M. Smart makes 2-pt shot from 1 ft
0:37.0,Turnover by D. Saric (lost ball; steal by A. Horford),,109-109,,
0:22.0,,,109-111,2,J. Tatum makes 2-pt shot at rim (assist by M. Smart)
0:18.0,Philadelphia full timeout,,109-111,,
0:18.0,,,109-111,,A. Baynes enters the game for J. Tatum
0:18.0,R. Covington enters the game for T. McConnell,,109-111,,
0:12.0,J. Embiid misses 2-pt shot from 2 ft,,109-111,,
0:11.0,Offensive rebound by J. Embiid,,109-111,,
0:11.0,J. Embiid misses 2-pt shot from 2 ft,,109-111,,
0:10.0,Offensive rebound by J. Embiid,,109-111,,
0:10.0,Turnover by J. Embiid (out of bounds lost ball),,109-111,,
0:10.0,,,109-111,,Boston full timeout
0:10.0,,,109-111,,J. Tatum enters the game for A. Baynes
0:10.0,T. McConnell enters the game for J. Redick,,109-111,,
0:09.0,Personal take foul by D. Saric (drawn by T. Rozier),,109-111,,
0:09.0,,,109-112,1,T. Rozier makes free throw 1 of 2
0:09.0,J. Redick enters the game for T. McConnell,,109-112,,
0:09.0,,,109-113,1,T. Rozier makes free throw 2 of 2
0:04.0,J. Redick makes 3-pt shot from 26 ft (assist by B. Simmons),3,112-113,,
0:03.0,,,112-113,,Boston full timeout
0:03.0,J. Anderson enters the game for J. Embiid,,112-113,,
0:03.0,T. McConnell enters the game for J. Redick,,112-113,,
0:02.0,Personal take foul by T. McConnell (drawn by M. Smart),,112-113,,
0:02.0,,,112-113,,M. Smart misses free throw 1 of 2
0:02.0,,,112-113,,Offensive rebound by Team
0:02.0,J. Redick enters the game for J. Anderson,,112-113,,
0:02.0,J. Embiid enters the game for T. McConnell,,112-113,,
0:02.0,,,112-114,1,M. Smart makes free throw 2 of 2
0:01.0,Turnover by B. Simmons (bad pass; steal by M. Smart),,112-114,,
