time,Cleveland,pts.away,score,pts.home,Orlando
7:50.0,,,111-101,2,M. Hezonja makes 2-pt shot at rim
7:41.0,,,111-101,,Personal foul by D. Augustin (drawn by T. Thompson)
7:33.0,I. Thomas makes 2-pt shot from 3 ft,2,113-101,,
7:33.0,Shooting foul by A. Gordon (drawn by I. Thomas),,113-101,,
7:33.0,,,113-101,,E. Fournier enters the game for A. Afflalo
7:33.0,I. Thomas misses free throw 1 of 1,,113-101,,
7:21.0,Offensive rebound by J. Green,,113-101,,
7:21.0,J. Green makes 2-pt shot at rim,2,115-101,,
7:20.0,,,115-103,2,A. Gordon makes 2-pt shot from 2 ft
7:20.0,,,115-103,,Shooting foul by T. Thompson (drawn by A. Gordon)
7:20.0,,,115-104,1,A. Gordon makes free throw 1 of 1
7:08.0,,,115-104,,E. Payton enters the game for W. Iwundu
7:06.0,K. Korver misses 3-pt shot from 29 ft,,115-104,,
7:03.0,,,115-104,,Defensive rebound by M. Hezonja
6:59.0,,,115-104,,M. Hezonja misses 2-pt shot from 2 ft
6:53.0,,,115-104,,Offensive rebound by E. Payton
6:53.0,,,115-104,,E. Payton misses 2-pt shot at rim
6:53.0,Defensive rebound by T. Thompson,,115-104,,
6:47.0,Turnover by D. Wade (lost ball; steal by A. Gordon),,115-104,,
6:41.0,,,115-104,,A. Gordon misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by T. Thompson,,115-104,,
6:33.0,Turnover by I. Thomas (bad pass; steal by A. Gordon),,115-104,,
6:25.0,,,115-104,,Turnover by A. Gordon (bad pass)
6:25.0,,,115-104,,W. Iwundu enters the game for A. Gordon
6:25.0,L. James enters the game for I. Thomas,,115-104,,
6:10.0,D. Wade makes 2-pt shot from 3 ft (assist by T. Thompson),2,117-104,,
5:53.0,,,117-106,2,E. Payton makes 2-pt shot from 1 ft (assist by E. Fournier)
5:39.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,119-106,,
5:27.0,,,119-106,,Turnover by M. Hezonja (traveling)
5:27.0,,,119-106,,A. Gordon enters the game for W. Iwundu
5:18.0,L. James makes 2-pt shot at rim,2,121-106,,
5:05.0,,,121-106,,E. Fournier misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by L. James,,121-106,,
4:55.0,Offensive foul by T. Thompson (drawn by M. Hezonja),,121-106,,
4:55.0,Turnover by T. Thompson (offensive foul),,121-106,,
4:49.0,,,121-106,,D. Augustin misses 3-pt shot from 25 ft
4:45.0,Defensive rebound by L. James,,121-106,,
4:40.0,T. Thompson misses 2-pt shot from 9 ft,,121-106,,
4:35.0,,,121-106,,Defensive rebound by E. Payton
4:34.0,,,121-109,3,E. Fournier makes 3-pt shot from 26 ft (assist by E. Payton)
4:34.0,Cleveland full timeout,,121-109,,
4:34.0,,,121-109,,B. Biyombo enters the game for D. Augustin
4:34.0,K. Love enters the game for T. Thompson,,121-109,,
4:25.0,Offensive foul by K. Korver (drawn by E. Fournier),,121-109,,
4:25.0,Turnover by K. Korver (offensive foul),,121-109,,
4:10.0,,,121-111,2,E. Payton makes 2-pt shot from 2 ft
3:52.0,L. James misses 2-pt shot from 2 ft,,121-111,,
3:50.0,Offensive rebound by D. Wade,,121-111,,
3:47.0,K. Love misses 3-pt shot from 23 ft,,121-111,,
3:44.0,,,121-111,,Defensive rebound by B. Biyombo
3:43.0,,,121-114,3,M. Hezonja makes 3-pt shot from 24 ft (assist by E. Payton)
3:21.0,K. Korver misses 3-pt shot from 25 ft,,121-114,,
3:18.0,,,121-114,,Defensive rebound by A. Gordon
3:15.0,,,121-114,,A. Gordon misses 2-pt shot from 2 ft (block by J. Green)
3:15.0,,,121-114,,Offensive rebound by Team
3:15.0,J. Smith enters the game for K. Korver,,121-114,,
3:13.0,,,121-116,2,A. Gordon makes 2-pt shot from 15 ft (assist by E. Fournier)
2:53.0,L. James makes 3-pt shot from 24 ft,3,124-116,,
2:39.0,,,124-119,3,M. Hezonja makes 3-pt shot from 27 ft (assist by E. Payton)
2:24.0,,,124-119,,Personal foul by M. Hezonja (drawn by J. Smith)
2:24.0,J. Smith makes free throw 1 of 2,1,125-119,,
2:24.0,J. Smith makes free throw 2 of 2,1,126-119,,
2:16.0,,,126-119,,A. Gordon misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by Team,,126-119,,
1:56.0,J. Smith misses 2-pt shot from 18 ft,,126-119,,
1:51.0,,,126-119,,Defensive rebound by A. Gordon
1:49.0,,,126-121,2,A. Gordon makes 2-pt shot from 1 ft
1:29.0,L. James misses 3-pt shot from 25 ft,,126-121,,
1:26.0,,,126-121,,Defensive rebound by B. Biyombo
1:21.0,,,126-121,,Turnover by A. Gordon (lost ball; steal by L. James)
1:21.0,,,126-121,,Personal foul by A. Gordon (drawn by L. James)
1:21.0,,,126-121,,D. Augustin enters the game for A. Gordon
1:21.0,L. James makes free throw 1 of 2,1,127-121,,
1:21.0,T. Thompson enters the game for K. Love,,127-121,,
1:21.0,L. James makes free throw 2 of 2,1,128-121,,
1:08.0,,,128-123,2,E. Payton makes 2-pt shot from 3 ft (assist by E. Fournier)
0:48.0,L. James misses 2-pt shot from 19 ft,,128-123,,
0:45.0,,,128-123,,Defensive rebound by B. Biyombo
0:40.0,,,128-125,2,E. Payton makes 2-pt shot from 2 ft
0:40.0,Cleveland full timeout,,128-125,,
0:40.0,K. Love enters the game for J. Green,,128-125,,
0:40.0,I. Thomas enters the game for T. Thompson,,128-125,,
0:19.0,I. Thomas misses 2-pt shot from 19 ft,,128-125,,
0:17.0,Offensive rebound by D. Wade,,128-125,,
0:17.0,D. Wade makes 2-pt shot from 2 ft,2,130-125,,
0:17.0,,,130-125,,Orlando full timeout
0:17.0,,,130-125,,M. Speights enters the game for B. Biyombo
0:17.0,T. Thompson enters the game for K. Love,,130-125,,
0:17.0,J. Green enters the game for I. Thomas,,130-125,,
0:15.0,,,130-125,,Turnover by E. Fournier (bad pass; steal by J. Green)
0:13.0,,,130-125,,Personal take foul by M. Hezonja (drawn by D. Wade)
0:13.0,D. Wade misses free throw 1 of 2,,130-125,,
0:13.0,Offensive rebound by Team,,130-125,,
0:13.0,D. Wade misses free throw 2 of 2,,130-125,,
0:11.0,,,130-125,,Defensive rebound by M. Hezonja
0:08.0,,,130-127,2,M. Hezonja makes 2-pt shot from 1 ft
0:08.0,,,130-127,,Personal take foul by E. Fournier (drawn by L. James)
0:08.0,L. James misses free throw 1 of 2,,130-127,,
0:08.0,Offensive rebound by Team,,130-127,,
0:08.0,L. James makes free throw 2 of 2,1,131-127,,
0:04.0,,,131-127,,M. Hezonja misses 3-pt shot from 31 ft
0:00.0,,,131-127,,Offensive rebound by E. Payton
0:00.0,,,131-127,,M. Speights misses 3-pt shot from 27 ft
0:00.0,,,131-127,,Offensive rebound by Team
