time,Orlando,pts.away,score,pts.home,Boston
6:22.0,,,88-108,1,S. Ojeleye makes free throw 1 of 2
6:22.0,,,88-108,,S. Ojeleye misses free throw 2 of 2
6:19.0,Defensive rebound by M. Speights,,88-108,,
6:06.0,M. Hezonja makes 2-pt shot from 1 ft (assist by S. Mack),2,90-108,,
5:40.0,,,90-108,,Turnover by S. Ojeleye (bad pass)
5:29.0,B. Biyombo misses 2-pt shot at rim,,90-108,,
5:25.0,,,90-108,,Defensive rebound by A. Baynes
5:19.0,,,90-108,,M. Smart misses 3-pt shot from 26 ft
5:18.0,Defensive rebound by M. Hezonja,,90-108,,
5:18.0,,,90-108,,Personal foul by A. Baynes (drawn by M. Hezonja)
5:02.0,A. Afflalo makes 2-pt shot from 9 ft (assist by M. Speights),2,92-108,,
4:42.0,,,92-108,,M. Morris misses 2-pt shot from 14 ft
4:39.0,Defensive rebound by A. Afflalo,,92-108,,
4:35.0,Turnover by M. Speights (out of bounds lost ball),,92-108,,
4:11.0,,,92-108,,M. Morris misses 2-pt shot from 2 ft
4:09.0,Defensive rebound by M. Speights,,92-108,,
4:02.0,B. Biyombo misses 2-pt shot from 1 ft (block by M. Smart),,92-108,,
4:02.0,B. Biyombo misses 2-pt shot from 1 ft (block by M. Smart),,92-108,,
4:02.0,Offensive rebound by B. Biyombo,,92-108,,
3:57.0,Offensive rebound by B. Biyombo,,92-108,,
3:55.0,B. Biyombo makes 2-pt shot at rim,2,94-108,,
3:35.0,,,94-110,2,A. Baynes makes 2-pt shot from 7 ft
3:09.0,M. Speights misses 3-pt shot from 25 ft,,94-110,,
3:09.0,,,94-110,,Defensive rebound by Team
3:09.0,,,94-110,,A. Nader enters the game for M. Smart
2:51.0,,,94-110,,M. Morris misses 2-pt shot from 22 ft
2:48.0,Defensive rebound by A. Afflalo,,94-110,,
2:39.0,A. Afflalo misses 2-pt shot from 8 ft (block by A. Nader),,94-110,,
2:36.0,,,94-110,,Defensive rebound by M. Morris
2:28.0,,,94-110,,S. Ojeleye misses 3-pt shot from 27 ft
2:24.0,,,94-110,,Offensive rebound by A. Baynes
2:24.0,,,94-112,2,A. Baynes makes 2-pt shot from 2 ft
2:12.0,S. Mack makes 2-pt shot from 1 ft,2,96-112,,
2:00.0,,,96-114,2,T. Rozier makes 2-pt shot from 15 ft
1:57.0,,,96-114,,Personal take foul by T. Rozier (drawn by S. Mack)
1:57.0,,,96-114,,G. Yabusele enters the game for M. Morris
1:39.0,M. Hezonja misses 3-pt shot from 24 ft,,96-114,,
1:35.0,,,96-114,,Defensive rebound by T. Rozier
1:29.0,Technical foul by M. Speights (drawn by A. Baynes),,96-114,,
1:29.0,,,96-114,,A. Baynes misses free throw 2 of 2
1:29.0,,,96-114,,Offensive rebound by Team
1:29.0,,,96-115,1,A. Baynes makes free throw 1 of 2
1:17.0,,,96-118,3,A. Nader makes 3-pt shot from 27 ft (assist by A. Baynes)
1:02.0,B. Biyombo makes 2-pt shot at rim (assist by M. Hezonja),2,98-118,,
0:44.0,,,98-118,,Turnover by G. Yabusele (bad pass; steal by S. Mack)
0:39.0,A. Afflalo makes 3-pt shot from 24 ft (assist by S. Mack),3,101-118,,
0:15.0,,,101-118,,Turnover by Team (shot clock)
0:10.0,S. Mack makes 2-pt shot from 12 ft,2,103-118,,
