time,Miami,pts.away,score,pts.home,Brooklyn
2:02.0,Personal foul by J. Richardson (drawn by R. Hollis-Jefferson),,95-87,,
1:58.0,,,95-87,,Turnover by S. Dinwiddie (bad pass)
1:40.0,J. Richardson misses 2-pt shot from 17 ft,,95-87,,
1:39.0,Offensive rebound by K. Olynyk,,95-87,,
1:23.0,J. Johnson makes 2-pt shot at rim,2,97-87,,
1:23.0,,,97-87,,Brooklyn full timeout
1:16.0,,,97-87,,A. Crabbe misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by Team,,97-87,,
1:14.0,Miami full timeout,,97-87,,
1:07.0,,,97-87,,Personal foul by C. LeVert (drawn by J. Richardson)
1:07.0,,,97-87,,Away from play foul by J. Allen (drawn by J. Johnson)
1:07.0,G. Dragic misses free throw 1 of 1,,97-87,,
1:07.0,Offensive rebound by Team,,97-87,,
1:07.0,,,97-87,,Personal foul by R. Hollis-Jefferson (drawn by K. Olynyk)
1:07.0,K. Olynyk makes free throw 1 of 2,1,98-87,,
1:07.0,K. Olynyk misses free throw 2 of 2,,98-87,,
1:05.0,,,98-87,,Defensive rebound by R. Hollis-Jefferson
0:59.0,,,98-87,,S. Dinwiddie misses 3-pt shot from 26 ft
0:56.0,Defensive rebound by J. Johnson,,98-87,,
0:56.0,,,98-87,,Personal take foul by R. Hollis-Jefferson (drawn by J. Johnson)
0:56.0,J. Johnson misses free throw 1 of 2,,98-87,,
0:56.0,Offensive rebound by Team,,98-87,,
0:56.0,,,98-87,,I. Whitehead enters the game for A. Crabbe
0:56.0,,,98-87,,J. Wiley enters the game for J. Allen
0:56.0,J. Johnson makes free throw 2 of 2,1,99-87,,
0:52.0,,,99-87,,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson)
0:52.0,,,99-88,1,R. Hollis-Jefferson makes free throw 1 of 2
0:52.0,,,99-89,1,R. Hollis-Jefferson makes free throw 2 of 2
0:34.0,K. Olynyk makes 2-pt shot from 16 ft (assist by G. Dragic),2,101-89,,
0:26.0,,,101-89,,R. Hollis-Jefferson misses 2-pt shot from 1 ft
0:25.0,Defensive rebound by K. Olynyk,,101-89,,
0:25.0,,,101-89,,Q. Acy enters the game for S. Dinwiddie
0:01.0,Turnover by Team (shot clock),,101-89,,
