time,Minnesota,pts.away,score,pts.home,Utah
3:37.0,,,99-107,,D. Mitchell misses 3-pt shot from 24 ft
3:35.0,Defensive rebound by A. Wiggins,,99-107,,
3:27.0,A. Wiggins makes 3-pt shot from 22 ft,3,102-107,,
3:25.0,,,102-107,,Utah full timeout
3:06.0,,,102-107,,R. Rubio misses 3-pt shot from 25 ft
3:04.0,,,102-107,,Offensive rebound by Team
3:04.0,Loose ball foul by N. Bjelica (drawn by R. Gobert),,102-107,,
3:04.0,,,102-108,1,R. Gobert makes free throw 1 of 2
3:04.0,,,102-109,1,R. Gobert makes free throw 2 of 2
2:48.0,T. Gibson makes 2-pt shot from 16 ft (assist by J. Crawford),2,104-109,,
2:25.0,,,104-111,2,J. Crowder makes 2-pt shot at rim (assist by D. Mitchell)
2:05.0,Turnover by N. Bjelica (bad pass; steal by J. Ingles),,104-111,,
2:00.0,,,104-111,,Shooting foul by T. Gibson (drawn by D. Mitchell)
2:00.0,,,104-112,1,D. Mitchell makes free throw 1 of 2
2:00.0,,,104-113,1,D. Mitchell makes free throw 2 of 2
1:52.0,A. Wiggins misses 2-pt shot from 19 ft,,104-113,,
1:49.0,,,104-113,,Defensive rebound by R. Gobert
1:35.0,,,104-113,,J. Crowder misses 3-pt shot from 23 ft
1:32.0,,,104-113,,Offensive rebound by R. Rubio
1:17.0,,,104-113,,Turnover by J. Crowder (traveling)
1:17.0,Minnesota full timeout,,104-113,,
1:12.0,Turnover by N. Bjelica (bad pass; steal by R. Gobert),,104-113,,
0:50.0,,,104-116,3,D. Mitchell makes 3-pt shot from 25 ft
0:45.0,Shooting foul by J. Crowder (drawn by A. Wiggins),,104-116,,
0:45.0,,,104-116,,Technical foul by J. Crowder
0:45.0,,,104-116,,R. O'Neale enters the game for J. Crowder
0:45.0,T. Jones makes technical free throw,1,105-116,,
0:45.0,A. Wiggins misses free throw 1 of 3,,105-116,,
0:45.0,Offensive rebound by Team,,105-116,,
0:45.0,A. Wiggins misses free throw 2 of 3,,105-116,,
0:45.0,Offensive rebound by Team,,105-116,,
0:45.0,A. Wiggins misses free throw 3 of 3,,105-116,,
0:43.0,,,105-116,,Defensive rebound by R. Gobert
0:27.0,,,105-116,,J. Ingles misses 3-pt shot from 22 ft
0:24.0,Defensive rebound by T. Jones,,105-116,,
0:19.0,A. Wiggins makes 3-pt shot from 26 ft (assist by T. Jones),3,108-116,,
