time,Orlando,pts.away,score,pts.home,Washington
2:42.0,,,113-121,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
2:27.0,E. Fournier misses 3-pt shot from 25 ft,,113-121,,
2:25.0,,,113-121,,Defensive rebound by B. Beal
2:09.0,,,113-121,,J. Wall misses 3-pt shot from 27 ft
2:09.0,Defensive rebound by A. Gordon,,113-121,,
1:59.0,Shooting foul by M. Gortat (drawn by E. Payton),,113-121,,
1:59.0,E. Payton misses free throw 1 of 2,,113-121,,
1:59.0,Offensive rebound by Team,,113-121,,
1:59.0,J. Simmons enters the game for B. Biyombo,,113-121,,
1:59.0,E. Payton makes free throw 2 of 2,1,114-121,,
1:50.0,Personal foul by M. Hezonja (drawn by M. Gortat),,114-121,,
1:37.0,,,114-121,,O. Porter misses 2-pt shot from 14 ft
1:35.0,Defensive rebound by E. Fournier,,114-121,,
1:31.0,E. Payton makes 2-pt shot from 2 ft (assist by E. Fournier),2,116-121,,
1:21.0,,,116-121,,B. Beal misses 3-pt shot from 27 ft
1:17.0,Defensive rebound by A. Gordon,,116-121,,
1:14.0,A. Gordon misses 2-pt shot from 1 ft (block by J. Wall),,116-121,,
1:14.0,,,116-121,,Defensive rebound by M. Gortat
0:55.0,,,116-123,2,J. Wall makes 2-pt shot from 1 ft
0:42.0,M. Hezonja misses 3-pt shot from 27 ft,,116-123,,
0:42.0,,,116-123,,Defensive rebound by J. Wall
0:26.0,,,116-123,,K. Oubre misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by M. Hezonja,,116-123,,
0:20.0,J. Simmons makes 3-pt shot from 26 ft (assist by M. Hezonja),3,119-123,,
0:20.0,,,119-123,,Washington full timeout
0:20.0,B. Biyombo enters the game for J. Simmons,,119-123,,
0:15.0,Personal foul by M. Hezonja (drawn by B. Beal),,119-123,,
0:15.0,,,119-123,,B. Beal misses free throw 1 of 2
0:15.0,,,119-123,,Offensive rebound by Team
0:15.0,,,119-123,,T. Satoransky enters the game for M. Gortat
0:15.0,,,119-124,1,B. Beal makes free throw 2 of 2
0:15.0,Orlando full timeout,,119-124,,
0:15.0,M. Speights enters the game for B. Biyombo,,119-124,,
0:13.0,A. Gordon misses 3-pt shot from 23 ft,,119-124,,
0:10.0,,,119-124,,Defensive rebound by J. Wall
0:10.0,Personal block foul by M. Speights (drawn by J. Wall),,119-124,,
0:10.0,,,119-125,1,J. Wall makes free throw 1 of 2
0:10.0,,,119-125,,J. Wall misses free throw 2 of 2
0:08.0,Defensive rebound by A. Gordon,,119-125,,
0:07.0,Offensive charge foul by M. Hezonja (drawn by B. Beal),,119-125,,
0:07.0,Turnover by M. Hezonja (offensive foul),,119-125,,
