time,LA Clippers,pts.away,score,pts.home,LA Lakers
8:08.0,,,95-73,,Defensive rebound by B. Lopez
8:03.0,Violation by S. Dekker (kicked ball),,95-73,,
8:03.0,P. Beverley enters the game for A. Rivers,,95-73,,
8:03.0,D. Jordan enters the game for W. Reed,,95-73,,
8:03.0,B. Griffin enters the game for S. Dekker,,95-73,,
7:52.0,,,95-73,,L. Nance misses 2-pt shot from 16 ft
7:49.0,Defensive rebound by L. Williams,,95-73,,
7:43.0,W. Johnson misses 2-pt shot from 16 ft,,95-73,,
7:39.0,,,95-73,,Defensive rebound by B. Ingram
7:31.0,,,95-73,,Shooting foul by L. Williams (drawn by B. Ingram)
7:31.0,,,95-74,1,B. Ingram makes free throw 1 of 2
7:31.0,,,95-75,1,B. Ingram makes free throw 2 of 2
7:09.0,L. Williams makes 2-pt shot from 6 ft (assist by B. Griffin),2,97-75,,
6:51.0,,,97-77,2,B. Ingram makes 2-pt shot from 17 ft
6:38.0,L. Williams misses 3-pt shot from 26 ft,,97-77,,
6:35.0,,,97-77,,Defensive rebound by B. Ingram
6:26.0,,,97-77,,B. Ingram misses 2-pt shot from 15 ft
6:22.0,,,97-77,,Offensive rebound by B. Lopez
6:20.0,,,97-77,,J. Clarkson misses 2-pt shot from 14 ft
6:16.0,,,97-77,,Offensive rebound by B. Lopez
6:12.0,,,97-77,,Offensive foul by L. Nance (drawn by P. Beverley)
6:12.0,,,97-77,,Turnover by L. Nance (offensive foul)
6:01.0,Turnover by P. Beverley (bad pass; steal by B. Lopez),,97-77,,
5:56.0,,,97-77,,J. Clarkson misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by B. Griffin,,97-77,,
5:50.0,B. Griffin misses 2-pt shot from 8 ft,,97-77,,
5:50.0,Offensive rebound by Team,,97-77,,
5:50.0,,,97-77,,Loose ball foul by B. Lopez (drawn by D. Jordan)
5:50.0,,,97-77,,K. Kuzma enters the game for J. Clarkson
5:50.0,A. Rivers enters the game for W. Johnson,,97-77,,
5:38.0,B. Griffin makes 2-pt shot from 3 ft (assist by L. Williams),2,99-77,,
5:28.0,,,99-77,,T. Ennis misses 2-pt shot from 16 ft
5:25.0,,,99-77,,Offensive rebound by T. Ennis
5:23.0,,,99-77,,B. Ingram misses 3-pt shot from 26 ft
5:21.0,,,99-77,,Offensive rebound by B. Lopez
5:21.0,,,99-77,,Shooting foul by A. Rivers (drawn by B. Lopez)
5:21.0,,,99-78,1,B. Lopez makes free throw 1 of 2
5:21.0,,,99-79,1,B. Lopez makes free throw 2 of 2
5:04.0,Turnover by D. Jordan (turnover),,99-79,,
4:42.0,Personal foul by B. Griffin (drawn by L. Nance),,99-79,,
4:42.0,,,99-79,,L. Nance misses free throw 1 of 2
4:42.0,,,99-79,,Offensive rebound by Team
4:42.0,,,99-79,,J. Randle enters the game for B. Lopez
4:42.0,,,99-79,,L. Nance misses free throw 2 of 2
4:39.0,Defensive rebound by D. Jordan,,99-79,,
4:26.0,B. Griffin misses 3-pt shot from 23 ft,,99-79,,
4:22.0,,,99-79,,Defensive rebound by K. Kuzma
4:19.0,,,99-79,,Turnover by J. Randle (lost ball; steal by L. Williams)
4:08.0,P. Beverley misses 3-pt shot from 27 ft,,99-79,,
4:03.0,Offensive rebound by P. Beverley,,99-79,,
3:44.0,A. Rivers misses 3-pt shot from 24 ft,,99-79,,
3:41.0,Offensive rebound by P. Beverley,,99-79,,
3:25.0,L. Williams misses 3-pt shot from 27 ft,,99-79,,
3:24.0,Offensive rebound by D. Jordan,,99-79,,
3:24.0,Shooting foul by K. Kuzma (drawn by D. Jordan),,99-79,,
3:24.0,D. Jordan makes free throw 1 of 2,1,100-79,,
3:24.0,,,100-79,,C. Brewer enters the game for L. Nance
3:24.0,,,100-79,,A. Caruso enters the game for B. Ingram
3:24.0,S. Thornwell enters the game for L. Williams,,100-79,,
3:24.0,S. Dekker enters the game for B. Griffin,,100-79,,
3:24.0,D. Jordan makes free throw 2 of 2,1,101-79,,
3:17.0,,,101-81,2,J. Randle makes 2-pt shot from 3 ft (assist by T. Ennis)
3:17.0,,,101-81,,Shooting foul by S. Thornwell (drawn by J. Randle)
3:17.0,M. Harrell enters the game for D. Jordan,,101-81,,
3:17.0,L. Williams enters the game for P. Beverley,,101-81,,
3:17.0,,,101-82,1,J. Randle makes free throw 1 of 1
3:02.0,A. Rivers misses 2-pt shot from 3 ft (block by J. Randle),,101-82,,
3:01.0,Offensive rebound by Team,,101-82,,
2:52.0,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams),2,103-82,,
2:44.0,,,103-82,,T. Ennis misses 2-pt shot from 14 ft
2:41.0,Defensive rebound by S. Dekker,,103-82,,
2:33.0,S. Thornwell makes 3-pt shot from 24 ft (assist by L. Williams),3,106-82,,
2:14.0,,,106-82,,J. Randle misses 2-pt shot from 15 ft
2:12.0,,,106-82,,Offensive rebound by K. Kuzma
2:09.0,,,106-84,2,K. Kuzma makes 2-pt shot from 4 ft
1:45.0,Turnover by M. Harrell (traveling),,106-84,,
1:45.0,LA Clippers full timeout,,106-84,,
1:45.0,W. Johnson enters the game for L. Williams,,106-84,,
1:37.0,,,106-86,2,K. Kuzma makes 2-pt shot from 2 ft (assist by A. Caruso)
1:26.0,Offensive charge foul by S. Thornwell (drawn by C. Brewer),,106-86,,
1:26.0,Turnover by S. Thornwell (offensive foul),,106-86,,
1:09.0,,,106-88,2,A. Caruso makes 2-pt shot from 18 ft (assist by T. Ennis)
0:55.0,M. Harrell makes 2-pt shot from 2 ft (assist by W. Johnson),2,108-88,,
0:44.0,,,108-88,,C. Brewer misses 3-pt shot from 24 ft
0:43.0,,,108-88,,Offensive rebound by K. Kuzma
0:43.0,,,108-90,2,K. Kuzma makes 2-pt shot at rim
0:29.0,M. Harrell misses 2-pt shot from 1 ft,,108-90,,
0:26.0,,,108-90,,Defensive rebound by A. Caruso
0:24.0,,,108-92,2,T. Ennis makes 2-pt shot from 1 ft
0:00.0,Turnover by Team (shot clock),,108-92,,
