time,Portland,pts.away,score,pts.home,New Orleans
3:55.0,J. Nurkic makes free throw 1 of 1,1,96-95,,
3:47.0,,,96-95,,New Orleans full timeout
3:38.0,,,96-97,2,J. Holiday makes 2-pt shot from 4 ft
3:15.0,J. Nurkic makes 2-pt shot from 4 ft (assist by C. McCollum),2,98-97,,
3:06.0,,,98-97,,S. Hill misses 2-pt shot from 9 ft (block by C. McCollum)
3:05.0,,,98-97,,Offensive rebound by Team
3:03.0,Jump ball: S. Hill vs. C. McCollum (D. Miller gains possession),,,,Jump ball: S. Hill vs. C. McCollum (D. Miller gains possession)
3:00.0,,,98-97,,Turnover by D. Miller (bad pass; steal by D. Lillard)
2:57.0,D. Lillard misses 2-pt shot from 3 ft (block by J. Holiday),,98-97,,
2:57.0,,,98-97,,Defensive rebound by S. Hill
2:53.0,Personal foul by A. Aminu (drawn by S. Hill),,98-97,,
2:34.0,,,98-97,,D. Miller misses 3-pt shot from 27 ft
2:34.0,Defensive rebound by J. Nurkic,,98-97,,
2:24.0,C. McCollum misses 2-pt shot from 7 ft (block by A. Davis),,98-97,,
2:19.0,Offensive rebound by C. McCollum,,98-97,,
2:18.0,E. Turner makes 3-pt shot from 26 ft (assist by C. McCollum),3,101-97,,
2:06.0,,,101-97,,Shooting foul by E. Turner (drawn by A. Davis)
2:06.0,,,101-98,1,A. Davis makes free throw 1 of 2
2:06.0,,,101-99,1,A. Davis makes free throw 2 of 2
1:47.0,Turnover by J. Nurkic (out of bounds lost ball),,101-99,,
1:35.0,,,101-99,,J. Holiday misses 2-pt shot from 5 ft (block by A. Aminu)
1:31.0,Defensive rebound by A. Aminu,,101-99,,
1:26.0,E. Turner misses 3-pt shot from 24 ft,,101-99,,
1:22.0,Offensive rebound by D. Lillard,,101-99,,
1:20.0,D. Lillard makes 2-pt shot from 5 ft,2,103-99,,
1:06.0,,,103-101,2,J. Holiday makes 2-pt shot from 5 ft
0:52.0,C. McCollum misses 2-pt shot from 14 ft,,103-101,,
0:49.0,,,103-101,,Defensive rebound by D. Miller
0:38.0,,,103-101,,J. Holiday misses 2-pt shot from 6 ft
0:36.0,Defensive rebound by A. Aminu,,103-101,,
0:29.0,D. Lillard misses 2-pt shot from 6 ft,,103-101,,
0:29.0,Offensive rebound by A. Aminu,,103-101,,
0:28.0,A. Aminu makes 2-pt shot at rim,2,105-101,,
0:28.0,,,105-101,,New Orleans full timeout
0:28.0,P. Connaughton enters the game for J. Nurkic,,105-101,,
0:24.0,,,105-103,2,A. Davis makes 2-pt shot from 6 ft (assist by E. Moore)
0:20.0,P. Connaughton misses 2-pt shot from 8 ft (block by J. Holiday),,105-103,,
0:16.0,,,105-103,,Defensive rebound by J. Holiday
0:10.0,,,105-103,,E. Moore misses 3-pt shot from 28 ft
0:06.0,,,105-103,,Offensive rebound by A. Davis
0:03.0,,,105-103,,E. Moore misses 3-pt shot from 28 ft
0:02.0,Defensive rebound by P. Connaughton,,105-103,,
0:02.0,,,105-103,,Personal foul by S. Hill (drawn by P. Connaughton)
0:01.0,,,105-103,,Personal foul by D. Miller (drawn by D. Lillard)
0:01.0,D. Lillard makes free throw 1 of 2,1,106-103,,
0:01.0,D. Lillard makes free throw 2 of 2,1,107-103,,
0:01.0,,,107-103,,New Orleans full timeout
0:01.0,E. Davis enters the game for P. Connaughton,,107-103,,
0:00.0,,,107-103,,D. Miller misses 3-pt shot from 33 ft
0:00.0,,,107-103,,Offensive rebound by Team
